season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14023980,29,91,Bournemouth,Home,1184308,551483,Álex Jiménez,alex-jimenez,D,False,,,1.0,17.0,10.0,27.0,1.0,1.0,20.0,5.0,1.0,,1.0,,,,,2.0,5.0,,,0.39148,0.0326,,1.0,0.0,,,,,2.0,2.0,,,,,,,90.0,,,,,,,,14.0,4.0,,7.7,,,1.0,218.8155468661,3.0,1.0,2.0,,4.0,,24.0,13.0,37.0,138.28777289536,85.310751641664,2,2.0,61.0,1.0,1.0,1.0,1.0
2025-26,14023980,29,91,Bournemouth,Home,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023980,29,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,4.0,,4.0,,,6.0,5.0,,1.0,1.0,,,,,1.0,1.0,,,0.0285057,0.1332,,,0.0,,,,,1.0,,,,,,,,16.0,,,,,,,,5.0,1.0,,6.6,,,,37.967087404252,1.0,1.0,,,,,5.0,2.0,7.0,2.2199599340115,13.866003894417,1,1.0,15.0,,,,1.0
2025-26,14023980,29,91,Bournemouth,Home,1464966,499604,Rayan,rayan,M,False,,,,12.0,3.0,15.0,1.0,1.0,15.0,3.0,,,,,,,,4.0,4.0,,,0.0357077,,,,0.0,,,,,,,,,,,,,74.0,,,,,,,,13.0,5.0,,7.0,,,,194.46767201198,3.0,4.0,2.0,,,,17.0,3.0,20.0,93.288991659943,117.89410786756,0,2.0,36.0,3.0,,1.0,1.0
2025-26,14023980,29,91,Bournemouth,Home,1476524,614574,Alex Tóth,alex-toth,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023988,30,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,1.0,9.0,12.0,21.0,,1.0,2.0,2.0,,,,2.0,,,,3.0,6.0,,,0.0944093,,,1.0,0.0,,,,,,2.0,,,,,,,61.0,,3.0,,,,,,6.0,0.0,,7.4,,,,21.617350712896,3.0,1.0,2.0,,4.0,,12.0,13.0,25.0,5.8969998306704,,0,3.0,45.0,,1.0,1.0,3.0
2025-26,14023988,30,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,False,,,,11.0,10.0,21.0,1.0,2.0,15.0,6.0,,,1.0,2.0,,,1.0,5.0,7.0,,,0.0194947,0.0272,,,0.0,,,,,1.0,,,,,,,,61.0,,1.0,,,,,,14.0,3.0,,6.9,,,,129.97621243002,1.0,2.0,,,5.0,1.0,17.0,15.0,32.0,98.155067561455,51.05399333893,1,3.0,45.0,1.0,1.0,1.0,2.0
2025-26,14023988,30,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,3.0,,3.0,2.0,,,,,1.0,,,,,,2.0,,,,0.0038632,0.5012,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,2.0,,,6.0,,,1.0,,,,,,,,5.0,,5.0,,,1,,6.0,,,,
2025-26,14023988,30,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,6.0,26.0,44.0,70.0,4.0,5.0,24.0,4.0,,,,,,,1.0,5.0,7.0,,,0.0297731,0.1333,,,0.0,,,,,3.0,,,,,,,,90.0,,1.0,,,,,,20.0,0.0,,7.8,,,1.0,181.37601807946,11.0,,2.0,,15.0,,35.0,51.0,86.0,135.14424688085,,1,1.0,115.0,1.0,1.0,,1.0
2025-26,14023988,30,91,Bournemouth,Away,855731,111317,David Brooks,david-brooks,M,True,,,,9.0,,9.0,,,5.0,,1.0,1.0,,,,,,,,,,0.280426,0.3632,,,0.0,,,,,,1.0,,,,,,,10.0,,,,,,,,3.0,1.0,,6.5,,,1.0,44.965452932102,1.0,,,,,,11.0,1.0,12.0,37.467337679348,15.7620913587,1,,15.0,,,,
2025-26,14023988,30,91,Bournemouth,Away,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,,,14.0,14.0,,,3.0,5.0,,,,,,,,,,,,3.526e-05,,,,0.0,,0.2056,1.0,,,,,,,,,,90.0,,,,,,,,2.0,0.0,,6.9,1.0,2.0,,16.308182393981,,,,,2.0,,2.0,14.0,16.0,10.15448453315,,0,,22.0,,,,
2025-26,14023988,30,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,3.0,,1.0,25.0,6.0,31.0,4.0,1.0,15.0,7.0,,,2.0,,,,1.0,7.0,7.0,,,0.382719,0.2043,0.0792,,0.0,,,,1.0,2.0,4.0,,,,,,,90.0,1.0,,,,,,,13.0,0.0,,7.2,,,1.0,105.47011772887,,4.0,4.0,,3.0,,32.0,7.0,39.0,14.02178356767,,4,2.0,62.0,1.0,2.0,2.0,2.0
2025-26,14023988,30,91,Bournemouth,Away,913762,436416,Christos Mandas,christos-mandas,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023988,30,91,Bournemouth,Away,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023988,30,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,True,,,,7.0,7.0,14.0,,,6.0,2.0,,,,,,,,1.0,,,,0.0423684,0.0171,,,0.0,,,,,,1.0,,,,,,,29.0,,,,,,,,3.0,2.0,,6.4,,,1.0,90.737793477299,,1.0,,,,,9.0,7.0,16.0,56.196891876344,55.609974138136,1,,19.0,,,,
2025-26,14023988,30,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,3.0,3.0,6.0,2.0,1.0,5.0,6.0,,1.0,1.0,,,,1.0,4.0,2.0,,,0.00099734,0.7362,0.09,,0.0,,,,,,,,,,,,,90.0,2.0,,,,,,,10.0,1.0,,6.1,,,3.0,36.422775867604,,2.0,,,1.0,,6.0,6.0,12.0,6.2016947274558,9.3708249903624,6,,27.0,2.0,,1.0,
2025-26,14023988,30,91,Bournemouth,Away,999028,494521,Adrien Truffert,truffert-adrien,D,False,2.0,,,18.0,19.0,37.0,,2.0,14.0,5.0,1.0,,,,,,1.0,2.0,6.0,,,0.265637,,,,0.0,,,,,2.0,2.0,,,,,,,90.0,,1.0,,,,,,16.0,0.0,,7.8,,,,122.39812963634,6.0,2.0,3.0,,4.0,,23.0,24.0,47.0,84.852468063312,,0,2.0,74.0,1.0,1.0,1.0,1.0
2025-26,14023988,30,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,,,4.0,26.0,27.0,53.0,1.0,1.0,22.0,8.0,,,1.0,,,,,3.0,13.0,,,0.0527272,0.0152,,2.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,13.0,3.0,,8.6,,,,199.14873128105,3.0,2.0,5.0,,6.0,,31.0,28.0,59.0,114.05183950124,70.933255587666,1,6.0,91.0,2.0,4.0,2.0,5.0
2025-26,14023988,30,91,Bournemouth,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023988,30,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,False,,,2.0,13.0,31.0,44.0,3.0,7.0,13.0,4.0,,,,2.0,,,,6.0,9.0,,,0.0565417,0.2789,,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,1.0,,,,,,10.0,0.0,,7.5,,,2.0,82.410711437291,11.0,,,,8.0,,22.0,31.0,53.0,46.979320130072,,2,2.0,74.0,,,,1.0
2025-26,14023988,30,91,Bournemouth,Away,1184308,551483,Álex Jiménez,alex-jimenez,D,True,1.0,,,8.0,4.0,12.0,1.0,,11.0,4.0,,,,,,,,2.0,3.0,,,0.0438746,,,,0.0,,,,,,1.0,,,,,,,29.0,,,,,,,,6.0,3.0,,6.9,,,,118.72533822243,,3.0,2.0,,2.0,,10.0,5.0,15.0,87.781863861086,50.478816012585,0,1.0,28.0,,,2.0,1.0
2025-26,14023988,30,91,Bournemouth,Away,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023988,30,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,False,,,,13.0,7.0,20.0,1.0,1.0,6.0,3.0,1.0,,3.0,1.0,,,,3.0,1.0,,,0.247401,0.2603,,,0.0,,,,,1.0,4.0,,,,,,,80.0,,,,,,,,9.0,1.0,,6.5,,,,49.139198330972,4.0,1.0,3.0,,,,17.0,7.0,24.0,18.952878107221,23.744025690687,3,,39.0,1.0,,,
2025-26,14023988,30,91,Bournemouth,Away,1464966,499604,Rayan,rayan,M,False,,,1.0,15.0,7.0,22.0,1.0,1.0,13.0,4.0,,,1.0,,,,,2.0,2.0,,,0.04017,0.0159,,1.0,0.0,,,,,,,,,,,,,87.0,,,,,,,,13.0,5.0,,6.5,,,,192.33388784399,2.0,,5.0,,4.0,,22.0,8.0,30.0,143.31312765392,126.75772301452,1,,41.0,,1.0,,
2025-26,14023988,30,91,Bournemouth,Away,1476524,614574,Alex Tóth,alex-toth,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023997,31,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,,10.0,2.0,12.0,,,5.0,2.0,,,,,,,,1.0,2.0,,,0.00412571,,,1.0,0.0,,,,,,,,,,,,,17.0,,,,,,,,1.0,1.0,,6.8,,,,42.889911104187,1.0,,,,,,10.0,2.0,12.0,28.414583536787,25.200366981455,0,2.0,18.0,1.0,,,2.0
2025-26,14023997,31,91,Bournemouth,Home,322391,158499,Ryan Christie,ryan-christie,M,False,,,2.0,15.0,11.0,26.0,1.0,1.0,17.0,2.0,,,,,,,1.0,2.0,5.0,,,0.0258325,0.1012,0.3082,,0.0,1.0,,,,3.0,,,,,,,,73.0,1.0,,,,,,,13.0,5.0,,7.9,,,1.0,164.66746550041,,2.0,1.0,,5.0,,26.0,11.0,37.0,100.96338036736,78.159289956244,2,2.0,50.0,,,2.0,1.0
2025-26,14023997,31,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023997,31,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,5.0,23.0,33.0,56.0,7.0,4.0,13.0,4.0,,,,,,,,9.0,6.0,,,0.0290393,0.0153,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,17.0,1.0,,6.6,,,1.0,108.05718511333,5.0,2.0,2.0,,10.0,,32.0,36.0,68.0,56.303831924531,20.700000869565,1,,83.0,2.0,1.0,1.0,
2025-26,14023997,31,91,Bournemouth,Home,855731,111317,David Brooks,david-brooks,M,True,,,,10.0,1.0,11.0,,,4.0,,,,1.0,,,,,,,,,0.0123108,0.0594,,,0.0,,,,,,,,,,,,,17.0,,,,,,,,3.0,1.0,,6.9,,,,51.91419451161,,,2.0,,1.0,,11.0,1.0,12.0,43.995027825917,31.142041182299,1,,15.0,,,,
2025-26,14023997,31,91,Bournemouth,Home,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,1.0,2.0,,15.0,15.0,,,1.0,6.0,,,,,,,,,,,,3.825e-05,,,,0.0,,-0.6313,1.0,,,,,,,,,,90.0,,,,,1.0,,,4.0,0.0,,7.7,3.0,4.0,,5.5637052402154,2.0,,,1.0,6.0,,3.0,16.0,19.0,1.933047072108,,0,,31.0,,,,
2025-26,14023997,31,91,Bournemouth,Home,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,2.0,38.0,12.0,50.0,,1.0,20.0,6.0,,1.0,,,,,2.0,4.0,4.0,,,0.0645272,0.2551,0.1965,,0.0,,,,,,2.0,,,,,,,90.0,1.0,2.0,,,,,,14.0,3.0,,6.9,,,1.0,207.30125521837,1.0,2.0,5.0,,2.0,1.0,41.0,12.0,53.0,111.19784698767,83.117013170869,2,,75.0,2.0,3.0,,
2025-26,14023997,31,91,Bournemouth,Home,913762,436416,Christos Mandas,christos-mandas,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023997,31,91,Bournemouth,Home,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023997,31,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,False,,,,11.0,7.0,18.0,1.0,1.0,9.0,5.0,,,,,,,1.0,4.0,5.0,,,0.0607212,,,,0.0,,,,,,,,,,,,,73.0,,,,,,,,10.0,2.0,,6.9,,,,84.261726831433,,3.0,3.0,,,,12.0,8.0,20.0,47.463451432578,36.468583653446,0,3.0,37.0,2.0,,1.0,2.0
2025-26,14023997,31,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,10.0,5.0,15.0,1.0,1.0,7.0,5.0,,,,,,,2.0,4.0,4.0,,,0.00717049,0.0467,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,1.0,12.0,0.0,,6.8,,,1.0,76.444861766113,3.0,1.0,1.0,,,1.0,14.0,6.0,20.0,-1.1188145811774,,1,,36.0,4.0,2.0,1.0,
2025-26,14023997,31,91,Bournemouth,Home,999028,494521,Adrien Truffert,truffert-adrien,D,False,1.0,,1.0,21.0,16.0,37.0,1.0,,14.0,5.0,,,,2.0,,,,5.0,3.0,,,0.0988845,0.0414,0.0211,1.0,1.0,,,,,,3.0,,,,,,,90.0,1.0,1.0,,,,,,12.0,3.0,,6.8,,,,167.97679678625,3.0,2.0,3.0,,2.0,,26.0,19.0,45.0,92.918983500296,82.406550909698,1,2.0,65.0,1.0,,1.0,
2025-26,14023997,31,91,Bournemouth,Home,1104986,503139,Alex Scott,alex-scott,M,False,,,3.0,42.0,20.0,62.0,,2.0,22.0,6.0,,,1.0,,,,,,4.0,,,0.0486808,0.0484,,,0.0,,,,1.0,,2.0,,,,,,,90.0,,1.0,,,,,,9.0,4.0,,7.6,,,1.0,294.05137528106,3.0,1.0,2.0,,5.0,,47.0,22.0,69.0,185.48100384558,124.00997587129,2,1.0,82.0,,,1.0,1.0
2025-26,14023997,31,91,Bournemouth,Home,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,2.0,,2.0,,,2.0,1.0,,,,,,,,4.0,,,,0.00679727,,,2.0,0.0,,,,,,,,,,,,,14.0,,,,,,,,5.0,1.0,,6.1,,,,15.676506845689,,2.0,,,,,4.0,,4.0,12.374846673883,12.386886654846,0,,8.0,1.0,,,
2025-26,14023997,31,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,False,,,3.0,20.0,38.0,58.0,3.0,2.0,17.0,9.0,,,,,,,,3.0,4.0,,,0.0151665,,,,0.0,,,,,2.0,1.0,,,,,,,90.0,,1.0,1.0,,,,,9.0,0.0,,6.1,,,,93.404147601393,3.0,,,,6.0,,27.0,38.0,65.0,40.452935662347,,0,1.0,81.0,,1.0,,
2025-26,14023997,31,91,Bournemouth,Home,1184308,551483,Álex Jiménez,alex-jimenez,D,False,,,1.0,19.0,13.0,32.0,1.0,,6.0,7.0,,,,1.0,,,1.0,4.0,2.0,,,0.00743662,0.0265,,1.0,0.0,,,,,3.0,,,,,,,,73.0,,2.0,,1.0,,,,7.0,0.0,,5.7,,,1.0,73.323767657587,1.0,,,,3.0,,22.0,16.0,38.0,50.030437421038,,1,1.0,57.0,,1.0,,1.0
2025-26,14023997,31,91,Bournemouth,Home,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023997,31,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,7.0,3.0,10.0,1.0,,5.0,2.0,,,1.0,,,,,3.0,1.0,,,0.0301272,0.8053,0.8809,2.0,0.0,1.0,,,,,,,,,,,,17.0,1.0,,,,,,,3.0,0.0,,7.0,,,,29.358097668013,1.0,,,,,,10.0,3.0,13.0,-14.650699146219,,2,,17.0,,1.0,,
2025-26,14023997,31,91,Bournemouth,Home,1464966,499604,Rayan,rayan,M,False,1.0,,,18.0,4.0,22.0,3.0,1.0,13.0,3.0,1.0,,1.0,,,,,4.0,2.0,,,0.150677,0.405,0.0539,1.0,0.0,,,,,1.0,1.0,,,,,,,87.0,1.0,,,,,,,10.0,3.0,,6.6,,,1.0,128.15416919085,1.0,1.0,3.0,,,,23.0,4.0,27.0,45.678300034019,38.755523035177,3,1.0,42.0,,,,1.0
2025-26,14023997,31,91,Bournemouth,Home,1476524,614574,Alex Tóth,alex-toth,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025021,32,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0,,1.0,,,,
2025-26,14025021,32,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,False,,,1.0,15.0,11.0,26.0,,1.0,9.0,1.0,,,,1.0,,,1.0,4.0,7.0,,,0.0180337,0.0385,,1.0,0.0,,,,,2.0,,,,,,,,70.0,,1.0,,1.0,,,,11.0,0.0,,6.6,,,1.0,58.63317431344,,4.0,1.0,,4.0,,20.0,11.0,31.0,6.3595408998194,,1,2.0,48.0,2.0,2.0,2.0,2.0
2025-26,14025021,32,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,,
2025-26,14025021,32,91,Bournemouth,Away,800419,200785,Tyler Adams,tyler-adams,M,True,,,,2.0,4.0,6.0,,1.0,,1.0,,,1.0,,,,,,2.0,,,0.00101911,0.0503,,,0.0,,,,,,,,,,,,,20.0,,,,,,,,2.0,,,6.7,,,,,1.0,,,,,,3.0,5.0,8.0,,,1,1.0,12.0,,,,1.0
2025-26,14025021,32,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,2.0,19.0,34.0,53.0,4.0,1.0,24.0,5.0,,,,1.0,,,,8.0,7.0,,,0.0199611,,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,14.0,0.0,,6.8,,,,130.11279065338,4.0,,,,10.0,,25.0,41.0,66.0,56.324508329029,,0,4.0,82.0,1.0,2.0,,1.0
2025-26,14025021,32,91,Bournemouth,Away,855731,111317,David Brooks,david-brooks,M,True,,,,3.0,2.0,5.0,,2.0,3.0,3.0,,,,,,,,,3.0,,,0.0310779,,,,0.0,,,,,,,,,,,,,20.0,,,,,,,,3.0,0.0,,7.0,,,,22.023512036209,1.0,,,,,,3.0,2.0,5.0,3.9557249978541,,0,1.0,11.0,3.0,,,1.0
2025-26,14025021,32,91,Bournemouth,Away,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,3.0,3.0,9.0,12.0,,1.0,5.0,5.0,,,,,,,,,1.0,,,0.00030878,,,,0.0,,0.0805,1.0,,,,,,,,,,90.0,,,,,1.0,,,14.0,0.0,3.0,6.0,1.0,2.0,,20.904547436866,4.0,,,,17.0,,16.0,10.0,26.0,2.8442304652964,,0,,37.0,,,,
2025-26,14025021,32,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,,21.0,7.0,28.0,2.0,2.0,15.0,5.0,,,,1.0,,,1.0,6.0,9.0,,,0.0467731,0.0106,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,13.0,2.0,,6.8,,,1.0,142.67070083127,,4.0,,,2.0,,26.0,7.0,33.0,81.637150362696,42.830575281433,1,3.0,51.0,6.0,1.0,3.0,1.0
2025-26,14025021,32,91,Bournemouth,Away,913762,436416,Christos Mandas,christos-mandas,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025021,32,91,Bournemouth,Away,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025021,32,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025021,32,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,5.0,2.0,7.0,1.0,1.0,7.0,3.0,1.0,,,,,,,3.0,2.0,,,0.0299147,0.0391,0.0232,2.0,1.0,,,,,1.0,1.0,,,,,,,89.0,1.0,1.0,,,,,,7.0,0.0,,6.4,,,,40.876688787062,1.0,,,,,,7.0,4.0,11.0,20.514051950464,,1,,21.0,3.0,1.0,,
2025-26,14025021,32,91,Bournemouth,Away,999028,494521,Adrien Truffert,truffert-adrien,D,False,,,2.0,14.0,13.0,27.0,,3.0,18.0,2.0,,,,2.0,,,,8.0,6.0,,,0.00930828,,,4.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,18.0,2.0,,6.9,,,,156.94604459889,3.0,2.0,3.0,,5.0,,21.0,14.0,35.0,92.44923050164,37.068425110248,0,2.0,66.0,3.0,1.0,,1.0
2025-26,14025021,32,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,,,3.0,17.0,23.0,40.0,,,24.0,8.0,,,,1.0,,,3.0,7.0,1.0,,,0.048387,0.3923,0.4447,1.0,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,3.0,,,,,,13.0,2.0,,8.2,,,1.0,213.29135118492,1.0,2.0,3.0,,5.0,,20.0,24.0,44.0,75.136282356994,56.031275487982,2,1.0,63.0,1.0,,,
2025-26,14025021,32,91,Bournemouth,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025021,32,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,False,,,,7.0,25.0,32.0,2.0,4.0,12.0,2.0,,,,,,,,2.0,9.0,,,0.00746247,,,,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,,11.0,0.0,,7.3,,,,77.533898153585,8.0,1.0,,,4.0,,12.0,27.0,39.0,-8.4105310722488,,0,3.0,57.0,,1.0,1.0,2.0
2025-26,14025021,32,91,Bournemouth,Away,1184308,551483,Álex Jiménez,alex-jimenez,D,False,,,1.0,11.0,19.0,30.0,,,13.0,9.0,,,,,,,1.0,4.0,3.0,,,0.00878066,,,2.0,0.0,,,,,,,,,,,,,89.0,,,,,,,,12.0,3.0,,6.8,,,,243.15653485096,2.0,1.0,,,3.0,,16.0,22.0,38.0,137.26884383953,106.66106373243,0,2.0,56.0,2.0,1.0,,2.0
2025-26,14025021,32,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,False,,,1.0,5.0,7.0,12.0,,1.0,5.0,1.0,,,1.0,1.0,,,1.0,7.0,3.0,,,0.00202876,0.663,0.9454,3.0,0.0,1.0,,,,,,,,,,,,85.0,1.0,,,,,,,6.0,1.0,,6.4,,,,29.48078634167,1.0,3.0,,,1.0,,6.0,7.0,13.0,-4.3123701971866,7.0856080190764,2,,24.0,2.0,1.0,1.0,
2025-26,14025021,32,91,Bournemouth,Away,1464966,499604,Rayan,rayan,M,False,1.0,,,7.0,6.0,13.0,2.0,2.0,6.0,1.0,,,,1.0,,,,4.0,5.0,,,0.061278,,,1.0,0.0,,,,,1.0,1.0,,,,,,,70.0,,,,,,,,5.0,1.0,,6.5,,,,43.813447539155,1.0,1.0,1.0,,,,11.0,6.0,17.0,15.998090315002,12.656585479504,0,1.0,27.0,1.0,1.0,1.0,
2025-26,14025021,32,91,Bournemouth,Away,1476524,614574,Alex Tóth,alex-toth,M,True,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,7.8e-07,,,,0.0,,,,,1.0,,,,,,,,11.0,,,,,,,,,,,6.5,,,,,1.0,,,,,,,1.0,1.0,,,0,,3.0,,,,
2025-26,14025040,33,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025040,33,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,False,,,1.0,15.0,8.0,23.0,1.0,2.0,16.0,5.0,1.0,,,1.0,,,1.0,4.0,5.0,,,0.132629,0.0127,,1.0,0.0,,,,,1.0,1.0,,,,,,,65.0,,1.0,,,,,,11.0,1.0,,6.9,,,1.0,191.39069475657,1.0,,,,5.0,,21.0,8.0,29.0,92.270311862277,43.800462508974,1,2.0,44.0,3.0,1.0,,1.0
2025-26,14025040,33,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,,,1.414e-05,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,1.0,0.0,,6.7,,,,7.3130295363823,2.0,,,,,,,1.0,1.0,-2.7080309243102,,0,,5.0,,1.0,,
