season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576121,9,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,False,,,1.0,12.0,4.0,16.0,,,6.0,,,,1.0,,,2.0,7.0,,,,2.0,,,,,,,1.0,,45.0,,,,,,,13.0,,6.1,,,1.0,,2.0,1.0,,2.0,,21.0,4.0,24.0,1,,34.0,,,,
2021-22,9576121,9,2,Leeds_United,Home,831005,219961,Raphinha,raphinha,M,False,1.0,,2.0,18.0,6.0,23.0,,,6.0,,,,,,,2.0,4.0,12.0,,1.0,2.0,,,,,,3.0,2.0,,54.0,1.0,,,,,,16.0,,7.9,,,2.0,,9.0,3.0,,5.0,,27.0,9.0,33.0,3,2.0,61.0,2.0,1.0,9.0,1.0
2021-22,9576121,9,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,4.0,23.0,13.0,36.0,3.0,,6.0,,,,1.0,,,1.0,6.0,5.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,7.0,,7.0,,,,1.0,,,,5.0,1.0,25.0,16.0,41.0,0,5.0,55.0,1.0,,,3.0
2021-22,9576121,9,2,Leeds_United,Home,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576121,9,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,False,,3.0,2.0,1.0,17.0,18.0,,,7.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,5.0,1.0,6.8,1.0,3.0,,2.0,,,3.0,7.0,,3.0,20.0,23.0,0,,33.0,,,,
2021-22,9576121,9,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,10.0,5.0,15.0,,,4.0,,,1.0,,,,1.0,3.0,4.0,,,1.0,,,,,,1.0,,,36.0,,,,,,,8.0,,6.8,,,,,1.0,1.0,,,,15.0,5.0,19.0,1,3.0,32.0,1.0,1.0,,2.0
2021-22,9576121,9,2,Leeds_United,Home,943652,221610,Jamie Shackleton,jamie-shackleton,D,False,,,,26.0,24.0,50.0,,2.0,4.0,,,,2.0,,,,7.0,8.0,,,3.0,,,,,,1.0,,,90.0,,2.0,,,,,8.0,,6.8,,,,1.0,5.0,,,1.0,,30.0,25.0,55.0,0,3.0,79.0,1.0,,3.0,2.0
2021-22,9576121,9,2,Leeds_United,Home,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,3.0,,3.0,,1.0,,,1.0,1.0,,,,2.0,3.0,5.0,,,1.0,,,,,,,1.0,,28.0,1.0,,,,,1.0,3.0,,7.0,,,1.0,,3.0,,,,,3.0,,3.0,3,,16.0,1.0,1.0,3.0,
2021-22,9576121,9,2,Leeds_United,Home,991577,433590,Cody Drameh,cody-drameh,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576121,9,2,Leeds_United,Home,1020744,492373,Charlie Cresswell,charlie-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576121,9,2,Leeds_United,Home,1097848,477547,Leo Fuhr Hjelde,leo-fuhr-hjelde,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576140,10,2,Leeds_United,Away,39327,55914,Liam Cooper,liam-cooper,D,False,,,2.0,1.0,21.0,22.0,3.0,5.0,4.0,,,,,,,,5.0,6.0,,,2.0,,,,,,2.0,,,90.0,,,,,,,16.0,,6.6,,,,5.0,1.0,,,7.0,,6.0,31.0,37.0,0,,47.0,1.0,,1.0,
2021-22,9576140,10,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576140,10,2,Leeds_United,Away,78454,87873,Stuart Dallas,stuart-dallas,D,False,,,3.0,13.0,12.0,25.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,3.0,6.0,,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,3.0,,7.4,,,,3.0,,,,4.0,,15.0,12.0,27.0,2,2.0,49.0,,3.0,,1.0
2021-22,9576140,10,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,True,,,1.0,2.0,5.0,7.0,,,3.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,2.0,,13.0,,,,,,,2.0,,7.0,,,,,,,,1.0,,4.0,5.0,9.0,0,2.0,13.0,,,,1.0
2021-22,9576140,10,2,Leeds_United,Away,305278,149915,Diego Llorente,diego-llorente,D,False,,,2.0,5.0,17.0,22.0,2.0,7.0,3.0,,,,,,,,4.0,9.0,,,2.0,,,,,,,,,90.0,,1.0,,,,,15.0,,7.0,,,1.0,9.0,2.0,,,8.0,,9.0,26.0,35.0,1,,51.0,2.0,,2.0,
2021-22,9576140,10,2,Leeds_United,Away,542472,80954,Rodrigo,rodrigo,M,False,,,3.0,15.0,9.0,24.0,1.0,1.0,3.0,,,1.0,,,,5.0,10.0,5.0,,,2.0,,1.0,,,,,1.0,,88.0,2.0,,,,,,17.0,,6.6,,,,,3.0,,,4.0,,17.0,11.0,28.0,3,1.0,49.0,6.0,2.0,1.0,
2021-22,9576140,10,2,Leeds_United,Away,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,2.0,16.0,23.0,39.0,2.0,,15.0,,,,5.0,,,1.0,13.0,7.0,,,5.0,1.0,,,,,,2.0,,90.0,,,,,,,11.0,,6.7,,,,,,,,6.0,,22.0,27.0,49.0,0,5.0,62.0,,2.0,,2.0
2021-22,9576140,10,2,Leeds_United,Away,796144,173821,Tyler Roberts,tyler-roberts,F,True,,,,2.0,,2.0,1.0,2.0,,,,,,,,,3.0,2.0,,,2.0,,,,,,,1.0,,8.0,,,,,,,2.0,,6.7,,,,,,,,,,3.0,,3.0,0,,5.0,1.0,1.0,,
2021-22,9576140,10,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,8.0,5.0,13.0,5.0,1.0,3.0,,1.0,,2.0,,,1.0,8.0,4.0,,,,1.0,,,,,,1.0,,77.0,1.0,,,,,,5.0,,6.6,,,,1.0,2.0,,,,,9.0,6.0,15.0,1,,27.0,2.0,1.0,2.0,
2021-22,9576140,10,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,,,1.0,10.0,8.0,18.0,2.0,,3.0,,,1.0,3.0,,,,10.0,3.0,,,3.0,,,,,,1.0,2.0,,90.0,,,,,,,11.0,,6.5,,,,,3.0,1.0,,2.0,,16.0,10.0,25.0,1,1.0,36.0,1.0,1.0,1.0,1.0
2021-22,9576140,10,2,Leeds_United,Away,831005,219961,Raphinha,raphinha,M,False,2.0,,1.0,15.0,6.0,19.0,1.0,1.0,6.0,,,1.0,2.0,,,,9.0,7.0,,,3.0,,1.0,,,,2.0,2.0,,90.0,3.0,,,,,,27.0,,8.0,,,1.0,1.0,8.0,6.0,,3.0,,29.0,7.0,30.0,5,,65.0,6.0,1.0,5.0,
2021-22,9576140,10,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,3.0,9.0,20.0,29.0,,3.0,4.0,,,,,,,,,8.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,10.0,,7.3,,,,,,,,5.0,,15.0,22.0,37.0,0,5.0,50.0,2.0,,,2.0
2021-22,9576140,10,2,Leeds_United,Away,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576140,10,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,False,,1.0,5.0,3.0,9.0,12.0,,,13.0,,,,,,,,,1.0,,,,,,,1.0,,,,,90.0,,,,,,,12.0,,6.8,1.0,2.0,,,,,1.0,16.0,,10.0,14.0,24.0,0,,42.0,,1.0,,
2021-22,9576140,10,2,Leeds_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576140,10,2,Leeds_United,Away,943652,221610,Jamie Shackleton,jamie-shackleton,D,False,,,,5.0,10.0,15.0,2.0,2.0,4.0,,,,,,,,5.0,8.0,,,3.0,,,,,,,,,71.0,,1.0,,,,,6.0,,7.0,,,,,1.0,,,1.0,,8.0,12.0,20.0,0,5.0,42.0,,1.0,1.0,3.0
2021-22,9576140,10,2,Leeds_United,Away,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576140,10,2,Leeds_United,Away,991577,433590,Cody Drameh,cody-drameh,D,True,,,1.0,2.0,3.0,5.0,,,2.0,,,,,,,,3.0,,,,1.0,,,,,,,,,19.0,,,,,,,4.0,,6.2,,,,1.0,2.0,,,1.0,,2.0,4.0,6.0,0,,16.0,,,,
2021-22,9576140,10,2,Leeds_United,Away,1020744,492373,Charlie Cresswell,charlie-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576140,10,2,Leeds_United,Away,1097848,477547,Leo Fuhr Hjelde,leo-fuhr-hjelde,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,39327,55914,Liam Cooper,liam-cooper,D,False,,,3.0,8.0,34.0,42.0,1.0,1.0,4.0,,,,,,,,2.0,4.0,,1.0,,,,,,,3.0,,,90.0,,,,,,,13.0,,6.6,,,,2.0,1.0,,,9.0,,16.0,35.0,51.0,0,3.0,68.0,3.0,,,2.0
2021-22,9576125,11,2,Leeds_United,Home,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,78454,87873,Stuart Dallas,stuart-dallas,D,False,2.0,,2.0,14.0,13.0,25.0,1.0,1.0,4.0,1.0,,,,,,1.0,4.0,5.0,,,2.0,,,,,1.0,2.0,2.0,,90.0,,,,,,,25.0,,7.5,,,,3.0,,9.0,,7.0,,32.0,18.0,41.0,0,3.0,79.0,1.0,1.0,,2.0
2021-22,9576125,11,2,Leeds_United,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,,17.0,18.0,35.0,2.0,,8.0,,,,,,,1.0,6.0,3.0,,,,,,,,,1.0,1.0,,89.0,,,,,,,14.0,,6.5,,,,2.0,6.0,,,1.0,,24.0,19.0,43.0,0,,55.0,1.0,,3.0,
2021-22,9576125,11,2,Leeds_United,Home,305278,149915,Diego Llorente,diego-llorente,D,False,,,4.0,7.0,38.0,45.0,2.0,1.0,11.0,,,,,,,,3.0,2.0,,,1.0,,,,,,3.0,1.0,,90.0,,,,,,,10.0,,6.8,,,,,,,,9.0,,11.0,43.0,54.0,0,,63.0,1.0,1.0,,
2021-22,9576125,11,2,Leeds_United,Home,542472,80954,Rodrigo,rodrigo,M,False,,,3.0,19.0,8.0,27.0,1.0,,2.0,,1.0,2.0,,,,3.0,4.0,1.0,,,,,,,,,1.0,1.0,,90.0,2.0,,,,,,16.0,,6.5,,,1.0,1.0,1.0,3.0,,3.0,1.0,30.0,9.0,36.0,5,,55.0,1.0,,1.0,
2021-22,9576125,11,2,Leeds_United,Home,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,1.0,17.0,16.0,33.0,2.0,1.0,12.0,1.0,1.0,,2.0,,,3.0,12.0,3.0,,,5.0,,,,,,3.0,1.0,,90.0,1.0,,,,,,16.0,,6.4,,,1.0,1.0,,,,4.0,,24.0,20.0,44.0,2,,68.0,2.0,2.0,,
2021-22,9576125,11,2,Leeds_United,Home,796144,173821,Tyler Roberts,tyler-roberts,F,True,,,1.0,2.0,2.0,4.0,1.0,,2.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,11.0,,,,,,,1.0,,6.7,,,,,1.0,,,1.0,,2.0,2.0,4.0,0,1.0,8.0,,,1.0,1.0
2021-22,9576125,11,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,False,,,,16.0,3.0,19.0,2.0,1.0,6.0,,,1.0,,,,2.0,6.0,2.0,,,,,,,,,1.0,,,90.0,,,,,,,18.0,,6.8,,,5.0,,2.0,4.0,,1.0,,27.0,4.0,27.0,6,1.0,47.0,1.0,,,1.0
2021-22,9576125,11,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,False,,,1.0,12.0,6.0,18.0,1.0,,5.0,,1.0,,2.0,,,2.0,12.0,6.0,,,1.0,,,,,,,1.0,,83.0,1.0,,,,,,24.0,,6.2,,,1.0,,10.0,7.0,,1.0,,21.0,9.0,23.0,2,2.0,59.0,4.0,,4.0,2.0
2021-22,9576125,11,2,Leeds_United,Home,831005,219961,Raphinha,raphinha,M,False,2.0,,,21.0,3.0,22.0,1.0,1.0,11.0,1.0,,1.0,1.0,,,1.0,13.0,4.0,,,3.0,,1.0,,,,2.0,4.0,,90.0,1.0,,,,,,29.0,,7.0,,,1.0,1.0,9.0,8.0,,3.0,,34.0,5.0,31.0,3,,67.0,5.0,1.0,2.0,
2021-22,9576125,11,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,2.0,19.0,21.0,40.0,1.0,,9.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,90.0,,,,,,,9.0,,6.8,,,,1.0,,,,4.0,,26.0,23.0,49.0,0,1.0,63.0,,,,1.0
2021-22,9576125,11,2,Leeds_United,Home,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,906076,437495,Illan Meslier,illan-meslier,G,False,,,6.0,1.0,21.0,22.0,,,7.0,,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,4.0,1.0,6.7,2.0,2.0,,3.0,,,,8.0,,3.0,22.0,25.0,0,,39.0,1.0,,,
2021-22,9576125,11,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,944184,473342,Stuart McKinstry,stuart-mckinstry,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,980647,450529,Lewis Bate,lewis-bate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,991577,433590,Cody Drameh,cody-drameh,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,1020744,492373,Charlie Cresswell,charlie-cresswell,D,True,,,1.0,2.0,,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,2.0,1.0,3.0,0,1.0,4.0,,,,
2021-22,9576125,11,2,Leeds_United,Home,1097848,477547,Leo Fuhr Hjelde,leo-fuhr-hjelde,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,39327,55914,Liam Cooper,liam-cooper,D,False,,,1.0,8.0,52.0,60.0,3.0,3.0,4.0,,,,1.0,,,,5.0,7.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,7.0,,6.6,,,,2.0,,,,5.0,,13.0,53.0,66.0,0,3.0,77.0,,1.0,,
2021-22,9576106,12,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,False,,,,14.0,12.0,26.0,,,4.0,,,,2.0,,,,5.0,,,,2.0,,,,,,,1.0,,59.0,,1.0,,,,,6.0,,6.3,,,,1.0,1.0,,,,,18.0,12.0,30.0,0,,34.0,1.0,,,
2021-22,9576106,12,2,Leeds_United,Away,78454,87873,Stuart Dallas,stuart-dallas,D,False,2.0,,3.0,29.0,11.0,38.0,4.0,1.0,10.0,,,,,,,1.0,6.0,7.0,,,,,,,,,2.0,5.0,,90.0,,,,,,,15.0,,7.7,,,1.0,4.0,3.0,5.0,,6.0,,37.0,15.0,47.0,1,4.0,71.0,1.0,,2.0,4.0
2021-22,9576106,12,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,5.0,22.0,23.0,45.0,1.0,,5.0,,,,2.0,,,,6.0,2.0,,,3.0,,,,,,,1.0,,72.0,,,,,,,5.0,,6.6,,,2.0,3.0,,,,7.0,,25.0,24.0,49.0,2,1.0,58.0,1.0,1.0,,1.0
2021-22,9576106,12,2,Leeds_United,Away,305278,149915,Diego Llorente,diego-llorente,D,False,,,,23.0,25.0,48.0,,2.0,8.0,,,,1.0,,,,3.0,9.0,,,1.0,,,,,1.0,2.0,,,90.0,,1.0,,,,,13.0,,7.0,,,,2.0,3.0,1.0,,1.0,,31.0,26.0,56.0,0,3.0,82.0,2.0,2.0,2.0,2.0
2021-22,9576106,12,2,Leeds_United,Away,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,7.0,14.0,62.0,76.0,1.0,,11.0,,,,2.0,,,,5.0,6.0,,,,,,,,,3.0,,,90.0,1.0,3.0,,,,,16.0,,7.4,,,1.0,,2.0,,,11.0,,25.0,63.0,88.0,2,4.0,113.0,2.0,2.0,,2.0
2021-22,9576106,12,2,Leeds_United,Away,796144,173821,Tyler Roberts,tyler-roberts,F,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,,18.0,,,,,,,7.0,,6.3,,,,,1.0,1.0,,1.0,,6.0,,5.0,0,,9.0,,,,
2021-22,9576106,12,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,12.0,1.0,13.0,3.0,,1.0,,,3.0,1.0,,,,4.0,2.0,,,,,1.0,,,,1.0,1.0,,90.0,4.0,,,,,,15.0,,7.6,,,,,1.0,7.0,,,,25.0,2.0,20.0,7,,40.0,1.0,1.0,1.0,
2021-22,9576106,12,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,1.0,,,22.0,11.0,32.0,4.0,,6.0,1.0,,,,,,4.0,11.0,4.0,,,,1.0,,,,,,2.0,,90.0,,,,,,,24.0,,6.8,,,,1.0,4.0,7.0,,3.0,,36.0,12.0,41.0,0,2.0,66.0,2.0,1.0,1.0,2.0
2021-22,9576106,12,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,1.0,22.0,16.0,38.0,1.0,1.0,3.0,,,,1.0,,,,6.0,5.0,,,4.0,,,,,,3.0,2.0,,90.0,,1.0,,,,,9.0,,7.2,,,1.0,3.0,1.0,,,2.0,,27.0,18.0,45.0,1,3.0,66.0,2.0,,1.0,2.0
2021-22,9576106,12,2,Leeds_United,Away,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,906076,437495,Illan Meslier,illan-meslier,G,False,,,3.0,1.0,21.0,22.0,,2.0,7.0,,,,,,,,,2.0,,,,,,,1.0,,,,,90.0,,,,,,,13.0,1.0,6.5,2.0,2.0,,1.0,,,,16.0,,7.0,28.0,35.0,0,,47.0,,,,
2021-22,9576106,12,2,Leeds_United,Away,914835,443967,Junior Firpo,junior-firpo,D,True,,,1.0,3.0,11.0,14.0,,3.0,,,,,1.0,,,,1.0,4.0,,,,,,,,,1.0,,,31.0,,,,,,,5.0,,6.6,,,1.0,1.0,1.0,,,1.0,,6.0,11.0,17.0,1,,30.0,1.0,,1.0,
2021-22,9576106,12,2,Leeds_United,Away,944184,473342,Stuart McKinstry,stuart-mckinstry,M,True,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,2.0,,6.5,,,,,,,,,,1.0,2.0,3.0,0,,5.0,,,,
2021-22,9576106,12,2,Leeds_United,Away,945806,462635,Joe Gelhardt,joe-gelhardt,M,False,,,,8.0,7.0,15.0,3.0,,4.0,,,1.0,1.0,,,1.0,8.0,8.0,,,1.0,,,,,,,,,87.0,2.0,,,,,,12.0,,7.0,,,1.0,1.0,7.0,,,1.0,1.0,10.0,9.0,19.0,4,,40.0,5.0,3.0,5.0,
2021-22,9576106,12,2,Leeds_United,Away,950338,464618,Liam McCarron,liam-mccarron,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,980640,248937,Sam Greenwood,sam-greenwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,991577,433590,Cody Drameh,cody-drameh,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,1020744,492373,Charlie Cresswell,charlie-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576090,13,2,Leeds_United,Away,39327,55914,Liam Cooper,liam-cooper,D,False,,,,4.0,29.0,33.0,,3.0,8.0,,,,1.0,,,,1.0,5.0,,,,,,,,,4.0,,,90.0,,,,,,,15.0,,7.3,,,,5.0,,,,4.0,,12.0,34.0,46.0,0,2.0,63.0,2.0,,,
2021-22,9576090,13,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576090,13,2,Leeds_United,Away,78454,87873,Stuart Dallas,stuart-dallas,D,False,,,1.0,12.0,18.0,30.0,1.0,1.0,11.0,,,,2.0,,,,4.0,7.0,,,,,,,,,2.0,1.0,,90.0,1.0,,,,,,11.0,,7.4,,,,3.0,2.0,2.0,,1.0,,18.0,19.0,35.0,1,4.0,58.0,2.0,1.0,1.0,1.0
2021-22,9576090,13,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,2.0,14.0,22.0,36.0,1.0,1.0,8.0,,,1.0,1.0,,,,4.0,10.0,,,2.0,,,,,,1.0,1.0,,90.0,,,,,,,7.0,,7.6,,,,,,,,2.0,1.0,18.0,23.0,41.0,1,7.0,55.0,2.0,2.0,,3.0
2021-22,9576090,13,2,Leeds_United,Away,305278,149915,Diego Llorente,diego-llorente,D,False,,,1.0,6.0,18.0,24.0,1.0,1.0,10.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,18.0,,6.9,,,,3.0,,,,11.0,,19.0,21.0,40.0,0,2.0,53.0,1.0,2.0,,1.0
2021-22,9576090,13,2,Leeds_United,Away,542472,80954,Rodrigo,rodrigo,M,False,1.0,,1.0,18.0,12.0,29.0,2.0,1.0,3.0,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,1.0,,90.0,,,,,,,10.0,,6.6,,,1.0,2.0,,1.0,,3.0,,25.0,13.0,37.0,1,,45.0,1.0,,,
2021-22,9576090,13,2,Leeds_United,Away,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,2.0,4.0,10.0,14.0,,2.0,4.0,,,,,,,,2.0,3.0,,,2.0,,,,,,2.0,,,45.0,,,,,,,8.0,,6.8,,,,2.0,,,,5.0,,7.0,13.0,20.0,0,1.0,32.0,2.0,,,1.0
2021-22,9576090,13,2,Leeds_United,Away,796144,173821,Tyler Roberts,tyler-roberts,F,True,,,1.0,3.0,4.0,7.0,2.0,,5.0,,,,,,,,2.0,3.0,,,,,,,,,,,,27.0,3.0,,,,,,2.0,,7.3,,,1.0,,1.0,,,1.0,,3.0,4.0,7.0,4,,16.0,2.0,2.0,1.0,
2021-22,9576090,13,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,5.0,1.0,6.0,2.0,,1.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,8.0,,6.9,,,2.0,,2.0,,,,,8.0,2.0,10.0,2,,20.0,3.0,1.0,2.0,
2021-22,9576090,13,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,False,,,,7.0,5.0,12.0,4.0,1.0,3.0,,,,2.0,,,2.0,8.0,3.0,,,,,,,,,2.0,1.0,,63.0,,,,,,,19.0,,6.6,,,1.0,,,4.0,,,,17.0,7.0,20.0,1,2.0,39.0,5.0,,,2.0
2021-22,9576090,13,2,Leeds_United,Away,831005,219961,Raphinha,raphinha,M,False,,,2.0,9.0,11.0,20.0,,1.0,6.0,,,1.0,2.0,,,2.0,8.0,7.0,,,,,,,,,,,,90.0,,,,,,,21.0,,6.3,,,,1.0,5.0,3.0,,4.0,,18.0,13.0,28.0,1,4.0,52.0,4.0,1.0,1.0,3.0
2021-22,9576090,13,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,True,,,3.0,6.0,9.0,15.0,2.0,,7.0,,,,1.0,,,1.0,6.0,1.0,,,2.0,,,,,,1.0,3.0,,45.0,,,,,,,7.0,,6.7,,,,,,,,5.0,,11.0,10.0,21.0,0,1.0,32.0,,,,1.0
2021-22,9576090,13,2,Leeds_United,Away,858254,223081,Kristoffer Klaesson,kristoffer-klaesson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
