season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,10.0,12.0,22.0,1.0,,11.0,2.0,,,,1.0,,,2.0,2.0,,,0.103264,0.109,0.1662,,0.0,,,,,1.0,1.0,,,,,,,89.0,1.0,,,,,,,,8.0,2.0,,6.7,,,1.0,102.84851944892,2.0,,1.0,,,,12.0,15.0,27.0,58.280409553562,42.887851539962,2,2.0,42.0,2.0,,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,48480,60307.0,Pascal Groß,pascal-gro,M,False,2.0,,1.0,18.0,27.0,45.0,,1.0,14.0,8.0,,,1.0,1.0,,,3.0,7.0,,,0.0568265,0.0635,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,,,14.0,1.0,,7.2,,,1.0,96.722533584022,5.0,3.0,5.0,,2.0,,25.0,28.0,53.0,31.966567007996,16.137890320609,2,3.0,77.0,1.0,1.0,2.0,2.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,3.0,15.0,41.0,56.0,,4.0,17.0,3.0,,,1.0,,1.0,,,6.0,,1.0,0.0320951,0.0462,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,,,7.0,0.0,,8.0,,,,110.68958396159,9.0,,,,6.0,,19.0,43.0,62.0,26.35611140357,,1,2.0,79.0,1.0,,,2.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,1.0,2.0,,,,1.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,301288,109345.0,Solly March,solly-march,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,2.0,14.0,11.0,25.0,,1.0,9.0,3.0,,,1.0,,,,2.0,7.0,,,0.0209143,0.1315,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,,11.0,2.0,,7.4,,,,85.90085128366,6.0,1.0,1.0,,5.0,,17.0,15.0,32.0,16.896057970373,29.953638125258,1,4.0,54.0,1.0,2.0,,3.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,891829,219249.0,Matt O'Riley,matt-oriley,M,True,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,946695,463067.0,Georginio Rutter,georginio-rutter,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,1.0,28.0,21.0,49.0,1.0,1.0,11.0,9.0,,,1.0,2.0,,2.0,6.0,4.0,,,0.256341,0.1166,,1.0,0.0,,,,,3.0,1.0,,,,,,,90.0,,1.0,,,,,,,14.0,0.0,,7.0,,,,73.479921489192,4.0,,,,4.0,,34.0,26.0,60.0,-21.137875860408,,1,2.0,83.0,,1.0,,2.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,,12.0,22.0,34.0,4.0,5.0,17.0,3.0,,,1.0,,,,4.0,8.0,,,0.00226279,0.0767,,,0.0,,,,,1.0,,,,,,,,90.0,,2.0,,,,,,,13.0,1.0,,7.4,,,,180.60409107759,10.0,,,,5.0,,21.0,25.0,46.0,97.916738339885,20.180152650562,1,3.0,64.0,1.0,,,2.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,7.0,5.0,22.0,27.0,,,17.0,9.0,,,,,,,,1.0,,,0.00124868,,,,0.0,,0.7197,,,,,,,,,,,90.0,,,,,,,,,17.0,0.0,,7.5,2.0,3.0,,98.533546935193,,,,,24.0,,20.0,24.0,44.0,33.603085240484,,0,,49.0,,1.0,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,True,,,,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,,,2.0,,,,1.326e-05,,,1.0,0.0,,,,,1.0,,,,,,,,14.0,,,,,,,,,2.0,0.0,,6.4,,,,7.2324156316842,,,,,,,2.0,1.0,3.0,0.58462459273942,,0,,4.0,,,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,1036269,509416.0,Yasin Ayari,yasin-ayari,M,True,,,,,2.0,2.0,,,,,,,,,,,,,,,5.56e-05,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,,1.0,,,6.6,,,,,,,,,,,,2.0,2.0,,,0,,3.0,1.0,,,
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,,19.0,8.0,27.0,3.0,4.0,14.0,5.0,,,,2.0,,,10.0,8.0,,1.0,0.0269596,0.2618,,4.0,0.0,,,,,2.0,,,,,,,,89.0,,1.0,,,,,,,11.0,1.0,,6.3,,,1.0,104.6747473464,3.0,3.0,,,2.0,,23.0,11.0,34.0,45.703950234093,13.495740994847,1,2.0,53.0,3.0,,2.0,1.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,False,,,1.0,11.0,5.0,16.0,1.0,,9.0,1.0,,1.0,,,,,3.0,2.0,,,0.171283,0.8553,1.1315,,0.0,,,,,1.0,3.0,,,,,,,88.0,2.0,,,,,,,,12.0,1.0,,6.4,,,,76.822767956665,,2.0,,,3.0,,17.0,9.0,26.0,18.435174339429,14.416467285712,2,1.0,34.0,,1.0,,1.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,3.0,,,6.0,6.0,12.0,2.0,,7.0,4.0,1.0,,,1.0,,,5.0,6.0,,,0.706393,0.0169,0.0362,2.0,0.0,1.0,,,,,2.0,,,,,,,76.0,1.0,,,,,,,,12.0,2.0,,8.0,,,,59.486619118338,1.0,2.0,6.0,,1.0,1.0,8.0,10.0,18.0,27.00316220931,24.431398302061,1,4.0,37.0,3.0,,2.0,2.0
2025-26,14023996,30,36,Brighton_and_Hove_Albion,Away,1627806,597320.0,Harry Howell,harry-howell,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,791,15157.0,James Milner,james-milner,M,False,,,2.0,19.0,11.0,30.0,,,8.0,2.0,,,,,,,1.0,2.0,,,0.0088034,0.067,,1.0,0.0,,,,,1.0,1.0,,,,,,,76.0,,,,,,,,,6.0,0.0,,6.9,,,2.0,43.845310842241,5.0,,,,3.0,,23.0,12.0,35.0,0.5701666932112,,2,2.0,49.0,1.0,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,6.0,5.0,11.0,1.0,,5.0,3.0,1.0,,1.0,,,,1.0,1.0,,,0.133064,1.0742,1.7971,,0.0,2.0,,,,,2.0,,,,,,,83.0,2.0,,,,,,,,7.0,1.0,,8.0,,,,50.272417225456,1.0,,,,1.0,,10.0,6.0,16.0,15.543635337409,25.914474893387,3,,26.0,2.0,1.0,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,48480,60307.0,Pascal Groß,pascal-gro,M,False,2.0,,4.0,22.0,14.0,36.0,,,17.0,3.0,,,,3.0,,1.0,7.0,2.0,,,0.264528,,,1.0,0.0,,,,,,2.0,,,,,,,90.0,,1.0,,,,,,,20.0,0.0,,6.9,,,,108.51099229449,1.0,2.0,5.0,,5.0,,32.0,17.0,49.0,32.11614101641,,0,1.0,65.0,1.0,1.0,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,3.0,14.0,28.0,42.0,,1.0,11.0,5.0,,,,,,,,2.0,1.0,,0.00518772,,,,0.0,,,,,,,,,,,,,90.0,,,,,,,,,3.0,0.0,,6.4,,,,83.031842870448,2.0,,,,4.0,,15.0,30.0,45.0,-2.1215026788946,,0,1.0,49.0,,,,1.0
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,0,,2.0,,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,1.0,,1.0,22.0,8.0,30.0,2.0,1.0,13.0,2.0,,,,,,,3.0,3.0,,,0.0387034,0.0216,0.1322,,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,,,18.0,4.0,,6.5,,,,186.28863003888,3.0,1.0,3.0,,3.0,,31.0,9.0,40.0,110.76361362499,106.29041470402,1,,62.0,2.0,2.0,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,936849,451340.0,Kaoru Mitoma,kaoru-mitoma,M,True,,,,4.0,,4.0,,,6.0,,,1.0,,,,1.0,4.0,3.0,,,0.292768,0.099,0.1643,2.0,0.0,,,,,1.0,,,,,,,,14.0,1.0,,,,,,,,7.0,2.0,,7.0,,,,82.584235839101,,3.0,,,,,8.0,,8.0,64.066399895283,42.811056422207,1,,19.0,1.0,1.0,2.0,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,946695,463067.0,Georginio Rutter,georginio-rutter,M,True,,,,1.0,,1.0,,,2.0,1.0,,,,,,,1.0,1.0,,,0.00030327,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,,,5.0,1.0,,6.5,,,,49.929389262154,,1.0,,,,2.0,3.0,,3.0,33.485688848146,34.970461192269,0,1.0,8.0,2.0,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,3.0,13.0,11.0,24.0,2.0,1.0,14.0,4.0,,,,1.0,,,4.0,5.0,,,0.0123856,0.1695,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,,15.0,1.0,,6.5,,,2.0,125.59059266034,2.0,,1.0,,7.0,,20.0,16.0,36.0,30.560470197425,23.213068926792,2,2.0,62.0,1.0,2.0,,1.0
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,1.0,,1.0,14.0,23.0,37.0,3.0,2.0,19.0,2.0,,,,,,,3.0,4.0,,,0.024848,0.0452,,,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,,,,,2.0,1.0,,7.2,,,,216.01745006032,8.0,,1.0,,1.0,,14.0,24.0,38.0,100.3878389694,30.198114113302,1,1.0,55.0,1.0,1.0,,1.0
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,2.0,8.0,7.0,23.0,30.0,,1.0,10.0,11.0,,,,,,,,1.0,,,0.00443514,,,,0.0,,0.0119,1.0,,,,,,,,,,90.0,,,,,,,,,14.0,0.0,1.0,7.4,4.0,4.0,,57.151436448346,2.0,,,2.0,21.0,,19.0,24.0,43.0,15.048695395138,,0,,57.0,,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,1036269,509416.0,Yasin Ayari,yasin-ayari,M,True,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,0.052021,0.0719,,,0.0,,,,,,1.0,,,,,,,15.0,,,,,,,,,3.0,0.0,,6.7,,,,7.6680375585935,,1.0,,,,,2.0,,2.0,2.1594443052497,,1,,8.0,1.0,,1.0,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,1.0,13.0,5.0,18.0,1.0,2.0,10.0,8.0,1.0,1.0,,2.0,,,6.0,6.0,,,0.262859,0.3546,0.2049,2.0,1.0,,,,,2.0,1.0,,,,,,,89.0,1.0,,,,,,,,10.0,1.0,,7.3,,,2.0,89.750841893127,1.0,2.0,1.0,,3.0,,19.0,6.0,25.0,6.1187907135036,20.395239542599,3,3.0,44.0,1.0,,1.0,3.0
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,False,,,,10.0,2.0,12.0,1.0,,6.0,2.0,1.0,,,1.0,,,5.0,2.0,,1.0,0.779489,0.0433,,2.0,1.0,,,,,,1.0,,,,,,,83.0,,,,,,,,,9.0,0.0,,6.8,,,1.0,42.651401761828,,1.0,,,,,11.0,4.0,15.0,3.5372951620677,,1,,25.0,5.0,2.0,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,1199043,535301.0,Carlos Baleba,carlos-baleba,M,True,,,,3.0,,3.0,,,2.0,,,,,1.0,,,1.0,,,,0.00032834,,,,0.0,,,,,,,,,,,,,14.0,,,,,,,,,,1.0,,6.6,,,,44.008463099712,,,,,,,3.0,,3.0,38.877858649636,37.882603078458,0,,4.0,,,,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,2.0,,,10.0,8.0,18.0,,,13.0,4.0,1.0,1.0,,2.0,,3.0,7.0,3.0,,,0.394749,0.231,0.1554,2.0,0.0,,,,,2.0,3.0,,,,,,,76.0,1.0,,,,,,,,11.0,5.0,,7.2,,,,155.88730738215,,2.0,5.0,,,,13.0,8.0,21.0,98.865831202262,118.06686636391,1,,40.0,1.0,1.0,2.0,
2025-26,14024015,31,36,Brighton_and_Hove_Albion,Home,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,5.0,5.0,10.0,2.0,,6.0,2.0,,1.0,1.0,,,1.0,5.0,,,,0.0298307,1.0614,0.4247,,0.0,,,,,1.0,1.0,,,,,,,75.0,3.0,,,,,,,,5.0,2.0,,6.1,,,,61.148129032264,3.0,2.0,,,,,6.0,5.0,11.0,36.261606625228,23.109189583279,4,,29.0,1.0,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,48480,60307.0,Pascal Groß,pascal-gro,M,False,4.0,,1.0,31.0,20.0,51.0,1.0,2.0,27.0,5.0,,,,3.0,,,6.0,5.0,,,0.195776,,,2.0,1.0,,,,,1.0,3.0,,,,,,,90.0,,,,,,,,,11.0,3.0,,7.5,,,,230.91933379077,1.0,,5.0,,1.0,,36.0,21.0,57.0,127.59644213486,40.896623399691,0,2.0,76.0,4.0,1.0,,2.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,,3.0,,,6.6,,,,,,,1.0,,,,2.0,,2.0,,,0,,3.0,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,301288,109345.0,Solly March,solly-march,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,False,,,4.0,21.0,48.0,69.0,1.0,2.0,30.0,7.0,,,,1.0,,,2.0,4.0,,,0.0180387,,,,0.0,,,,,6.0,1.0,,,,,,,90.0,,,,,,,,,13.0,0.0,,7.4,,,,191.70123480502,9.0,,,,12.0,,29.0,53.0,82.0,62.36461887889,,0,2.0,101.0,,,,2.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,1.0,21.0,20.0,41.0,1.0,,15.0,3.0,,,,2.0,,,3.0,4.0,,,0.025001,0.0173,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,,8.0,3.0,,7.2,,,1.0,140.69620075247,4.0,,,,1.0,,24.0,21.0,45.0,59.577694037987,52.584881887627,1,3.0,67.0,2.0,1.0,,3.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,842513,223434.0,Igor Júlio,igor-julio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,936849,451340.0,Kaoru Mitoma,kaoru-mitoma,M,True,,,,6.0,3.0,9.0,,,6.0,2.0,,,,1.0,,,1.0,2.0,,,0.0624139,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,,3.0,1.0,,6.7,,,,43.833970037063,,,,,1.0,,9.0,3.0,12.0,32.496984146063,12.267054454921,0,2.0,16.0,,,,2.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,946695,463067.0,Georginio Rutter,georginio-rutter,M,True,,,,3.0,,3.0,,,5.0,2.0,,,1.0,,,2.0,2.0,1.0,,,0.00489223,0.0229,,,0.0,,,,,1.0,,,,,,,,15.0,,,,,,,,,6.0,2.0,,6.4,,,,76.931584778042,,,,,,,5.0,,5.0,35.755587188725,53.521021202348,1,1.0,12.0,2.0,,,1.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,3.0,3.0,18.0,21.0,,1.0,9.0,4.0,,,,3.0,,2.0,5.0,9.0,,,0.00096084,0.2521,1.2733,,0.0,2.0,,,,,,,,,,,,90.0,2.0,1.0,,,,,,,15.0,0.0,,9.5,,,,48.511318889286,3.0,2.0,2.0,,5.0,,10.0,18.0,28.0,-4.3560628410709,,2,6.0,55.0,2.0,,2.0,4.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,1.0,,2.0,18.0,34.0,52.0,3.0,1.0,26.0,3.0,,,,,,,4.0,5.0,,,0.105155,,,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,,,10.0,2.0,,7.2,,,,258.71408818692,2.0,,2.0,,7.0,1.0,26.0,35.0,61.0,139.82747026428,55.38122291245,0,2.0,71.0,,2.0,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,5.0,4.0,37.0,41.0,,,10.0,7.0,,,,,,,,,,,0.00136668,,,,0.0,,1.092,1.0,,,,,,,,,,90.0,,,,,,,,,5.0,0.0,,8.8,4.0,4.0,,59.851518202329,,,,,10.0,,9.0,37.0,46.0,25.154484605755,,0,,52.0,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,1.0,13.0,23.0,36.0,1.0,,19.0,9.0,,,,,,,3.0,8.0,,,0.0201951,,,1.0,1.0,,,,,,2.0,,,,,,,90.0,,1.0,,,,,,,11.0,0.0,,7.5,,,,141.17949270125,3.0,4.0,,,3.0,,19.0,27.0,46.0,62.408492043881,,0,4.0,61.0,,1.0,3.0,2.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,1065588,514254.0,Diego Gómez,diego-gomez,M,False,1.0,,,12.0,11.0,23.0,,1.0,8.0,8.0,,,,1.0,,,3.0,5.0,,,0.110754,0.036,,2.0,0.0,,,,,1.0,,,,,,,,88.0,,,,,,,,,10.0,0.0,,7.2,,,1.0,73.797317647872,,,1.0,,2.0,,17.0,11.0,28.0,35.284840312183,,1,3.0,45.0,5.0,1.0,,1.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,False,,,,14.0,3.0,17.0,1.0,1.0,5.0,5.0,,,,,,,2.0,4.0,,,0.324609,0.4503,0.8045,1.0,0.0,,,,,1.0,1.0,,,,,,,75.0,1.0,,,,,,,,5.0,1.0,,7.2,,,1.0,35.58315066464,1.0,1.0,,,,,16.0,3.0,19.0,23.322051188866,8.7374815593511,2,2.0,34.0,3.0,,1.0,1.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,1199043,535301.0,Carlos Baleba,carlos-baleba,M,True,,,1.0,2.0,6.0,8.0,,,1.0,1.0,,,,,,,,,,,0.00255371,,,,0.0,,,,,1.0,,,,,,,,15.0,,,,,,,,,1.0,0.0,,6.8,,,,10.132773016307,,,,,2.0,,2.0,7.0,9.0,8.8051078629966,,0,,11.0,,,,
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,2.0,,1.0,12.0,4.0,16.0,2.0,1.0,18.0,3.0,1.0,,2.0,1.0,,2.0,9.0,5.0,,,0.200641,0.0933,,4.0,0.0,,,,,2.0,3.0,,,,,,,80.0,,,,,,,,,19.0,3.0,,6.3,,,,217.29631409969,,2.0,5.0,,2.0,,19.0,7.0,26.0,100.97919578324,63.306403166839,2,2.0,48.0,1.0,1.0,1.0,1.0
2025-26,14024002,32,36,Brighton_and_Hove_Albion,Away,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025042,33,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025042,33,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,6.0,2.0,8.0,2.0,,1.0,1.0,,1.0,1.0,,,1.0,3.0,,,,0.00669861,0.2092,0.1747,,0.0,,,,,,,,,,,,,75.0,1.0,,,,,,,,4.0,0.0,,6.2,,,,3.7825336746683,2.0,,,,,,9.0,2.0,11.0,-3.3791803038749,,2,,16.0,,,,
2025-26,14025042,33,36,Brighton_and_Hove_Albion,Away,48480,60307.0,Pascal Groß,pascal-gro,M,False,4.0,,,36.0,27.0,63.0,1.0,1.0,25.0,4.0,1.0,,,2.0,,1.0,4.0,3.0,,,0.31379,,,,1.0,,,,,1.0,4.0,,,,,,,90.0,,,,,,,,,10.0,1.0,,6.9,,,,192.0067793302,,,7.0,,1.0,,40.0,28.0,68.0,87.651358619012,18.201970882297,0,2.0,81.0,1.0,,,2.0
2025-26,14025042,33,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025042,33,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,False,1.0,,2.0,28.0,37.0,65.0,,4.0,26.0,7.0,,,,1.0,,,1.0,6.0,,,0.0384725,,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,,11.0,0.0,,7.1,,,,155.30543443319,6.0,,1.0,,8.0,,37.0,39.0,76.0,76.094705835744,,0,,90.0,,2.0,,
2025-26,14025042,33,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,,12.0,12.0,24.0,,2.0,8.0,2.0,,1.0,,5.0,,1.0,7.0,2.0,,,0.0106216,0.1361,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,,12.0,0.0,,5.7,,,1.0,42.247209025168,5.0,,2.0,,,,15.0,15.0,30.0,16.557740944296,,1,,52.0,2.0,,,
2025-26,14025042,33,36,Brighton_and_Hove_Albion,Away,842513,223434.0,Igor Júlio,igor-julio,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
