season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,ownGoals_h,ownGoals_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2019-20,1059989,29,2020-03-07 15:00:00,"Bramall Lane, Sheffield",31379.0,Sheff Utd,Norwich,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,10.0,12.0,4.0,5.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,,,3.0,,2.0,1.0,,6.0,7.0,4.0,5.0,39.0,25.0,65.0,48.0,359.0,519.0,267.0,422.0,41.8,58.2,33.0,18.0,14.0,18.0,10.0,11.0,13.0,8.0,31.0,27.0,31.0,27.0,14.0,14.0,4.0,3.0,,,,,10.0,12.0,10.0,13.0,156.0,156.0,4.0,2.0,,1.0,1.0,,53.0,63.0,63.0,53.0,20.0,23.0,23.0,20.0,10.0,5.0,10.0,5.0,,1.0,12.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,,,
2019-20,1059990,29,2020-03-07 15:00:00,"St. Mary's Stadium, Southampton",30096.0,Southampton,Newcastle,0,1,1,0,L,W,0,0,0,0,1,0,0,1,,1.0,6.0,14.0,3.0,7.0,1.0,3.0,2.0,4.0,,3.0,,,,6.0,,,,,5.0,9.0,4.0,6.0,23.0,25.0,64.0,58.0,298.0,500.0,205.0,403.0,38.0,62.0,11.0,28.0,19.0,15.0,11.0,7.0,10.0,7.0,18.0,18.0,18.0,18.0,20.0,22.0,4.0,2.0,,,1.0,,15.0,11.0,11.0,6.0,158.0,161.0,6.0,3.0,1.0,,,1.0,61.0,56.0,56.0,61.0,19.0,14.0,14.0,19.0,5.0,8.0,5.0,8.0,1.0,,14.0,15.0,13.0,13.0,0.0,0.0,0.0,0.0,,1.0,,,,2.0,,,,,,,,,,
2019-20,1059991,29,2020-03-07 15:00:00,"Molineux Stadium, Wolverhampton",31490.0,Wolves,Brighton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,11.0,7.0,1.0,1.0,7.0,4.0,3.0,2.0,,,,,1.0,,,,,,7.0,6.0,3.0,2.0,19.0,20.0,49.0,71.0,458.0,606.0,343.0,500.0,43.1,56.9,19.0,15.0,22.0,23.0,17.0,13.0,8.0,11.0,14.0,21.0,14.0,21.0,23.0,25.0,2.0,3.0,,,,,10.0,16.0,11.0,9.0,170.0,158.0,1.0,1.0,,,1.0,1.0,65.0,57.0,57.0,65.0,20.0,20.0,20.0,20.0,2.0,,2.0,,,,4.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2019-20,1059992,30,2020-06-20 19:45:00,"Vitality Stadium, Bournemouth",,Bournemouth,Crystal Palace,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,12.0,7.0,1.0,2.0,7.0,4.0,4.0,1.0,,1.0,,1.0,,,,,,1.0,11.0,5.0,4.0,2.0,30.0,12.0,58.0,46.0,494.0,350.0,412.0,268.0,58.7,41.3,25.0,15.0,18.0,26.0,10.0,10.0,7.0,13.0,8.0,20.0,8.0,20.0,20.0,21.0,1.0,4.0,,,,,9.0,13.0,9.0,13.0,143.0,132.0,,1.0,2.0,,,1.0,65.0,69.0,69.0,65.0,19.0,23.0,23.0,19.0,11.0,4.0,11.0,4.0,,1.0,13.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,,,,,,,,,
2019-20,1059993,30,2020-06-21 16:15:00,"Villa Park, Birmingham",,Aston Villa,Chelsea,1,2,2,1,L,W,1,0,0,1,0,0,0,0,1.0,2.0,8.0,19.0,4.0,5.0,3.0,7.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,,,,,2.0,5.0,15.0,3.0,10.0,19.0,51.0,52.0,85.0,246.0,692.0,158.0,593.0,26.0,74.0,7.0,36.0,8.0,7.0,3.0,4.0,17.0,8.0,31.0,11.0,31.0,11.0,10.0,14.0,7.0,1.0,,,,,5.0,2.0,6.0,5.0,118.0,147.0,3.0,3.0,2.0,1.0,,,52.0,47.0,47.0,52.0,26.0,26.0,26.0,26.0,2.0,10.0,2.0,10.0,4.0,,9.0,17.0,17.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2019-20,1059994,30,2020-06-20 15:00:00,"American Express Stadium, Falmer",,Brighton,Arsenal,2,1,1,2,W,L,0,0,0,0,0,0,0,0,2.0,1.0,9.0,13.0,5.0,6.0,2.0,3.0,2.0,4.0,1.0,,1.0,,,,,1.0,1.0,1.0,6.0,8.0,5.0,7.0,32.0,28.0,36.0,46.0,325.0,476.0,261.0,423.0,41.3,58.7,17.0,17.0,22.0,8.0,15.0,4.0,8.0,4.0,23.0,25.0,23.0,25.0,17.0,18.0,4.0,2.0,1.0,,,,8.0,6.0,5.0,10.0,108.0,115.0,5.0,3.0,1.0,2.0,,,43.0,39.0,39.0,43.0,7.0,11.0,11.0,7.0,10.0,7.0,10.0,8.0,,1.0,13.0,8.0,8.0,13.0,0.0,0.0,0.0,0.0,,,,,,4.0,,,,,,,,,,
2019-20,1059995,30,2020-06-21 19:00:00,"Goodison Park, Liverpool",,Everton,Liverpool,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,8.0,10.0,3.0,3.0,3.0,4.0,2.0,3.0,,,,,1.0,,1.0,,,,6.0,7.0,3.0,3.0,9.0,33.0,35.0,75.0,256.0,594.0,172.0,505.0,29.9,70.1,10.0,26.0,20.0,16.0,14.0,12.0,11.0,10.0,26.0,3.0,26.0,3.0,15.0,17.0,3.0,2.0,,,,,7.0,7.0,10.0,15.0,117.0,146.0,3.0,3.0,,,1.0,1.0,59.0,62.0,62.0,59.0,22.0,29.0,29.0,22.0,1.0,6.0,1.0,6.0,1.0,1.0,15.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2019-20,1059996,30,2020-06-22 20:00:00,"Etihad Stadium, Manchester",,Man City,Burnley,5,0,0,5,W,L,3,0,0,3,0,0,0,0,5.0,,19.0,1.0,7.0,,7.0,1.0,5.0,,3.0,,3.0,,1.0,,,,4.0,,17.0,,10.0,,27.0,13.0,74.0,49.0,816.0,322.0,746.0,246.0,71.7,28.3,29.0,3.0,12.0,11.0,8.0,7.0,2.0,9.0,8.0,12.0,8.0,12.0,10.0,10.0,,4.0,,,,,8.0,9.0,4.0,6.0,97.0,107.0,,2.0,,5.0,1.0,,46.0,37.0,37.0,46.0,18.0,11.0,11.0,18.0,3.0,1.0,3.0,1.0,,,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,
2019-20,1059997,30,2020-06-21 14:00:00,"St. James' Park, Newcastle",,Newcastle,Sheff Utd,3,0,0,3,W,L,0,0,0,0,0,1,1,0,3.0,,12.0,7.0,8.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,,2.0,1.0,,,3.0,,10.0,7.0,9.0,4.0,19.0,23.0,45.0,75.0,442.0,509.0,361.0,424.0,46.0,54.0,20.0,13.0,11.0,16.0,7.0,9.0,6.0,4.0,12.0,12.0,12.0,12.0,15.0,21.0,2.0,2.0,,,,1.0,6.0,9.0,9.0,3.0,131.0,131.0,1.0,5.0,,3.0,1.0,,50.0,53.0,53.0,50.0,20.0,22.0,22.0,20.0,2.0,4.0,2.0,4.0,,,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059998,30,2020-06-19 18:00:00,"Carrow Road, Norwich",,Norwich,Southampton,0,3,3,0,L,W,0,0,0,0,0,0,0,0,,3.0,9.0,22.0,1.0,9.0,3.0,6.0,5.0,7.0,1.0,1.0,,,1.0,2.0,,1.0,,3.0,8.0,16.0,5.0,12.0,21.0,24.0,47.0,66.0,406.0,333.0,289.0,230.0,55.0,45.0,14.0,33.0,19.0,24.0,10.0,12.0,5.0,17.0,15.0,16.0,15.0,16.0,20.0,22.0,8.0,5.0,,,,,18.0,10.0,12.0,7.0,177.0,166.0,6.0,1.0,3.0,,,1.0,56.0,72.0,72.0,56.0,13.0,23.0,23.0,13.0,9.0,7.0,9.0,7.0,1.0,,9.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2019-20,1059999,30,2020-06-19 20:15:00,"Tottenham Hotspur Stadium, London",,Spurs,Man Utd,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,10.0,12.0,3.0,6.0,3.0,4.0,4.0,2.0,,1.0,,1.0,,2.0,,,1.0,,6.0,10.0,5.0,6.0,20.0,34.0,46.0,68.0,365.0,586.0,273.0,485.0,38.8,61.2,11.0,24.0,14.0,16.0,9.0,8.0,12.0,15.0,30.0,18.0,30.0,18.0,16.0,15.0,2.0,3.0,1.0,,,,14.0,10.0,5.0,9.0,146.0,152.0,6.0,2.0,1.0,1.0,,,56.0,66.0,66.0,56.0,14.0,19.0,19.0,14.0,7.0,6.0,7.0,6.0,,,17.0,18.0,18.0,17.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,3.0,,,,,,,,,,
2019-20,1060000,30,2020-06-20 12:30:00,"Vicarage Road, Watford",,Watford,Leicester,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,8.0,15.0,4.0,2.0,3.0,7.0,1.0,6.0,3.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,6.0,12.0,5.0,7.0,34.0,27.0,58.0,81.0,254.0,555.0,159.0,452.0,31.7,68.3,29.0,16.0,13.0,27.0,9.0,17.0,10.0,4.0,22.0,25.0,22.0,25.0,22.0,22.0,6.0,1.0,,1.0,,,5.0,5.0,13.0,7.0,162.0,159.0,1.0,3.0,1.0,1.0,,,51.0,68.0,68.0,51.0,22.0,21.0,21.0,22.0,2.0,7.0,2.0,7.0,2.0,1.0,15.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0,,,,,,3.0,,,,,,,,,,
2019-20,1060001,30,2020-06-20 17:30:00,"London Stadium, London",,West Ham,Wolves,0,2,2,0,L,W,0,0,0,0,0,0,0,0,,2.0,7.0,10.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,1.0,,1.0,1.0,,,,,2.0,6.0,9.0,4.0,8.0,28.0,28.0,50.0,55.0,357.0,506.0,272.0,414.0,42.2,57.8,11.0,25.0,15.0,18.0,9.0,11.0,7.0,10.0,16.0,18.0,16.0,18.0,20.0,18.0,3.0,3.0,,,,,13.0,9.0,13.0,5.0,141.0,138.0,4.0,2.0,2.0,,,1.0,50.0,60.0,60.0,50.0,19.0,24.0,24.0,19.0,5.0,7.0,5.0,7.0,,,8.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2019-20,1060002,31,2020-06-25 18:00:00,"Turf Moor, Burnley",,Burnley,Watford,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,9.0,10.0,5.0,4.0,4.0,6.0,,,2.0,,,,3.0,,1.0,,1.0,,7.0,6.0,4.0,3.0,28.0,47.0,83.0,70.0,424.0,329.0,298.0,203.0,55.2,44.8,15.0,12.0,11.0,16.0,8.0,9.0,10.0,4.0,36.0,13.0,36.0,13.0,11.0,12.0,1.0,1.0,1.0,,,,4.0,4.0,8.0,8.0,164.0,188.0,3.0,3.0,,1.0,1.0,,69.0,72.0,72.0,69.0,41.0,40.0,40.0,41.0,1.0,7.0,1.0,7.0,1.0,1.0,13.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,,,
2019-20,1060003,31,2020-06-25 20:15:00,"Stamford Bridge, London",,Chelsea,Man City,2,1,1,2,W,L,1,0,0,1,0,1,1,0,2.0,1.0,15.0,11.0,10.0,2.0,3.0,6.0,2.0,3.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,,6.0,10.0,6.0,4.0,11.0,36.0,23.0,99.0,382.0,713.0,316.0,650.0,35.3,64.7,31.0,28.0,13.0,7.0,6.0,5.0,8.0,5.0,20.0,8.0,20.0,8.0,15.0,15.0,3.0,4.0,,1.0,,1.0,10.0,10.0,5.0,8.0,95.0,114.0,1.0,5.0,1.0,2.0,,,36.0,35.0,35.0,36.0,11.0,5.0,5.0,11.0,5.0,7.0,5.0,7.0,,3.0,13.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,1.0,,,,,,,,,,
2019-20,1060004,31,2020-06-23 18:00:00,"King Power Stadium, Leicester",,Leicester,Brighton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,11.0,10.0,2.0,2.0,7.0,3.0,2.0,5.0,,,,,,1.0,,,,,8.0,6.0,3.0,4.0,32.0,16.0,69.0,44.0,588.0,294.0,506.0,211.0,66.4,33.6,26.0,8.0,16.0,21.0,9.0,14.0,9.0,10.0,20.0,25.0,20.0,25.0,18.0,16.0,5.0,2.0,,,,,11.0,8.0,15.0,11.0,143.0,142.0,2.0,2.0,,,1.0,1.0,54.0,62.0,62.0,54.0,18.0,20.0,20.0,18.0,6.0,7.0,6.0,7.0,4.0,,10.0,13.0,12.0,10.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,
2019-20,1060005,31,2020-06-24 20:15:00,"Anfield, Liverpool",,Liverpool,Crystal Palace,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,21.0,3.0,7.0,,10.0,3.0,4.0,,3.0,,2.0,,1.0,,1.0,,3.0,,11.0,2.0,5.0,,46.0,2.0,112.0,26.0,886.0,330.0,789.0,235.0,73.3,26.7,44.0,,17.0,20.0,10.0,13.0,15.0,16.0,1.0,37.0,1.0,37.0,17.0,14.0,,4.0,1.0,1.0,,,10.0,7.0,11.0,13.0,154.0,127.0,,3.0,,4.0,1.0,,45.0,48.0,48.0,45.0,17.0,11.0,11.0,17.0,6.0,,6.0,,2.0,,7.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2019-20,1060006,31,2020-06-24 18:00:00,"Old Trafford, Manchester",,Man Utd,Sheff Utd,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,15.0,4.0,6.0,1.0,5.0,1.0,4.0,2.0,4.0,,3.0,,1.0,,,,3.0,,12.0,4.0,7.0,3.0,33.0,22.0,60.0,47.0,748.0,338.0,681.0,279.0,68.2,31.8,34.0,6.0,7.0,15.0,3.0,5.0,8.0,15.0,18.0,18.0,18.0,18.0,11.0,10.0,2.0,4.0,,,,,4.0,16.0,7.0,5.0,107.0,94.0,1.0,3.0,,3.0,1.0,,45.0,37.0,37.0,45.0,16.0,8.0,8.0,16.0,10.0,5.0,10.0,5.0,,,10.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2019-20,1060007,31,2020-06-24 18:00:00,"St. James' Park, Newcastle",,Newcastle,Aston Villa,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,13.0,14.0,3.0,2.0,4.0,7.0,6.0,5.0,1.0,2.0,1.0,,,2.0,,,1.0,1.0,12.0,13.0,9.0,6.0,22.0,45.0,54.0,74.0,416.0,369.0,320.0,285.0,52.1,47.9,14.0,17.0,6.0,5.0,4.0,2.0,5.0,12.0,32.0,18.0,32.0,18.0,8.0,7.0,5.0,6.0,,,1.0,,5.0,13.0,1.0,4.0,139.0,135.0,1.0,2.0,1.0,1.0,,,54.0,52.0,52.0,54.0,22.0,29.0,29.0,22.0,6.0,9.0,6.0,9.0,2.0,1.0,15.0,13.0,13.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,
2019-20,1060008,31,2020-06-24 18:00:00,"Carrow Road, Norwich",,Norwich,Everton,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,9.0,12.0,1.0,5.0,2.0,3.0,6.0,4.0,,,,,,,1.0,,,1.0,6.0,10.0,4.0,8.0,31.0,30.0,62.0,51.0,432.0,495.0,345.0,396.0,46.6,53.4,17.0,18.0,15.0,20.0,5.0,15.0,9.0,11.0,24.0,22.0,24.0,22.0,15.0,14.0,4.0,6.0,,,,,11.0,9.0,11.0,10.0,139.0,146.0,4.0,1.0,1.0,,,1.0,51.0,63.0,63.0,51.0,15.0,26.0,26.0,15.0,6.0,5.0,6.0,5.0,,,8.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2019-20,1060009,31,2020-06-25 18:00:00,"St. Mary's Stadium, Southampton",,Southampton,Arsenal,0,2,2,0,L,W,0,1,1,0,1,0,0,1,,2.0,12.0,10.0,3.0,5.0,7.0,3.0,2.0,2.0,,1.0,,2.0,,1.0,,1.0,,,8.0,5.0,3.0,2.0,29.0,13.0,67.0,33.0,435.0,398.0,345.0,304.0,52.6,47.4,20.0,17.0,17.0,10.0,10.0,2.0,12.0,15.0,8.0,19.0,8.0,19.0,17.0,17.0,2.0,2.0,,,1.0,,8.0,9.0,4.0,13.0,137.0,131.0,3.0,3.0,2.0,,,1.0,53.0,44.0,44.0,53.0,13.0,16.0,16.0,13.0,4.0,6.0,4.0,6.0,1.0,2.0,10.0,14.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2019-20,1060010,31,2020-06-23 20:15:00,"Tottenham Hotspur Stadium, London",,Spurs,West Ham,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,15.0,10.0,4.0,2.0,11.0,7.0,,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,12.0,10.0,3.0,3.0,33.0,20.0,75.0,71.0,662.0,361.0,571.0,266.0,64.5,35.5,24.0,13.0,9.0,21.0,4.0,11.0,8.0,12.0,10.0,24.0,10.0,24.0,15.0,15.0,1.0,,,1.0,,,9.0,13.0,13.0,4.0,142.0,131.0,2.0,3.0,,2.0,1.0,,51.0,63.0,63.0,51.0,22.0,23.0,23.0,22.0,9.0,4.0,9.0,4.0,,2.0,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,1.0,,,,,,,,
2019-20,1060011,31,2020-06-24 18:00:00,"Molineux Stadium, Wolverhampton",,Wolves,Bournemouth,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,10.0,4.0,2.0,,7.0,2.0,1.0,2.0,1.0,,,,1.0,,,,1.0,,6.0,3.0,3.0,2.0,28.0,23.0,50.0,66.0,425.0,347.0,353.0,264.0,55.1,44.9,14.0,7.0,14.0,17.0,8.0,12.0,10.0,6.0,24.0,15.0,24.0,15.0,23.0,23.0,2.0,1.0,,,,,12.0,8.0,11.0,5.0,124.0,134.0,,1.0,,1.0,1.0,,50.0,60.0,60.0,50.0,18.0,21.0,21.0,18.0,6.0,4.0,6.0,4.0,1.0,1.0,11.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2019-20,1060012,32,2020-07-01 18:00:00,"Vitality Stadium, Bournemouth",,Bournemouth,Newcastle,1,4,4,1,L,W,0,2,2,0,0,0,0,0,1.0,4.0,12.0,12.0,1.0,7.0,6.0,4.0,5.0,1.0,1.0,3.0,,3.0,1.0,1.0,2.0,1.0,1.0,4.0,10.0,9.0,5.0,6.0,28.0,21.0,67.0,66.0,493.0,420.0,410.0,333.0,54.9,45.1,25.0,21.0,16.0,16.0,8.0,11.0,8.0,16.0,7.0,13.0,7.0,13.0,7.0,8.0,1.0,5.0,,,,,10.0,11.0,8.0,7.0,131.0,127.0,3.0,,4.0,1.0,,,58.0,59.0,59.0,58.0,21.0,22.0,22.0,21.0,6.0,3.0,6.0,3.0,4.0,,11.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2019-20,1060013,32,2020-07-01 18:00:00,"Emirates Stadium, London",,Arsenal,Norwich,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,13.0,8.0,8.0,2.0,4.0,3.0,1.0,3.0,2.0,,3.0,,1.0,,,1.0,1.0,,7.0,6.0,5.0,3.0,35.0,9.0,49.0,34.0,468.0,445.0,400.0,354.0,51.6,48.4,26.0,4.0,12.0,19.0,8.0,15.0,13.0,4.0,11.0,18.0,11.0,18.0,19.0,18.0,2.0,1.0,,,,2.0,9.0,7.0,14.0,9.0,121.0,126.0,2.0,4.0,,4.0,1.0,,47.0,45.0,45.0,47.0,19.0,7.0,7.0,19.0,6.0,2.0,6.0,2.0,,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,2.0,,,,,,,,,,
2019-20,1060014,32,2020-06-27 12:30:00,"Villa Park, Birmingham",,Aston Villa,Wolves,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,11.0,9.0,1.0,2.0,8.0,6.0,2.0,1.0,,,,,,1.0,,,,1.0,9.0,7.0,3.0,3.0,24.0,15.0,71.0,45.0,423.0,464.0,345.0,373.0,48.0,52.0,14.0,15.0,8.0,10.0,2.0,6.0,11.0,7.0,9.0,9.0,9.0,9.0,12.0,14.0,1.0,2.0,1.0,,,,8.0,9.0,5.0,5.0,113.0,129.0,1.0,1.0,1.0,,,1.0,50.0,60.0,60.0,50.0,21.0,26.0,26.0,21.0,2.0,2.0,2.0,2.0,3.0,2.0,16.0,16.0,13.0,16.0,0.0,0.0,0.0,0.0,,,,,,2.0,,,,,,,,,,
2019-20,1060015,32,2020-06-30 20:15:00,"American Express Stadium, Falmer",,Brighton,Man Utd,0,3,3,0,L,W,0,2,2,0,0,0,0,0,,3.0,8.0,12.0,2.0,6.0,5.0,4.0,1.0,2.0,,1.0,,1.0,,,,1.0,,3.0,4.0,9.0,1.0,6.0,22.0,20.0,37.0,58.0,375.0,629.0,305.0,555.0,38.0,62.0,12.0,25.0,13.0,16.0,9.0,12.0,10.0,5.0,13.0,12.0,13.0,12.0,19.0,19.0,2.0,1.0,,,,,8.0,7.0,9.0,7.0,113.0,109.0,3.0,2.0,3.0,,,1.0,35.0,38.0,38.0,35.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,1.0,,10.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,
2019-20,1060016,32,2020-06-29 20:00:00,"Selhurst Park, London",,Crystal Palace,Burnley,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,17.0,8.0,4.0,4.0,6.0,3.0,7.0,1.0,,,,,1.0,,,,,1.0,6.0,5.0,4.0,3.0,38.0,21.0,62.0,59.0,479.0,354.0,389.0,272.0,58.4,41.6,34.0,9.0,13.0,16.0,10.0,12.0,7.0,9.0,13.0,35.0,13.0,35.0,20.0,20.0,1.0,7.0,1.0,,,,9.0,7.0,10.0,5.0,149.0,123.0,3.0,4.0,1.0,,,1.0,45.0,56.0,56.0,45.0,13.0,19.0,19.0,13.0,9.0,1.0,9.0,1.0,1.0,2.0,12.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2019-20,1060017,32,2020-07-01 18:00:00,"Goodison Park, Liverpool",,Everton,Leicester,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,7.0,15.0,2.0,3.0,2.0,6.0,3.0,6.0,,1.0,1.0,1.0,,1.0,,,1.0,,5.0,12.0,3.0,7.0,16.0,41.0,59.0,65.0,331.0,596.0,244.0,521.0,34.9,65.1,9.0,29.0,20.0,15.0,9.0,10.0,9.0,6.0,34.0,9.0,34.0,9.0,12.0,15.0,6.0,3.0,,,,,17.0,13.0,11.0,9.0,124.0,141.0,2.0,,1.0,2.0,,,74.0,65.0,65.0,74.0,32.0,21.0,21.0,32.0,3.0,5.0,3.0,5.0,,,13.0,10.0,9.0,13.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,1.0,,,,,,,,,,
2019-20,1060018,32,2020-07-02 20:15:00,"Etihad Stadium, Manchester",,Man City,Liverpool,4,0,0,4,W,L,3,0,0,3,0,0,0,0,4.0,,14.0,11.0,6.0,3.0,6.0,2.0,2.0,6.0,3.0,2.0,2.0,,2.0,3.0,,1.0,2.0,,11.0,10.0,5.0,7.0,17.0,33.0,40.0,54.0,490.0,551.0,412.0,475.0,47.0,53.0,22.0,26.0,10.0,13.0,7.0,8.0,8.0,15.0,19.0,8.0,19.0,8.0,11.0,13.0,5.0,3.0,2.0,1.0,,,5.0,9.0,9.0,6.0,120.0,125.0,3.0,2.0,,4.0,1.0,,36.0,36.0,36.0,36.0,10.0,11.0,11.0,10.0,3.0,3.0,3.0,3.0,,,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,,1.0,,3.0,2.0,,1.0,,,,,,,,
2019-20,1060019,32,2020-07-02 18:00:00,"Bramall Lane, Sheffield",,Sheff Utd,Spurs,3,1,1,3,W,L,1,0,0,1,0,0,0,0,3.0,1.0,7.0,9.0,5.0,2.0,2.0,5.0,,2.0,2.0,1.0,2.0,1.0,,,,,3.0,1.0,7.0,7.0,5.0,3.0,27.0,44.0,61.0,55.0,312.0,637.0,210.0,543.0,32.5,67.5,22.0,31.0,18.0,14.0,12.0,11.0,16.0,15.0,28.0,10.0,28.0,10.0,17.0,19.0,2.0,,,,,,9.0,8.0,9.0,15.0,146.0,162.0,1.0,2.0,1.0,3.0,,,61.0,54.0,54.0,61.0,24.0,19.0,19.0,24.0,1.0,6.0,1.0,6.0,,,13.0,13.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
