season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,expectedGoals_h,expectedGoals_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,expectedAssists_h,expectedAssists_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,touchesInOppBox_h,touchesInOppBox_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a
2021-22,2210562,30,2022-04-21 19:45:00,"Turf Moor, Burnley",17384.0,Burnley,Southampton,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,16.0,11.0,6.0,3.0,4.0,4.0,6.0,4.0,,,4.0,2.0,,,5.0,2.0,1.0,,,,2.0,,13.0,9.0,9.0,6.0,22.0,34.0,49.0,63.0,354.0,479.0,244.0,396.0,43.0,57.0,30.0,17.0,15.0,15.0,8.0,9.0,6.0,12.0,24.0,23.0,24.0,23.0,23.0,18.0,4.0,5.0,1.0,,,,7.0,10.0,10.0,7.0,154.0,141.0,4.0,4.0,,2.0,,,1.0,,,,48.0,41.0,41.0,48.0,16.0,12.0,12.0,16.0,10.0,10.0,10.0,10.0,,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2021-22,2210563,30,2022-03-20 14:00:00,"King Power Stadium, Leicester",31830.0,Leicester,Brentford,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,12.0,15.0,4.0,6.0,6.0,3.0,2.0,6.0,,,3.0,2.0,,,3.0,2.0,,,,,1.0,1.0,9.0,11.0,4.0,9.0,18.0,37.0,46.0,59.0,514.0,452.0,441.0,372.0,52.8,47.2,17.0,35.0,14.0,8.0,8.0,3.0,10.0,11.0,24.0,9.0,24.0,9.0,22.0,22.0,6.0,2.0,,,,,11.0,9.0,4.0,9.0,116.0,134.0,5.0,2.0,1.0,2.0,,,,,,,48.0,46.0,46.0,48.0,15.0,17.0,17.0,15.0,2.0,5.0,2.0,5.0,2.0,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2021-22,2210564,30,2022-04-19 20:00:00,"Anfield, Liverpool",52686.0,Liverpool,Man Utd,4,0,0,4,W,L,2,0,0,2,0,0,0,0,4.0,,14.0,2.0,5.0,1.0,6.0,,3.0,1.0,,,4.0,,2.0,,2.0,,,,,,4.0,,13.0,2.0,8.0,2.0,35.0,11.0,89.0,42.0,897.0,354.0,818.0,260.0,71.6,28.4,36.0,9.0,15.0,22.0,11.0,14.0,10.0,16.0,6.0,16.0,6.0,16.0,19.0,20.0,1.0,3.0,,,,,7.0,7.0,16.0,11.0,136.0,134.0,1.0,1.0,,4.0,,,1.0,,,,39.0,41.0,41.0,39.0,11.0,9.0,9.0,11.0,9.0,2.0,10.0,2.0,,,3.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
2021-22,2210565,30,2022-04-20 20:00:00,"Etihad Stadium, Manchester",52226.0,Man City,Brighton,3,0,0,3,W,L,0,0,0,0,0,0,0,0,3.0,,17.0,2.0,5.0,1.0,4.0,1.0,8.0,,,,,,1.0,,,,,,,,2.0,,13.0,1.0,10.0,1.0,36.0,19.0,80.0,47.0,667.0,353.0,586.0,260.0,65.1,34.9,33.0,7.0,16.0,20.0,11.0,10.0,11.0,5.0,14.0,15.0,14.0,15.0,18.0,18.0,,8.0,,1.0,,,7.0,4.0,10.0,6.0,132.0,141.0,1.0,2.0,,3.0,,,1.0,,,,41.0,50.0,50.0,41.0,14.0,11.0,11.0,14.0,7.0,4.0,7.0,4.0,,,12.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210566,30,2022-04-20 19:45:00,"St. James' Park, Newcastle",51938.0,Newcastle,Crystal Palace,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,13.0,10.0,4.0,2.0,3.0,6.0,6.0,2.0,,,,,,,,,,,,,1.0,,8.0,8.0,6.0,3.0,19.0,25.0,49.0,53.0,347.0,589.0,261.0,490.0,36.3,63.7,17.0,17.0,18.0,20.0,12.0,10.0,14.0,7.0,22.0,14.0,22.0,14.0,17.0,18.0,2.0,6.0,1.0,,,,5.0,14.0,9.0,9.0,142.0,152.0,2.0,3.0,,1.0,,,1.0,,,,65.0,57.0,57.0,65.0,21.0,20.0,20.0,21.0,2.0,5.0,2.0,5.0,3.0,,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,
2021-22,2210567,30,2022-03-10 19:30:00,"Carrow Road, Norwich",26722.0,Norwich,Chelsea,1,3,3,1,L,W,0,2,2,0,0,0,0,0,1.0,3.0,8.0,15.0,3.0,7.0,4.0,5.0,1.0,3.0,,,,3.0,1.0,1.0,,2.0,,,,,,3.0,4.0,11.0,2.0,9.0,17.0,27.0,37.0,59.0,353.0,712.0,292.0,653.0,33.7,66.3,14.0,36.0,16.0,15.0,9.0,10.0,11.0,11.0,12.0,17.0,12.0,17.0,13.0,14.0,3.0,1.0,,,,,10.0,5.0,11.0,7.0,102.0,99.0,4.0,2.0,3.0,1.0,,,,,,,38.0,44.0,44.0,38.0,4.0,11.0,11.0,4.0,3.0,8.0,3.0,8.0,1.0,,8.0,15.0,13.0,8.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,1.0,,
2021-22,2210568,30,2022-03-20 16:30:00,"Tottenham Hotspur Stadium, London",58685.0,Spurs,West Ham,3,1,1,3,W,L,2,1,1,2,0,0,0,0,3.0,1.0,17.0,6.0,4.0,1.0,8.0,5.0,5.0,,,,4.0,1.0,1.0,1.0,3.0,,1.0,,,,2.0,1.0,14.0,4.0,7.0,1.0,24.0,17.0,53.0,49.0,604.0,544.0,546.0,483.0,52.7,47.3,21.0,12.0,13.0,6.0,9.0,3.0,7.0,6.0,8.0,19.0,8.0,19.0,9.0,9.0,,5.0,,,,,8.0,7.0,5.0,6.0,93.0,101.0,,2.0,1.0,3.0,,,,,,1.0,36.0,28.0,28.0,36.0,9.0,7.0,7.0,9.0,5.0,3.0,5.0,3.0,2.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,1.0,,,
2021-22,2210569,30,2022-05-11 19:45:00,"Vicarage Road, Watford",20653.0,Watford,Everton,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,6.0,16.0,,5.0,5.0,4.0,1.0,7.0,,,,,,,,,,,,,,,2.0,11.0,,8.0,17.0,36.0,51.0,61.0,470.0,488.0,385.0,386.0,48.2,51.8,9.0,35.0,15.0,25.0,10.0,17.0,12.0,11.0,19.0,12.0,19.0,12.0,14.0,16.0,7.0,1.0,,,,,10.0,17.0,14.0,8.0,141.0,151.0,5.0,,,,,,1.0,1.0,,,65.0,65.0,65.0,65.0,21.0,26.0,26.0,21.0,1.0,13.0,1.0,13.0,5.0,,5.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210570,30,2022-03-18 20:00:00,"Molineux Stadium, Wolverhampton",31842.0,Wolves,Leeds,2,3,3,2,L,W,2,0,0,2,1,0,0,1,2.0,3.0,14.0,15.0,8.0,6.0,4.0,7.0,2.0,2.0,,,2.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,,,2.0,1.0,12.0,9.0,8.0,3.0,21.0,26.0,46.0,56.0,414.0,448.0,333.0,360.0,47.8,52.2,26.0,28.0,15.0,26.0,9.0,17.0,8.0,7.0,14.0,16.0,14.0,16.0,20.0,21.0,3.0,2.0,2.0,,1.0,,9.0,14.0,9.0,8.0,139.0,134.0,2.0,6.0,3.0,2.0,,,,,,,53.0,62.0,62.0,53.0,10.0,14.0,14.0,10.0,2.0,5.0,2.0,5.0,3.0,1.0,13.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,
2021-22,2210571,31,2022-04-02 15:00:00,"American Express Stadium, Falmer",31245.0,Brighton,Norwich,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,31.0,6.0,4.0,,18.0,3.0,9.0,3.0,,,1.0,1.0,,,2.0,1.0,,,,,,,21.0,3.0,8.0,1.0,55.0,17.0,75.0,30.0,478.0,288.0,389.0,191.0,63.0,37.0,43.0,16.0,14.0,17.0,11.0,7.0,10.0,11.0,12.0,38.0,12.0,38.0,17.0,17.0,3.0,9.0,,,,,3.0,10.0,9.0,8.0,158.0,142.0,,4.0,,,,,1.0,1.0,,,47.0,49.0,49.0,47.0,15.0,18.0,18.0,15.0,11.0,2.0,11.0,2.0,1.0,,12.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,,
2021-22,2210572,31,2022-04-02 15:00:00,"Turf Moor, Burnley",20388.0,Burnley,Man City,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,3.0,18.0,1.0,6.0,2.0,9.0,,3.0,,,,,,,,1.0,,1.0,,,,2.0,3.0,15.0,1.0,8.0,8.0,31.0,35.0,83.0,235.0,778.0,159.0,693.0,23.3,76.7,4.0,35.0,11.0,7.0,10.0,4.0,7.0,4.0,22.0,5.0,22.0,5.0,25.0,25.0,3.0,,,,,,3.0,3.0,6.0,7.0,109.0,118.0,4.0,1.0,2.0,,,,,1.0,,,37.0,34.0,34.0,37.0,20.0,13.0,13.0,20.0,1.0,8.0,1.0,8.0,,1.0,11.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,,,,,5.0,,,
2021-22,2210573,31,2022-04-02 15:00:00,"Stamford Bridge, London",39061.0,Chelsea,Brentford,1,4,4,1,L,W,0,0,0,0,0,0,0,0,1.0,4.0,21.0,17.0,8.0,6.0,9.0,5.0,4.0,6.0,,,2.0,3.0,,2.0,2.0,2.0,,,,,1.0,3.0,17.0,10.0,10.0,8.0,47.0,25.0,61.0,45.0,641.0,260.0,582.0,187.0,70.6,29.4,36.0,23.0,9.0,19.0,7.0,10.0,6.0,8.0,14.0,34.0,14.0,34.0,16.0,14.0,6.0,4.0,1.0,,1.0,,3.0,10.0,12.0,7.0,126.0,108.0,2.0,7.0,4.0,1.0,,,,,,,39.0,51.0,51.0,39.0,13.0,19.0,19.0,13.0,12.0,7.0,12.0,7.0,1.0,3.0,11.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-22,2210574,31,2022-04-04 20:00:00,"Selhurst Park, London",25149.0,Crystal Palace,Arsenal,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,6.0,12.0,5.0,3.0,1.0,8.0,,1.0,,,2.0,1.0,3.0,,,2.0,,1.0,,,2.0,,4.0,10.0,3.0,3.0,9.0,22.0,48.0,67.0,293.0,647.0,208.0,557.0,31.4,68.6,11.0,22.0,18.0,16.0,8.0,9.0,10.0,8.0,16.0,5.0,16.0,5.0,13.0,14.0,1.0,,,,,,8.0,9.0,10.0,11.0,138.0,145.0,3.0,2.0,,3.0,,,1.0,,,,52.0,44.0,44.0,52.0,11.0,10.0,10.0,11.0,,2.0,,2.0,1.0,,11.0,15.0,14.0,10.0,0.0,0.0,0.0,0.0,1.0,,1.0,,2.0,4.0,,
2021-22,2210575,31,2022-04-02 15:00:00,"Elland Road, Leeds",36580.0,Leeds,Southampton,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,12.0,14.0,3.0,6.0,2.0,4.0,7.0,4.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,8.0,11.0,6.0,7.0,35.0,36.0,58.0,55.0,470.0,360.0,333.0,235.0,55.8,44.2,37.0,36.0,19.0,9.0,11.0,4.0,10.0,13.0,33.0,25.0,33.0,25.0,23.0,24.0,4.0,6.0,,1.0,,1.0,14.0,4.0,5.0,6.0,184.0,201.0,4.0,2.0,1.0,1.0,,,,,,,61.0,55.0,55.0,61.0,32.0,18.0,18.0,32.0,4.0,7.0,4.0,7.0,,1.0,14.0,7.0,7.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
2021-22,2210576,31,2022-04-02 12:30:00,"Anfield, Liverpool",53104.0,Liverpool,Watford,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,20.0,5.0,3.0,2.0,10.0,2.0,7.0,1.0,,,1.0,2.0,2.0,,,2.0,,,,,1.0,,15.0,5.0,8.0,3.0,37.0,15.0,83.0,40.0,716.0,263.0,606.0,166.0,73.1,26.9,28.0,6.0,23.0,23.0,13.0,8.0,7.0,14.0,3.0,23.0,3.0,23.0,15.0,16.0,1.0,7.0,,,,1.0,5.0,6.0,11.0,14.0,165.0,154.0,2.0,1.0,,2.0,,,1.0,,,,58.0,50.0,50.0,58.0,21.0,13.0,13.0,21.0,9.0,3.0,9.0,3.0,2.0,,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,3.0,,
2021-22,2210577,31,2022-04-02 17:30:00,"Old Trafford, Manchester",73444.0,Man Utd,Leicester,1,1,1,1,D,D,0,0,0,0,0,0,0,0,1.0,1.0,11.0,11.0,5.0,3.0,5.0,6.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,10.0,10.0,5.0,5.0,29.0,20.0,63.0,44.0,582.0,495.0,500.0,417.0,53.9,46.1,29.0,16.0,10.0,15.0,6.0,9.0,9.0,18.0,12.0,23.0,12.0,23.0,16.0,17.0,2.0,1.0,1.0,1.0,,,12.0,13.0,6.0,9.0,126.0,108.0,2.0,4.0,1.0,1.0,,,,,,,41.0,48.0,48.0,41.0,12.0,8.0,8.0,12.0,6.0,5.0,6.0,5.0,,2.0,13.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,,,,,4.0,1.0,,
2021-22,2210578,31,2022-04-03 16:30:00,"Tottenham Hotspur Stadium, London",57553.0,Spurs,Newcastle,5,1,1,5,W,L,1,1,1,1,0,0,0,0,5.0,1.0,19.0,8.0,6.0,1.0,8.0,3.0,5.0,4.0,,,5.0,,5.0,,1.0,,,,,,4.0,,17.0,4.0,10.0,2.0,31.0,23.0,40.0,40.0,604.0,379.0,548.0,324.0,60.8,39.2,30.0,16.0,17.0,13.0,10.0,9.0,2.0,7.0,18.0,17.0,18.0,17.0,6.0,6.0,4.0,4.0,,,,,7.0,6.0,8.0,9.0,85.0,102.0,,1.0,1.0,5.0,,,,,,,40.0,46.0,46.0,40.0,10.0,16.0,16.0,10.0,2.0,3.0,2.0,3.0,,,10.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,,,,,,4.0,,
2021-22,2210579,31,2022-04-03 14:00:00,"London Stadium, London",59953.0,West Ham,Everton,2,1,1,2,W,L,1,0,0,1,0,1,1,0,2.0,1.0,11.0,13.0,5.0,2.0,4.0,6.0,2.0,5.0,,,2.0,,1.0,,2.0,,,1.0,,,,1.0,8.0,11.0,5.0,6.0,20.0,35.0,47.0,63.0,529.0,407.0,441.0,336.0,55.7,44.3,22.0,20.0,11.0,9.0,5.0,7.0,4.0,10.0,18.0,16.0,18.0,16.0,12.0,13.0,5.0,2.0,,1.0,,,6.0,6.0,5.0,6.0,127.0,118.0,1.0,4.0,1.0,2.0,,,,,,,47.0,39.0,39.0,47.0,19.0,15.0,15.0,19.0,2.0,4.0,2.0,4.0,,1.0,9.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,
2021-22,2210580,31,2022-04-02 15:00:00,"Molineux Stadium, Wolverhampton",31012.0,Wolves,Aston Villa,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,11.0,15.0,5.0,5.0,4.0,7.0,2.0,3.0,,,2.0,3.0,,1.0,4.0,3.0,,,,,,,5.0,10.0,3.0,5.0,19.0,33.0,37.0,52.0,421.0,441.0,337.0,371.0,48.3,51.7,19.0,28.0,23.0,17.0,11.0,7.0,6.0,8.0,19.0,11.0,19.0,11.0,22.0,24.0,3.0,3.0,,,,,8.0,10.0,9.0,18.0,131.0,133.0,4.0,3.0,1.0,2.0,,,,,,1.0,56.0,49.0,49.0,56.0,16.0,10.0,10.0,16.0,4.0,9.0,4.0,9.0,1.0,2.0,15.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,,1.0,,1.0,1.0,1.0,,
2021-22,2210581,32,2022-04-09 15:00:00,"Emirates Stadium, London",60112.0,Arsenal,Brighton,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,20.0,8.0,4.0,3.0,5.0,4.0,11.0,1.0,,,2.0,1.0,,1.0,3.0,,2.0,,,,1.0,2.0,15.0,6.0,13.0,3.0,39.0,17.0,65.0,40.0,512.0,283.0,426.0,202.0,64.6,35.4,39.0,9.0,9.0,21.0,6.0,13.0,6.0,16.0,7.0,28.0,7.0,28.0,18.0,17.0,,10.0,,,,,5.0,6.0,15.0,6.0,140.0,127.0,1.0,3.0,2.0,1.0,,,,,,,41.0,52.0,52.0,41.0,9.0,16.0,16.0,9.0,11.0,2.0,11.0,2.0,2.0,,12.0,19.0,17.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,
2021-22,2210582,32,2022-04-09 17:30:00,"Villa Park, Birmingham",41949.0,Aston Villa,Spurs,0,4,4,0,L,W,0,1,1,0,0,0,0,0,,4.0,19.0,11.0,8.0,5.0,5.0,1.0,6.0,5.0,,,2.0,1.0,,1.0,2.0,,,,,,,3.0,14.0,6.0,10.0,6.0,38.0,13.0,51.0,27.0,477.0,461.0,424.0,404.0,51.5,48.5,36.0,15.0,15.0,20.0,10.0,9.0,3.0,6.0,8.0,28.0,8.0,28.0,20.0,17.0,5.0,6.0,,1.0,,,9.0,9.0,11.0,7.0,114.0,92.0,1.0,8.0,4.0,,,,,1.0,,,48.0,47.0,47.0,48.0,10.0,6.0,6.0,10.0,9.0,3.0,9.0,3.0,2.0,,12.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210583,32,2022-04-10 14:00:00,"Gtech Community Stadium, Brentford",17032.0,Brentford,West Ham,2,0,0,2,W,L,0,0,0,0,0,0,0,0,2.0,,15.0,5.0,7.0,1.0,3.0,3.0,5.0,1.0,,,2.0,,1.0,,1.0,,,,,,2.0,,13.0,4.0,11.0,1.0,37.0,23.0,49.0,49.0,477.0,540.0,398.0,455.0,47.1,52.9,34.0,12.0,11.0,10.0,5.0,4.0,10.0,10.0,16.0,33.0,16.0,33.0,12.0,13.0,1.0,5.0,,,,,8.0,1.0,3.0,3.0,126.0,127.0,1.0,5.0,,2.0,,,1.0,,,,32.0,33.0,33.0,32.0,15.0,13.0,13.0,15.0,4.0,6.0,4.0,6.0,,,2.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210584,32,2022-04-09 12:30:00,"Goodison Park, Liverpool",39080.0,Everton,Man Utd,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,7.0,12.0,3.0,4.0,2.0,1.0,2.0,7.0,,,,1.0,,,,1.0,,,,,,,5.0,10.0,3.0,8.0,20.0,41.0,67.0,66.0,307.0,641.0,203.0,523.0,32.5,67.5,13.0,43.0,18.0,15.0,12.0,10.0,12.0,12.0,35.0,14.0,35.0,14.0,25.0,27.0,7.0,2.0,,,,,10.0,10.0,11.0,8.0,162.0,185.0,4.0,2.0,,1.0,,,1.0,,,,52.0,57.0,57.0,52.0,16.0,28.0,28.0,16.0,5.0,7.0,5.0,7.0,1.0,1.0,4.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,
2021-22,2210585,32,2022-04-10 14:00:00,"King Power Stadium, Leicester",31896.0,Leicester,Crystal Palace,2,1,1,2,W,L,2,0,0,2,0,0,0,0,2.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,6.0,5.0,,,,,,1.0,,1.0,,,,,2.0,,8.0,9.0,7.0,6.0,18.0,13.0,57.0,36.0,511.0,495.0,429.0,413.0,50.8,49.2,15.0,27.0,20.0,17.0,9.0,8.0,11.0,14.0,10.0,15.0,10.0,15.0,20.0,22.0,5.0,6.0,,,,,12.0,5.0,15.0,13.0,132.0,127.0,2.0,1.0,1.0,2.0,,,,,,,48.0,52.0,52.0,48.0,11.0,12.0,12.0,11.0,3.0,4.0,3.0,4.0,,2.0,11.0,12.0,12.0,11.0,0.0,0.0,0.0,0.0,,1.0,,,,,,
2021-22,2210586,32,2022-04-10 16:30:00,"Etihad Stadium, Manchester",53197.0,Man City,Liverpool,2,2,2,2,D,D,2,1,1,2,0,0,0,0,2.0,2.0,11.0,6.0,5.0,4.0,4.0,2.0,2.0,,,,2.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,2.0,2.0,8.0,5.0,6.0,4.0,32.0,21.0,68.0,55.0,566.0,468.0,486.0,377.0,55.1,44.9,33.0,19.0,17.0,18.0,6.0,12.0,8.0,8.0,11.0,18.0,11.0,18.0,10.0,10.0,,3.0,,,,,4.0,10.0,4.0,12.0,132.0,131.0,2.0,2.0,2.0,2.0,,,,,,,46.0,39.0,39.0,46.0,9.0,9.0,9.0,9.0,4.0,1.0,4.0,1.0,1.0,,9.0,11.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,5.0,2.0,,
2021-22,2210587,32,2022-04-08 20:00:00,"St. James' Park, Newcastle",52164.0,Newcastle,Wolves,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,12.0,5.0,4.0,2.0,3.0,2.0,5.0,1.0,,,,,1.0,,,,,,,,,,7.0,2.0,4.0,1.0,26.0,20.0,51.0,46.0,378.0,546.0,308.0,453.0,41.1,58.9,19.0,9.0,11.0,24.0,7.0,12.0,8.0,7.0,13.0,15.0,13.0,15.0,10.0,11.0,1.0,5.0,,,,,9.0,10.0,18.0,2.0,125.0,126.0,2.0,3.0,,1.0,,,1.0,,,,45.0,49.0,49.0,45.0,11.0,10.0,10.0,11.0,1.0,2.0,1.0,2.0,3.0,,6.0,13.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,,,
2021-22,2210588,32,2022-04-10 14:00:00,"Carrow Road, Norwich",26361.0,Norwich,Burnley,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,17.0,18.0,6.0,4.0,6.0,9.0,5.0,5.0,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,16.0,11.0,10.0,5.0,24.0,55.0,57.0,86.0,352.0,412.0,229.0,283.0,44.9,55.1,21.0,31.0,10.0,23.0,7.0,12.0,7.0,12.0,43.0,19.0,43.0,19.0,15.0,16.0,6.0,5.0,,1.0,,,10.0,7.0,11.0,5.0,175.0,187.0,3.0,4.0,,2.0,,,1.0,,,,53.0,72.0,72.0,53.0,27.0,27.0,27.0,27.0,6.0,7.0,6.0,7.0,3.0,1.0,12.0,10.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,
2021-22,2210589,32,2022-04-09 15:00:00,"St. Mary's Stadium, Southampton",31359.0,Southampton,Chelsea,0,6,6,0,L,W,0,4,4,0,0,0,0,0,,6.0,4.0,24.0,1.0,14.0,,8.0,3.0,2.0,,,1.0,4.0,,5.0,1.0,4.0,,3.0,,,,1.0,4.0,16.0,4.0,10.0,21.0,29.0,34.0,78.0,292.0,748.0,218.0,662.0,29.0,71.0,9.0,30.0,18.0,29.0,11.0,19.0,10.0,4.0,15.0,14.0,15.0,14.0,20.0,17.0,2.0,3.0,,,2.0,,8.0,3.0,18.0,11.0,144.0,123.0,8.0,1.0,6.0,,,,,1.0,,,39.0,67.0,67.0,39.0,9.0,20.0,20.0,9.0,2.0,3.0,3.0,3.0,,1.0,11.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
2021-22,2210590,32,2022-04-09 15:00:00,"Vicarage Road, Watford",20957.0,Watford,Leeds,0,3,3,0,L,W,0,1,1,0,0,0,0,0,,3.0,8.0,10.0,1.0,5.0,7.0,5.0,,,,,2.0,,,1.0,2.0,,,,,,,2.0,5.0,7.0,1.0,4.0,19.0,23.0,59.0,65.0,380.0,412.0,253.0,263.0,48.2,51.8,13.0,10.0,21.0,46.0,15.0,27.0,14.0,18.0,18.0,19.0,18.0,19.0,24.0,25.0,,,,,1.0,,12.0,27.0,14.0,12.0,222.0,207.0,2.0,1.0,3.0,,,,,1.0,,,85.0,88.0,88.0,85.0,25.0,22.0,22.0,25.0,3.0,7.0,3.0,8.0,1.0,,8.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,
2021-22,2210591,33,2022-05-10 20:00:00,"Villa Park, Birmingham",41919.0,Aston Villa,Liverpool,1,2,2,1,L,W,1,1,1,1,0,0,0,0,1.0,2.0,9.0,17.0,4.0,6.0,5.0,8.0,,3.0,,,2.0,,1.0,1.0,2.0,1.0,,,,,,1.0,8.0,11.0,3.0,7.0,21.0,31.0,44.0,52.0,343.0,530.0,259.0,441.0,39.2,60.8,20.0,37.0,12.0,15.0,7.0,10.0,12.0,8.0,15.0,13.0,15.0,13.0,17.0,18.0,4.0,,1.0,,,,17.0,12.0,9.0,2.0,131.0,132.0,3.0,3.0,2.0,1.0,,,,,,,48.0,51.0,51.0,48.0,12.0,10.0,10.0,12.0,2.0,3.0,2.0,3.0,,4.0,10.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,
