season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7828019,14,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,,,1.0,18.0,8.0,26.0,1.0,1.0,4.0,,,,1.0,,,,4.0,6.0,,,,,1.0,,,,1.0,,90.0,2.0,,,,,,13.0,,7.6,,,,,5.0,3.0,,3.0,,25.0,9.0,31.0,2,1.0,49.0,2.0,1.0,3.0,1.0
2018-19,7828019,14,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,1.0,4.0,5.0,,,3.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,18.0,,,,,,,4.0,,6.6,,,,,,,,,,3.0,4.0,7.0,0,,10.0,2.0,1.0,,
2018-19,7828019,14,13,Leicester_City,Home,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,True,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,21.0,,,,,,,1.0,,6.7,,,,,1.0,,,1.0,,2.0,1.0,3.0,0,1.0,5.0,,,1.0,
2018-19,7828019,14,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,7.0,15.0,22.0,,3.0,11.0,,,,1.0,,,1.0,4.0,12.0,,,2.0,,,,,3.0,,,90.0,,,,,,,22.0,,7.4,,,1.0,5.0,1.0,1.0,,7.0,,17.0,23.0,39.0,1,8.0,67.0,3.0,,1.0,5.0
2018-19,7828019,14,13,Leicester_City,Home,796374,210207,Fousseni Diabaté,fousseni-diabate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828019,14,13,Leicester_City,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,2.0,16.0,8.0,24.0,1.0,1.0,3.0,,,,2.0,,,3.0,8.0,1.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,22.0,,6.4,,,,4.0,1.0,,,7.0,,25.0,13.0,38.0,0,,66.0,1.0,,,
2018-19,7828033,15,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,17.0,12.0,19.0,31.0,,1.0,12.0,,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,16.0,1.0,7.6,3.0,6.0,,1.0,,,,33.0,,26.0,21.0,47.0,0,,59.0,,1.0,,
2018-19,7828033,15,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828033,15,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,4.0,1.0,5.0,1.0,,,,,,1.0,,,1.0,3.0,,,,,1.0,,,,,1.0,,18.0,,,,,,,2.0,,6.7,,,,,,,,,,5.0,1.0,6.0,0,,8.0,,,,
2018-19,7828033,15,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,5.0,16.0,21.0,2.0,1.0,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,14.0,,6.9,,,1.0,5.0,,,,6.0,,16.0,18.0,34.0,2,2.0,47.0,1.0,,,1.0
2018-19,7828033,15,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,False,,,2.0,7.0,12.0,19.0,2.0,1.0,2.0,,,,,,,,2.0,4.0,,,,,,,,3.0,,,72.0,,1.0,,,,,11.0,,7.1,,,,7.0,,,,7.0,,14.0,14.0,28.0,0,3.0,57.0,,,,1.0
2018-19,7828033,15,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,1.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,2.0,3.0,,,,,,,,,,,19.0,,,,,,,3.0,,6.6,,,1.0,1.0,,,,1.0,,4.0,3.0,7.0,1,,10.0,,1.0,,
2018-19,7828033,15,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,False,,,1.0,8.0,4.0,12.0,2.0,,5.0,,,,2.0,,,,4.0,7.0,,,,,,,,3.0,1.0,,90.0,,,,,,,17.0,,7.1,,,1.0,,3.0,4.0,,7.0,,21.0,6.0,23.0,1,2.0,44.0,2.0,2.0,3.0,
2018-19,7828033,15,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,9.0,14.0,23.0,1.0,,5.0,,,,,,,,3.0,3.0,,,2.0,,,,,,,,71.0,,1.0,,,,,8.0,,6.6,,,,,,,,4.0,,13.0,16.0,29.0,0,2.0,37.0,2.0,1.0,,
2018-19,7828033,15,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828033,15,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828033,15,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,True,,,,5.0,4.0,9.0,,1.0,1.0,,,1.0,,,,,2.0,1.0,,,1.0,,,,,,,,35.0,1.0,,,,,,4.0,,6.6,,,,1.0,1.0,1.0,,,,7.0,4.0,10.0,2,,17.0,,,,
2018-19,7828033,15,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,3.0,,4.0,17.0,11.0,25.0,,,3.0,1.0,,,1.0,,,1.0,2.0,5.0,,,,,1.0,,,,5.0,,90.0,2.0,,,,,,13.0,,8.7,,,1.0,,1.0,9.0,,4.0,,28.0,11.0,30.0,3,2.0,53.0,,2.0,1.0,2.0
2018-19,7828033,15,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,,8.0,4.0,12.0,7.0,,2.0,,1.0,,,,,2.0,9.0,,,,,,,,,,2.0,,90.0,1.0,,,,,,6.0,,6.3,,,,,,,,,1.0,10.0,4.0,14.0,1,,21.0,1.0,,,
2018-19,7828033,15,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,2.0,5.0,37.0,42.0,2.0,3.0,5.0,,,1.0,2.0,,,,6.0,5.0,1.0,,2.0,,,,,1.0,,,90.0,,3.0,,,,,14.0,,6.5,,,1.0,5.0,,,,10.0,,13.0,43.0,56.0,2,1.0,71.0,,1.0,,1.0
2018-19,7828033,15,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,2.0,10.0,25.0,35.0,6.0,7.0,13.0,,,,1.0,,,,9.0,8.0,,,1.0,,,,,6.0,,,90.0,,1.0,,,,,23.0,,6.6,,,,2.0,1.0,,,7.0,,24.0,30.0,54.0,0,,71.0,3.0,2.0,,
2018-19,7828033,15,13,Leicester_City,Away,796374,210207,Fousseni Diabaté,fousseni-diabate,M,False,1.0,,,7.0,2.0,8.0,2.0,1.0,2.0,,,,1.0,,,,3.0,4.0,,,,,,,,,1.0,,55.0,,,,,,,8.0,,6.6,,,,,,2.0,,,1.0,10.0,6.0,14.0,0,2.0,22.0,1.0,1.0,,
2018-19,7828033,15,13,Leicester_City,Away,802695,172850,Ben Chilwell,ben-chilwell,D,False,1.0,,3.0,6.0,7.0,12.0,4.0,3.0,3.0,,,,1.0,,,1.0,6.0,4.0,,,,,,,,,1.0,,90.0,,1.0,,,,,39.0,,6.6,,,1.0,3.0,,5.0,,8.0,,26.0,12.0,33.0,1,,74.0,4.0,1.0,,
2018-19,7828033,15,13,Leicester_City,Away,895567,201667,Josh Knight,josh-knight,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828053,16,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,15.0,7.0,18.0,25.0,,,7.0,,,,,,,,,,,1.0,,,,1.0,,,,,90.0,,,,,,,12.0,,5.6,,,,,,,,25.0,,13.0,24.0,37.0,0,,42.0,,,,
2018-19,7828053,16,13,Leicester_City,Home,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828053,16,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,1.0,6.0,,6.0,2.0,,,,1.0,,,,,,6.0,,,,1.0,,,,,,,,11.0,,,,,,,5.0,,5.6,,,,,3.0,,,1.0,,7.0,,7.0,0,,13.0,1.0,,,
2018-19,7828053,16,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,3.0,6.0,26.0,32.0,,,7.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,1.0,90.0,,1.0,,,,,5.0,,6.6,,,,1.0,,,,5.0,1.0,9.0,28.0,37.0,0,1.0,45.0,,,,1.0
2018-19,7828053,16,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,False,,,5.0,9.0,31.0,40.0,1.0,2.0,7.0,,,1.0,1.0,,,,5.0,5.0,,,3.0,,,,,4.0,,,90.0,,,,,,,6.0,,7.0,,,,8.0,,,,7.0,,13.0,33.0,46.0,1,3.0,66.0,,,,2.0
2018-19,7828053,16,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,False,,,5.0,4.0,10.0,14.0,,1.0,3.0,,,,1.0,,,,3.0,1.0,,,2.0,,,,,2.0,1.0,,56.0,,,,,,,5.0,,6.8,,,,,,,,5.0,,7.0,12.0,19.0,0,,23.0,,,,
2018-19,7828053,16,13,Leicester_City,Home,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,5.0,3.0,8.0,,1.0,2.0,,,,,,,,5.0,4.0,,,2.0,,,,,,1.0,,34.0,,,,,,,13.0,,6.4,,,,,5.0,4.0,,,,14.0,3.0,13.0,0,2.0,27.0,,,1.0,2.0
2018-19,7828053,16,13,Leicester_City,Home,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,11.0,17.0,28.0,,,2.0,,,,2.0,,,,4.0,2.0,,,1.0,,,,,1.0,,,79.0,,,,,,,7.0,,6.2,,,,1.0,2.0,,,3.0,,12.0,19.0,31.0,0,,43.0,2.0,1.0,1.0,
2018-19,7828053,16,13,Leicester_City,Home,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,True,,,,10.0,3.0,13.0,,,1.0,,,,1.0,,,2.0,4.0,2.0,,,1.0,,,,,,,,34.0,2.0,,,,,,10.0,,6.5,,,,,1.0,,,,,12.0,5.0,17.0,2,1.0,28.0,3.0,,1.0,1.0
2018-19,7828053,16,13,Leicester_City,Home,149380,95658,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828053,16,13,Leicester_City,Home,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828053,16,13,Leicester_City,Home,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,2.0,17.0,13.0,30.0,7.0,1.0,7.0,,,,3.0,,,1.0,14.0,10.0,,,,,,,,3.0,,,90.0,,,,,,,18.0,,6.3,,,,,6.0,2.0,,2.0,,25.0,13.0,36.0,0,5.0,75.0,3.0,1.0,3.0,3.0
2018-19,7828053,16,13,Leicester_City,Home,355152,172632,Demarai Gray,demarai-gray,M,False,,,5.0,12.0,12.0,24.0,2.0,,5.0,,,1.0,,,,2.0,7.0,5.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,16.0,,7.0,,,,1.0,4.0,3.0,,6.0,1.0,22.0,12.0,31.0,2,3.0,50.0,2.0,,2.0,2.0
2018-19,7828053,16,13,Leicester_City,Home,356398,172780,James Maddison,james-maddison,M,False,1.0,,5.0,26.0,9.0,34.0,,,3.0,1.0,,1.0,,,,1.0,2.0,4.0,,,,,,,,1.0,4.0,,90.0,,,,,,,20.0,,7.5,,,1.0,,1.0,8.0,,6.0,,38.0,10.0,40.0,2,2.0,65.0,2.0,2.0,,1.0
2018-19,7828053,16,13,Leicester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,,5.0,5.0,10.0,3.0,,2.0,,,,,,,,3.0,3.0,,,,,,,,,,,56.0,,,,,,,3.0,,6.7,,,,,2.0,,,,1.0,6.0,5.0,11.0,0,,16.0,2.0,1.0,2.0,
2018-19,7828053,16,13,Leicester_City,Home,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,4.0,22.0,18.0,40.0,1.0,1.0,15.0,,,,3.0,,,,7.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,10.0,,6.9,,,3.0,3.0,3.0,1.0,,4.0,,27.0,20.0,46.0,3,2.0,66.0,1.0,,1.0,
2018-19,7828053,16,13,Leicester_City,Home,802695,172850,Ben Chilwell,ben-chilwell,D,False,,,,11.0,12.0,23.0,1.0,3.0,6.0,,,,,,,1.0,2.0,5.0,,,,,,,,,,,90.0,,,,,,,26.0,,6.6,,,1.0,4.0,,5.0,,1.0,,28.0,16.0,39.0,1,1.0,70.0,2.0,2.0,,1.0
2018-19,7828053,16,13,Leicester_City,Home,833057,197469,Hamza Choudhury,hamza-choudhury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828068,17,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,8.0,2.0,21.0,23.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,5.0,1.0,6.3,,,,1.0,,,,13.0,,4.0,24.0,28.0,0,,32.0,,1.0,,
2018-19,7828068,17,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,False,2.0,,3.0,33.0,18.0,49.0,,,10.0,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,20.0,,7.4,,,,2.0,,9.0,,6.0,,45.0,20.0,56.0,0,2.0,88.0,1.0,,,1.0
2018-19,7828068,17,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2018-19,7828068,17,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,7.0,18.0,32.0,50.0,1.0,5.0,7.0,,,,,,,,3.0,7.0,,,2.0,,,,,3.0,,,90.0,,,,,,,8.0,,7.1,,,,,,,,8.0,2.0,23.0,35.0,58.0,0,2.0,64.0,,,,2.0
2018-19,7828068,17,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828068,17,13,Leicester_City,Away,30502,40725,Danny Simpson,danny-simpson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828068,17,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828068,17,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,False,1.0,,4.0,17.0,7.0,23.0,,1.0,6.0,,,1.0,,,,1.0,5.0,4.0,,,,,,,,1.0,1.0,,89.0,,1.0,,,,,30.0,,6.5,,,,1.0,4.0,4.0,,9.0,1.0,32.0,13.0,41.0,1,1.0,68.0,4.0,2.0,,1.0
2018-19,7828068,17,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,3.0,16.0,28.0,44.0,,,10.0,,,,,,,1.0,2.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,11.0,,6.7,,,,,2.0,,,5.0,,21.0,31.0,52.0,0,2.0,65.0,1.0,1.0,1.0,
2018-19,7828068,17,13,Leicester_City,Away,123228,115858,Rachid Ghezzal,rachid-ghezzal,M,True,1.0,,4.0,20.0,3.0,22.0,,1.0,6.0,,,1.0,1.0,,,2.0,4.0,7.0,,,,,,,,1.0,1.0,,45.0,,,,,,,16.0,,7.2,,,1.0,,4.0,4.0,,4.0,,28.0,5.0,29.0,2,2.0,53.0,3.0,1.0,3.0,
2018-19,7828068,17,13,Leicester_City,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,11.0,21.0,38.0,59.0,2.0,2.0,9.0,,,,,,,,3.0,7.0,,,1.0,,,,,1.0,,,90.0,,,,,,,11.0,,7.3,,,,2.0,3.0,,,16.0,,29.0,41.0,70.0,0,1.0,81.0,,1.0,3.0,1.0
2018-19,7828068,17,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,3.0,,3.0,7.0,4.0,1.0,,1.0,,1.0,,,,9.0,6.0,,,1.0,,,,1.0,,,,90.0,2.0,,,,,,12.0,,6.6,,,,1.0,1.0,,,1.0,,12.0,2.0,14.0,2,1.0,21.0,1.0,,1.0,
2018-19,7828068,17,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828068,17,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,2.0,26.0,18.0,44.0,4.0,1.0,6.0,,,,2.0,,,3.0,10.0,8.0,,,1.0,,,,,4.0,,,90.0,,,,,,,28.0,,6.3,,,,,,6.0,,6.0,,41.0,22.0,57.0,0,4.0,97.0,3.0,3.0,,
2018-19,7828068,17,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,False,,,,9.0,5.0,14.0,1.0,,5.0,,,,2.0,,,5.0,10.0,4.0,,,,,,,,,1.0,,73.0,,,,,,,15.0,,6.0,,,3.0,,3.0,1.0,,,,12.0,6.0,17.0,3,3.0,39.0,3.0,,1.0,1.0
2018-19,7828068,17,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,1.0,,2.0,14.0,3.0,16.0,,,1.0,,,,2.0,,,1.0,6.0,1.0,,,1.0,,,,,,1.0,,45.0,,,,,,,5.0,,6.2,,,,,2.0,1.0,,3.0,,15.0,3.0,17.0,0,1.0,24.0,,,,1.0
2018-19,7828068,17,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,2.0,1.0,3.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,17.0,,,,,,,4.0,,6.9,,,,,,,,,,3.0,1.0,4.0,0,,7.0,2.0,,,
2018-19,7828068,17,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,3.0,21.0,16.0,37.0,3.0,6.0,10.0,,,1.0,1.0,,,3.0,8.0,11.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,20.0,,7.0,,,3.0,2.0,,,,6.0,,32.0,19.0,51.0,4,5.0,76.0,3.0,,,2.0
2018-19,7828077,18,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,20.0,18.0,4.0,22.0,,1.0,11.0,,,,,,1.0,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,13.0,1.0,7.9,2.0,5.0,,1.0,1.0,,,33.0,,27.0,8.0,35.0,0,,45.0,,,1.0,
2018-19,7828077,18,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828077,18,13,Leicester_City,Away,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828077,18,13,Leicester_City,Away,20375,15033,Wes Morgan,wes-morgan,D,False,,,1.0,4.0,5.0,9.0,1.0,3.0,3.0,,,,,,,,1.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,5.0,,7.1,,,1.0,7.0,,,,3.0,,6.0,6.0,12.0,1,,28.0,2.0,1.0,,
2018-19,7828077,18,13,Leicester_City,Away,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828077,18,13,Leicester_City,Away,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828077,18,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,False,1.0,,2.0,4.0,5.0,8.0,,1.0,9.0,,,,,,,,3.0,4.0,,,,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,17.0,,7.3,,,,6.0,3.0,6.0,,3.0,,15.0,7.0,16.0,1,3.0,43.0,1.0,,,3.0
2018-19,7828077,18,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,3.0,11.0,12.0,23.0,1.0,,8.0,,,,2.0,,,3.0,7.0,2.0,,,1.0,,,,,,,,90.0,,2.0,,,,,7.0,,6.4,,,,1.0,2.0,,,4.0,,13.0,12.0,25.0,0,,37.0,2.0,,2.0,
2018-19,7828077,18,13,Leicester_City,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,5.0,6.0,12.0,18.0,,2.0,6.0,,,,,,,,1.0,3.0,,1.0,1.0,,,,,2.0,,,90.0,,,,,,,8.0,,7.0,,,,4.0,,,,10.0,,11.0,14.0,25.0,0,1.0,37.0,1.0,,,1.0
2018-19,7828077,18,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,1.0,,,7.0,,6.0,3.0,3.0,2.0,,,1.0,,,,,5.0,4.0,,,,,1.0,,,1.0,,,84.0,1.0,,,,,,11.0,,7.2,,,,2.0,2.0,2.0,,,1.0,10.0,3.0,11.0,2,1.0,27.0,2.0,,,
2018-19,7828077,18,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828077,18,13,Leicester_City,Away,221200,111931,Ricardo Pereira,ricardo-pereira,D,False,,,1.0,15.0,8.0,23.0,,2.0,9.0,,,1.0,1.0,,,,3.0,9.0,,,1.0,,,,,5.0,,,90.0,,1.0,,,,,12.0,,7.8,,,,11.0,1.0,1.0,,5.0,,20.0,14.0,33.0,1,6.0,74.0,,1.0,,2.0
2018-19,7828077,18,13,Leicester_City,Away,355152,172632,Demarai Gray,demarai-gray,M,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,8.0,,,,,,,5.0,,6.4,,,,,1.0,,,,,1.0,1.0,2.0,0,1.0,8.0,2.0,,,
2018-19,7828077,18,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,False,2.0,,1.0,11.0,6.0,15.0,,,5.0,,,,3.0,,,1.0,7.0,8.0,,,2.0,1.0,,,,,4.0,,82.0,,,,,,,17.0,,7.5,,,,1.0,2.0,7.0,,4.0,,24.0,6.0,23.0,0,4.0,46.0,2.0,3.0,1.0,4.0
2018-19,7828077,18,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,1.0,2.0,,2.0,,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,11.0,,,,,,,5.0,,6.6,,,1.0,,1.0,,,1.0,1.0,4.0,,4.0,1,,11.0,1.0,,1.0,
2018-19,7828077,18,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,1.0,10.0,6.0,16.0,4.0,1.0,1.0,,,1.0,4.0,,,,11.0,4.0,,1.0,2.0,,,,,3.0,,,90.0,1.0,,,,,,10.0,,6.1,,,,1.0,2.0,1.0,,2.0,,16.0,7.0,22.0,2,2.0,43.0,2.0,,1.0,2.0
2018-19,7828077,18,13,Leicester_City,Away,802695,172850,Ben Chilwell,ben-chilwell,D,False,1.0,,2.0,13.0,5.0,17.0,3.0,5.0,5.0,,,,,,,,7.0,12.0,,,1.0,,,,,1.0,,,90.0,,,,,,,29.0,,7.1,,,,1.0,5.0,3.0,,4.0,,25.0,8.0,30.0,0,2.0,64.0,5.0,3.0,2.0,
2018-19,7828077,18,13,Leicester_City,Away,833057,197469,Hamza Choudhury,hamza-choudhury,M,False,,,,9.0,9.0,18.0,,1.0,4.0,,,,3.0,,,,4.0,5.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,6.0,,6.7,,,,2.0,,,,1.0,,11.0,13.0,24.0,0,3.0,36.0,,1.0,,2.0
2018-19,7828092,19,13,Leicester_City,Home,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,13.0,6.0,9.0,15.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,17.0,1.0,6.8,1.0,3.0,,1.0,,,,29.0,,20.0,12.0,32.0,0,,42.0,,,,
2018-19,7828092,19,13,Leicester_City,Home,19303,78412,Shinji Okazaki,shinji-okazaki,F,True,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2018-19,7828092,19,13,Leicester_City,Home,20375,15033,Wes Morgan,wes-morgan,D,False,,,,2.0,12.0,14.0,,,2.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,4.0,,7.0,,,,8.0,,,,2.0,,4.0,14.0,18.0,0,2.0,33.0,,,,
2018-19,7828092,19,13,Leicester_City,Home,30144,37642,Jonny Evans,jonny-evans,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7828092,19,13,Leicester_City,Home,30502,40725,Danny Simpson,danny-simpson,D,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,1.0,,6.5,,,,1.0,,,,,,3.0,,3.0,0,,5.0,,,,
2018-19,7828092,19,13,Leicester_City,Home,32690,54513,Vicente Iborra,vicente-iborra,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
