season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attLgRight,clearanceOffLine,attPenMiss,attPenPost,attLgLeft,expectedGoalsOnTarget,subsGoals,penaltySave,attOboxOwnGoal,keeperGoals,winningGoal
2021-22,2210573,31,2022-04-02 15:00:00,94,Brentford,Away,92.0,12.0,2.0,6.0,4.0,4.0,1.0,101.0,7.0,,5.0,8.0,7.0,21.0,187.0,,1.0,12.0,13.0,19.0,4.0,3.0,5.0,1.0,,1.0,,,1.0,,,,,,8.0,,,,,,3.0,5.0,12.0,9.0,14.0,3.0,44.0,58.0,3.0,2.0,2.0,2.0,14.0,6.0,10.0,,7.0,5.0,5.0,,7.0,,39.0,51.0,2.0,34.0,22.0,,,,,,,19.0,45.0,7.0,10.0,,,4.0,1.0,1.0,123.0,3.0,,3.0,3.0,,1.0,12.0,3.0,1.0,,22.0,,8.0,8.0,,5.0,37.0,48.0,23.0,12.0,3.0,2.0,8.0,6.0,235.0,4.0,,,46.0,27.0,25.0,,,,,108.0,108.0,2.0,24.0,22.0,29.4,,,3.0,1.0,14.0,0.0,56.0,4.0,3.0,7.0,,2.0,1.0,5.0,2.0,3.0,8.0,58.0,171.0,3.0,10.0,110.0,23.0,34.0,5.0,6.0,17.0,11.0,2.0,94.0,6.0,167.0,1.0,,27.0,7.0,54.0,,260.0,,0.0,17.0,19.0,1.0,13.0,0.0,444.0,23.0,14.0,3.0,7.0,10.0,0.0,,,,,,,,,,,
2021-22,2210575,31,2022-04-02 15:00:00,2,Leeds,Home,174.0,23.0,1.0,2.0,1.0,,,161.0,1.0,,7.0,5.0,2.0,24.0,333.0,,,19.0,18.0,32.0,7.0,1.0,1.0,2.0,,,,,,,,,,,11.0,,,,,,,8.0,10.0,4.0,7.0,5.0,61.0,84.0,1.0,1.0,1.0,2.0,23.0,7.0,14.0,,4.0,6.0,1.0,,5.0,3.0,55.0,61.0,2.0,33.0,14.0,,,,,,,45.0,58.0,14.0,7.0,,,1.0,1.0,,214.0,,,,,,,4.0,1.0,2.0,,14.0,1.0,10.0,10.0,1.0,7.0,96.0,74.0,40.0,7.0,1.0,2.0,6.0,3.0,457.0,4.0,1.0,,45.0,51.0,35.0,,,,,184.0,184.0,6.0,37.0,34.0,55.8,,2.0,,,23.0,0.0,99.0,4.0,1.0,4.0,,,2.0,2.0,,3.0,23.0,78.0,324.0,11.0,8.0,216.0,45.0,33.0,8.0,3.0,11.0,8.0,2.0,140.0,3.0,265.0,2.0,,21.0,4.0,55.0,,470.0,1.0,0.0,12.0,19.0,,22.0,1.0,682.0,37.0,25.0,4.0,4.0,11.0,0.0,,1.0,,,,,,,,,
2021-22,2210575,31,2022-04-02 15:00:00,20,Southampton,Away,87.0,21.0,2.0,7.0,5.0,1.0,1.0,155.0,4.0,,3.0,12.0,2.0,28.0,235.0,,,5.0,32.0,18.0,10.0,1.0,4.0,,1.0,,,,1.0,,,,,,8.0,,,,,,1.0,,7.0,5.0,10.0,4.0,48.0,80.0,1.0,2.0,,,24.0,4.0,4.0,,7.0,9.0,5.0,,6.0,2.0,61.0,55.0,,25.0,8.0,1.0,1.0,,,,,45.0,55.0,7.0,14.0,,,4.0,3.0,1.0,159.0,,,,,,,10.0,,1.0,,8.0,,13.0,13.0,2.0,3.0,85.0,82.0,35.0,4.0,1.0,4.0,7.0,6.0,334.0,6.0,3.0,,62.0,46.0,36.0,,,,,201.0,201.0,9.0,36.0,25.0,44.2,,,1.0,,24.0,0.0,68.0,2.0,,2.0,,1.0,,4.0,,3.0,22.0,83.0,222.0,12.0,11.0,111.0,43.0,25.0,27.0,6.0,23.0,17.0,,139.0,10.0,272.0,1.0,,37.0,2.0,74.0,,360.0,,0.0,14.0,9.0,,17.0,1.0,581.0,36.0,26.0,14.0,7.0,4.0,0.0,,,,,,,,,,,
2021-22,2210580,31,2022-04-02 15:00:00,39,Wolves,Home,230.0,13.0,,1.0,1.0,2.0,,108.0,5.0,,4.0,1.0,2.0,22.0,337.0,,1.0,19.0,10.0,16.0,5.0,,,5.0,,,,,,,,,,1.0,10.0,,,,,,1.0,9.0,9.0,6.0,8.0,3.0,64.0,68.0,2.0,4.0,,3.0,22.0,2.0,8.0,,4.0,5.0,2.0,,9.0,3.0,49.0,56.0,3.0,19.0,10.0,,,,,,,38.0,37.0,15.0,8.0,,,1.0,1.0,,154.0,,,,,,1.0,6.0,1.0,2.0,,10.0,,6.0,6.0,,4.0,103.0,55.0,27.0,9.0,1.0,2.0,3.0,5.0,402.0,3.0,1.0,,46.0,47.0,19.0,1.0,1.0,1.0,,131.0,131.0,8.0,38.0,16.0,48.3,,,,2.0,22.0,0.0,100.0,3.0,1.0,4.0,,,5.0,4.0,,3.0,18.0,46.0,322.0,8.0,5.0,258.0,26.0,19.0,18.0,3.0,11.0,8.0,5.0,82.0,5.0,174.0,2.0,,11.0,4.0,49.0,1.0,421.0,1.0,0.0,11.0,23.0,1.0,20.0,4.0,607.0,19.0,17.0,10.0,4.0,11.0,0.0,,,,,,,,,,,
2021-22,2210580,31,2022-04-02 15:00:00,7,Aston Villa,Away,207.0,20.0,2.0,3.0,1.0,,,167.0,5.0,2.0,4.0,4.0,4.0,22.0,371.0,,,13.0,16.0,10.0,8.0,2.0,3.0,1.0,,1.0,,,1.0,1.0,,,,2.0,8.0,1.0,,,,,2.0,5.0,9.0,3.0,9.0,6.0,72.0,58.0,3.0,3.0,1.0,2.0,24.0,3.0,10.0,,9.0,8.0,4.0,,18.0,2.0,56.0,49.0,2.0,11.0,5.0,,,,,,,38.0,52.0,8.0,15.0,1.0,,3.0,1.0,1.0,141.0,,,,,,,5.0,,1.0,,5.0,,8.0,8.0,1.0,4.0,119.0,57.0,36.0,4.0,,5.0,5.0,5.0,420.0,3.0,1.0,1.0,60.0,35.0,33.0,,,,1.0,133.0,133.0,2.0,26.0,25.0,51.7,,,,,24.0,0.0,109.0,2.0,2.0,3.0,,,1.0,7.0,,3.0,20.0,67.0,354.0,13.0,10.0,219.0,43.0,11.0,13.0,9.0,22.0,13.0,1.0,105.0,4.0,244.0,1.0,2.0,10.0,4.0,43.0,1.0,441.0,,0.0,15.0,17.0,,16.0,3.0,641.0,28.0,16.0,8.0,9.0,7.0,0.0,,1.0,,,,,,,,,
2021-22,2210577,31,2022-04-02 17:30:00,1,Man Utd,Home,252.0,26.0,2.0,7.0,5.0,1.0,,255.0,9.0,,1.0,1.0,4.0,32.0,500.0,,,20.0,8.0,12.0,8.0,2.0,2.0,,,,,,,,,,,,9.0,,,,,,,10.0,8.0,3.0,10.0,1.0,79.0,58.0,,,1.0,1.0,16.0,1.0,12.0,,6.0,7.0,6.0,,6.0,1.0,48.0,41.0,1.0,12.0,7.0,,1.0,,,,,23.0,63.0,13.0,6.0,,,1.0,1.0,,174.0,,,,,,,10.0,1.0,,,7.0,,9.0,9.0,1.0,1.0,167.0,58.0,40.0,5.0,1.0,5.0,5.0,5.0,562.0,2.0,1.0,,80.0,63.0,29.0,,,,,126.0,126.0,3.0,23.0,29.0,53.9,,,1.0,,16.0,0.0,162.0,1.0,1.0,2.0,,,,5.0,,3.0,9.0,139.0,483.0,7.0,10.0,275.0,42.0,12.0,22.0,5.0,19.0,14.0,,178.0,3.0,326.0,,,6.0,6.0,52.0,4.0,582.0,1.0,0.0,11.0,10.0,3.0,21.0,2.0,742.0,29.0,11.0,13.0,6.0,6.0,0.0,,,,,,,,,,,
2021-22,2210577,31,2022-04-02 17:30:00,13,Leicester,Away,215.0,14.0,,4.0,4.0,1.0,2.0,206.0,6.0,,7.0,3.0,2.0,19.0,417.0,,,14.0,12.0,8.0,7.0,2.0,,,,,,,,,,,,,9.0,,,,,,2.0,5.0,10.0,1.0,8.0,3.0,82.0,59.0,1.0,1.0,1.0,,17.0,2.0,13.0,1.0,5.0,2.0,2.0,,9.0,1.0,41.0,48.0,,23.0,7.0,,1.0,,,,,23.0,44.0,6.0,13.0,1.0,,4.0,4.0,,152.0,1.0,,1.0,1.0,,,7.0,1.0,,,7.0,,18.0,18.0,2.0,7.0,138.0,60.0,38.0,6.0,,5.0,5.0,3.0,471.0,1.0,1.0,,91.0,60.0,20.0,,,,,108.0,108.0,8.0,20.0,22.0,46.1,,2.0,,,17.0,0.0,123.0,4.0,,4.0,,,,6.0,1.0,3.0,14.0,93.0,397.0,9.0,10.0,238.0,30.0,23.0,13.0,5.0,13.0,8.0,,122.0,2.0,270.0,,,6.0,2.0,40.0,1.0,495.0,,0.0,11.0,15.0,1.0,15.0,2.0,667.0,16.0,8.0,12.0,5.0,9.0,0.0,,,,,,,,,,,
2021-22,2210579,31,2022-04-03 14:00:00,11,Everton,Away,161.0,19.0,1.0,4.0,3.0,3.0,1.0,179.0,8.0,2.0,5.0,2.0,3.0,25.0,336.0,1.0,1.0,14.0,19.0,15.0,9.0,1.0,1.0,,,,,,,,,,,,11.0,,,1.0,,,1.0,8.0,6.0,5.0,8.0,5.0,57.0,51.0,,,,,13.0,5.0,6.0,,4.0,9.0,8.0,,6.0,,47.0,39.0,,16.0,6.0,,1.0,,,,,25.0,63.0,12.0,9.0,,,2.0,3.0,,137.0,1.0,,1.0,,1.0,,9.0,,,1.0,6.0,1.0,10.0,10.0,2.0,5.0,101.0,54.0,29.0,2.0,1.0,5.0,6.0,2.0,384.0,2.0,2.0,,65.0,38.0,35.0,,,,,118.0,118.0,2.0,16.0,25.0,44.3,1.0,,,,13.0,0.0,112.0,1.0,2.0,4.0,1.0,2.0,,6.0,,1.0,13.0,105.0,320.0,10.0,11.0,172.0,34.0,16.0,11.0,3.0,23.0,20.0,,150.0,7.0,258.0,,2.0,16.0,3.0,54.0,1.0,407.0,1.0,1.0,13.0,9.0,1.0,17.0,2.0,574.0,20.0,11.0,6.0,4.0,7.0,0.0,,,,,,,,,,,
2021-22,2210579,31,2022-04-03 14:00:00,21,West Ham,Home,240.0,12.0,,2.0,2.0,1.0,,203.0,5.0,,6.0,6.0,3.0,22.0,441.0,,1.0,13.0,15.0,19.0,8.0,,1.0,3.0,1.0,1.0,,,2.0,,,,,1.0,8.0,,,,,,,4.0,8.0,5.0,6.0,5.0,79.0,56.0,2.0,2.0,1.0,1.0,12.0,2.0,6.0,,2.0,9.0,2.0,1.0,5.0,,39.0,47.0,1.0,18.0,13.0,,,,,,,25.0,47.0,9.0,11.0,,,3.0,1.0,2.0,178.0,,,,,,1.0,6.0,1.0,1.0,,13.0,,4.0,4.0,,6.0,147.0,70.0,42.0,4.0,1.0,3.0,5.0,5.0,510.0,5.0,,,82.0,78.0,20.0,,,,,127.0,127.0,2.0,28.0,20.0,55.7,,,,1.0,12.0,0.0,125.0,,1.0,1.0,,,3.0,4.0,,2.0,12.0,75.0,424.0,2.0,8.0,272.0,36.0,18.0,10.0,1.0,13.0,12.0,3.0,104.0,7.0,270.0,1.0,,24.0,3.0,56.0,1.0,529.0,,0.0,11.0,11.0,1.0,15.0,1.0,672.0,22.0,16.0,6.0,2.0,5.0,0.0,,,,,,,,,,,
2021-22,2210578,31,2022-04-03 16:30:00,4,Newcastle,Away,189.0,10.0,2.0,3.0,1.0,,,138.0,8.0,,6.0,5.0,2.0,27.0,324.0,,,8.0,10.0,16.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,6.0,,,,,,,4.0,13.0,6.0,4.0,4.0,63.0,40.0,,,,,6.0,4.0,6.0,1.0,3.0,8.0,3.0,1.0,9.0,,40.0,46.0,,17.0,10.0,,,,,,,21.0,40.0,7.0,10.0,,,4.0,2.0,1.0,124.0,,,,,,,11.0,,1.0,,10.0,,7.0,7.0,1.0,6.0,99.0,51.0,34.0,2.0,,2.0,2.0,1.0,355.0,4.0,2.0,,48.0,45.0,23.0,,,,,102.0,102.0,4.0,13.0,17.0,39.2,,3.0,,,6.0,0.0,93.0,,1.0,1.0,,,,3.0,1.0,3.0,10.0,73.0,305.0,3.0,4.0,198.0,18.0,17.0,15.0,3.0,16.0,13.0,,98.0,3.0,197.0,1.0,,13.0,2.0,43.0,4.0,379.0,,0.0,8.0,13.0,,9.0,3.0,526.0,16.0,10.0,7.0,3.0,9.0,0.0,,,,,,,,,,,
2021-22,2210578,31,2022-04-03 16:30:00,6,Spurs,Home,342.0,21.0,1.0,5.0,4.0,,1.0,211.0,5.0,,3.0,2.0,10.0,29.0,548.0,,,10.0,16.0,10.0,12.0,1.0,2.0,,,1.0,,,1.0,,,,,,16.0,,,,,,,9.0,4.0,4.0,13.0,6.0,87.0,42.0,5.0,1.0,5.0,,6.0,5.0,7.0,,2.0,5.0,5.0,1.0,8.0,,46.0,40.0,,18.0,10.0,,,,,,,21.0,40.0,10.0,7.0,1.0,,2.0,2.0,1.0,142.0,4.0,,4.0,3.0,1.0,,5.0,4.0,,,10.0,,2.0,2.0,,3.0,194.0,54.0,35.0,3.0,2.0,7.0,10.0,6.0,589.0,4.0,1.0,,38.0,38.0,31.0,,,,,85.0,85.0,3.0,19.0,17.0,60.8,,,3.0,,6.0,0.0,181.0,,,,,,,8.0,,3.0,11.0,99.0,533.0,3.0,17.0,357.0,37.0,18.0,11.0,2.0,14.0,12.0,,122.0,1.0,261.0,,,8.0,10.0,45.0,,604.0,,0.0,19.0,17.0,2.0,10.0,2.0,740.0,30.0,6.0,6.0,2.0,10.0,0.0,,,,,,,,,,,
2021-22,2210574,31,2022-04-04 20:00:00,3,Arsenal,Away,264.0,14.0,1.0,3.0,2.0,,,296.0,4.0,2.0,3.0,1.0,6.0,14.0,557.0,,,28.0,11.0,10.0,9.0,1.0,1.0,,,,,,,,,,,,11.0,,,1.0,,,,10.0,3.0,3.0,6.0,6.0,102.0,64.0,1.0,2.0,,,14.0,1.0,9.0,,2.0,6.0,1.0,,11.0,1.0,52.0,44.0,,5.0,2.0,,,,,,,29.0,67.0,15.0,10.0,,,1.0,,,191.0,,,,,,,5.0,,,1.0,2.0,1.0,8.0,8.0,,3.0,175.0,77.0,49.0,,,7.0,3.0,3.0,625.0,,2.0,,88.0,80.0,22.0,1.0,1.0,1.0,,145.0,145.0,6.0,29.0,26.0,68.6,1.0,,,,14.0,0.0,179.0,,2.0,2.0,,,,8.0,,3.0,18.0,147.0,538.0,3.0,10.0,282.0,38.0,5.0,15.0,2.0,9.0,7.0,,189.0,1.0,374.0,,2.0,15.0,6.0,40.0,4.0,647.0,,0.0,12.0,16.0,,30.0,2.0,826.0,22.0,23.0,8.0,2.0,9.0,0.0,,,,,,,,,,,
2021-22,2210574,31,2022-04-04 20:00:00,31,Crystal Palace,Home,129.0,14.0,,1.0,1.0,3.0,,80.0,6.0,,2.0,6.0,2.0,25.0,208.0,,,11.0,10.0,11.0,2.0,,,,,,,1.0,1.0,,,,,,3.0,1.0,,,,,1.0,6.0,6.0,6.0,3.0,3.0,56.0,63.0,2.0,,3.0,1.0,13.0,,8.0,,,5.0,,,10.0,1.0,44.0,52.0,1.0,16.0,5.0,,,,,,,29.0,48.0,11.0,14.0,1.0,,4.0,1.0,1.0,132.0,2.0,,,2.0,,,9.0,1.0,,1.0,5.0,,10.0,10.0,1.0,2.0,59.0,77.0,31.0,2.0,2.0,1.0,3.0,5.0,266.0,1.0,,,64.0,30.0,9.0,,,,1.0,138.0,138.0,6.0,30.0,19.0,31.4,,,,,13.0,0.0,46.0,2.0,1.0,3.0,,,,1.0,,3.0,11.0,34.0,192.0,10.0,4.0,150.0,30.0,16.0,15.0,,6.0,6.0,,73.0,7.0,149.0,,,26.0,3.0,65.0,2.0,293.0,,0.0,6.0,18.0,,17.0,0.0,468.0,11.0,24.0,9.0,,8.0,0.0,,,,,,,,,,,
2021-22,2210587,32,2022-04-08 20:00:00,39,Wolves,Away,270.0,26.0,1.0,2.0,1.0,,,185.0,6.0,1.0,6.0,2.0,5.0,24.0,453.0,,,18.0,11.0,10.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,8.0,8.0,4.0,3.0,2.0,77.0,61.0,,,,,11.0,1.0,10.0,,2.0,6.0,5.0,,2.0,,45.0,49.0,,15.0,7.0,,,,,,,22.0,46.0,13.0,6.0,,,2.0,2.0,,160.0,,,,,,,8.0,,2.0,,7.0,,7.0,7.0,,6.0,160.0,67.0,35.0,1.0,,1.0,1.0,2.0,528.0,5.0,,,74.0,54.0,20.0,1.0,1.0,1.0,,126.0,126.0,3.0,27.0,23.0,58.9,,,,1.0,11.0,0.0,149.0,2.0,1.0,3.0,,,,2.0,,3.0,6.0,81.0,440.0,4.0,2.0,296.0,50.0,15.0,18.0,1.0,14.0,13.0,,119.0,4.0,264.0,2.0,1.0,9.0,6.0,51.0,,546.0,1.0,0.0,5.0,24.0,2.0,19.0,1.0,699.0,9.0,9.0,9.0,2.0,12.0,0.0,,,,,,,,,,,
2021-22,2210587,32,2022-04-08 20:00:00,4,Newcastle,Home,166.0,23.0,,2.0,2.0,2.0,1.0,144.0,2.0,,2.0,3.0,,30.0,308.0,,1.0,15.0,10.0,11.0,7.0,,,2.0,,,,,1.0,,,,,,7.0,1.0,,,,,3.0,4.0,3.0,2.0,8.0,4.0,47.0,60.0,,,1.0,2.0,10.0,5.0,9.0,2.0,1.0,8.0,4.0,,18.0,1.0,49.0,45.0,2.0,13.0,9.0,,,,,,,22.0,51.0,6.0,13.0,1.0,,4.0,3.0,1.0,135.0,,,,,,,5.0,,2.0,,9.0,,8.0,8.0,1.0,2.0,108.0,75.0,41.0,2.0,,3.0,4.0,4.0,360.0,1.0,,,64.0,40.0,26.0,,,,1.0,125.0,125.0,5.0,22.0,24.0,41.1,,,,,10.0,0.0,88.0,1.0,1.0,2.0,,,2.0,3.0,,3.0,16.0,69.0,299.0,6.0,7.0,179.0,45.0,13.0,16.0,,15.0,15.0,2.0,103.0,4.0,214.0,2.0,,12.0,,63.0,1.0,378.0,,0.0,12.0,11.0,2.0,20.0,1.0,550.0,19.0,12.0,10.0,1.0,7.0,0.0,,,,,,,,,,,
2021-22,2210584,32,2022-04-09 12:30:00,1,Man Utd,Away,224.0,24.0,2.0,5.0,3.0,2.0,,304.0,7.0,,7.0,3.0,11.0,24.0,523.0,,,25.0,16.0,28.0,8.0,1.0,3.0,,,,,,,,,,,,8.0,,,,,,1.0,7.0,4.0,3.0,7.0,5.0,95.0,77.0,1.0,1.0,,1.0,27.0,7.0,10.0,,7.0,11.0,9.0,,8.0,1.0,52.0,57.0,1.0,14.0,9.0,,,,,,,30.0,66.0,10.0,4.0,,,1.0,,,209.0,,,,,,,7.0,,,2.0,9.0,,12.0,12.0,2.0,7.0,184.0,55.0,33.0,5.0,,1.0,8.0,4.0,624.0,2.0,2.0,,157.0,55.0,41.0,,,,,185.0,185.0,6.0,34.0,30.0,67.5,,,,1.0,27.0,0.0,153.0,,2.0,2.0,,,,1.0,2.0,3.0,16.0,173.0,506.0,9.0,10.0,271.0,43.0,14.0,20.0,4.0,24.0,20.0,,226.0,3.0,394.0,,,18.0,12.0,51.0,2.0,641.0,,0.0,12.0,15.0,,27.0,2.0,858.0,43.0,24.0,10.0,7.0,10.0,0.0,,,,,,,,,,,
2021-22,2210584,32,2022-04-09 12:30:00,11,Everton,Home,108.0,14.0,1.0,3.0,2.0,1.0,1.0,98.0,1.0,,4.0,3.0,1.0,18.0,203.0,,,20.0,28.0,16.0,3.0,2.0,2.0,,,,,,,,,,,,4.0,,,,,,1.0,4.0,7.0,5.0,4.0,3.0,52.0,76.0,,,,3.0,25.0,2.0,10.0,,5.0,5.0,,,11.0,3.0,57.0,52.0,3.0,35.0,20.0,,,,,,,30.0,67.0,4.0,8.0,1.0,,2.0,2.0,,135.0,,,,,,,6.0,1.0,1.0,,20.0,,12.0,12.0,1.0,4.0,57.0,66.0,26.0,7.0,,2.0,3.0,3.0,287.0,7.0,2.0,,66.0,37.0,20.0,,,,,162.0,162.0,6.0,31.0,26.0,32.5,,,,2.0,25.0,0.0,63.0,3.0,1.0,4.0,,,,2.0,,2.0,14.0,46.0,196.0,15.0,5.0,128.0,33.0,35.0,14.0,5.0,12.0,7.0,,107.0,4.0,191.0,1.0,,21.0,3.0,58.0,1.0,307.0,1.0,0.0,7.0,18.0,1.0,25.0,2.0,531.0,13.0,26.0,10.0,5.0,12.0,0.0,,,,,,,,,,,
2021-22,2210581,32,2022-04-09 15:00:00,3,Arsenal,Home,198.0,16.0,2.0,5.0,3.0,1.0,,233.0,3.0,1.0,4.0,1.0,1.0,24.0,426.0,2.0,,16.0,16.0,9.0,12.0,2.0,5.0,,,,1.0,,2.0,,,,,,11.0,,,2.0,,,2.0,6.0,2.0,6.0,13.0,7.0,70.0,58.0,2.0,3.0,,2.0,18.0,11.0,5.0,1.0,11.0,7.0,6.0,,15.0,,52.0,41.0,2.0,7.0,3.0,,,,,,,27.0,65.0,12.0,17.0,,,6.0,,2.0,153.0,1.0,,,1.0,,,3.0,1.0,,1.0,3.0,2.0,6.0,6.0,,4.0,138.0,48.0,31.0,2.0,1.0,2.0,13.0,4.0,486.0,,1.0,,61.0,56.0,39.0,,,,,140.0,140.0,6.0,24.0,22.0,64.6,2.0,,,,18.0,0.0,151.0,1.0,,1.0,,,,5.0,4.0,2.0,13.0,115.0,400.0,9.0,15.0,230.0,32.0,7.0,12.0,10.0,23.0,13.0,,157.0,6.0,305.0,,1.0,14.0,1.0,46.0,2.0,512.0,2.0,0.0,20.0,9.0,,17.0,3.0,688.0,39.0,11.0,6.0,11.0,6.0,0.0,,,,,,,,,,,
2021-22,2210581,32,2022-04-09 15:00:00,36,Brighton,Away,116.0,13.0,1.0,1.0,,2.0,,87.0,,,2.0,1.0,3.0,13.0,202.0,1.0,,12.0,9.0,16.0,3.0,1.0,1.0,,,,,,,,,,,,7.0,,,,,,,14.0,13.0,7.0,2.0,6.0,55.0,53.0,1.0,,1.0,2.0,17.0,1.0,6.0,,2.0,6.0,2.0,,6.0,2.0,41.0,52.0,2.0,28.0,18.0,,,,,,,27.0,40.0,19.0,10.0,,,,,,114.0,2.0,,2.0,2.0,,,4.0,2.0,2.0,2.0,18.0,,16.0,16.0,,2.0,56.0,56.0,16.0,11.0,2.0,3.0,3.0,3.0,258.0,10.0,1.0,,60.0,24.0,17.0,,,,,127.0,127.0,3.0,23.0,20.0,35.4,,,,,17.0,0.0,58.0,2.0,1.0,3.0,,,,4.0,,3.0,14.0,43.0,195.0,7.0,6.0,138.0,32.0,28.0,8.0,2.0,10.0,8.0,,77.0,4.0,155.0,2.0,,24.0,3.0,60.0,2.0,283.0,1.0,0.0,8.0,21.0,,19.0,4.0,473.0,9.0,18.0,5.0,2.0,13.0,0.0,,,,,,,,,,,
2021-22,2210589,32,2022-04-09 15:00:00,20,Southampton,Home,119.0,9.0,,2.0,2.0,,,101.0,1.0,2.0,3.0,9.0,8.0,19.0,218.0,,,14.0,20.0,9.0,4.0,,1.0,,,,,,,,,,,,3.0,,,,,,,7.0,18.0,6.0,2.0,2.0,45.0,62.0,1.0,1.0,,,20.0,3.0,8.0,,2.0,8.0,2.0,,18.0,2.0,67.0,39.0,,15.0,5.0,2.0,,,,,,22.0,34.0,11.0,10.0,,,3.0,3.0,,112.0,,,,,,,7.0,,,,5.0,,10.0,10.0,1.0,3.0,70.0,68.0,25.0,3.0,,,4.0,1.0,268.0,2.0,1.0,,57.0,47.0,21.0,,,,,144.0,144.0,4.0,34.0,19.0,29.0,,,,,20.0,0.0,65.0,7.0,1.0,8.0,,,,,,3.0,12.0,56.0,204.0,12.0,4.0,135.0,23.0,15.0,14.0,1.0,14.0,13.0,,81.0,1.0,171.0,,2.0,26.0,8.0,50.0,,292.0,,0.0,4.0,18.0,,24.0,1.0,481.0,9.0,18.0,3.0,3.0,11.0,0.0,,,,,,,,,,,
2021-22,2210589,32,2022-04-09 15:00:00,8,Chelsea,Away,297.0,22.0,1.0,3.0,2.0,,,368.0,3.0,,2.0,2.0,8.0,19.0,662.0,,,17.0,9.0,20.0,14.0,1.0,1.0,2.0,,,,,,,,,,,22.0,,,1.0,1.0,1.0,1.0,4.0,2.0,2.0,18.0,6.0,108.0,71.0,4.0,4.0,5.0,2.0,17.0,2.0,3.0,,3.0,3.0,1.0,,11.0,1.0,39.0,67.0,2.0,14.0,7.0,,,,,,,22.0,78.0,10.0,11.0,5.0,,5.0,1.0,,228.0,1.0,,1.0,1.0,,,3.0,6.0,,,7.0,3.0,4.0,4.0,,2.0,205.0,73.0,51.0,3.0,1.0,6.0,10.0,14.0,734.0,3.0,1.0,,97.0,75.0,29.0,,,,,123.0,123.0,2.0,27.0,40.0,71.0,3.0,,,,17.0,0.0,207.0,1.0,,1.0,,,2.0,8.0,,3.0,10.0,137.0,648.0,6.0,16.0,318.0,34.0,14.0,15.0,3.0,8.0,5.0,2.0,172.0,3.0,438.0,,,11.0,9.0,38.0,1.0,748.0,,0.0,24.0,29.0,2.0,17.0,0.0,929.0,30.0,12.0,8.0,3.0,19.0,0.0,,,,,,,,,,,
