season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgLeft,attOboxOwnGoal,attPenPost,attLgRight,attPenMiss,ptsGainedLosingPos,blockedPass,putThrough
2011-12,360648,18,2011-12-26 15:00:00,43,Man City,Away,231.0,15.0,2.0,5.0,3.0,2.0,,380.0,6.0,,3.0,6.0,13.0,51.0,606.0,,,23.0,10.0,6.0,10.0,2.0,,,,,,1.0,,,,,12.0,,,1.0,,,,2.0,6.0,,,76.0,53.0,2.0,2.0,,1.0,5.0,4.0,,9.0,17.0,9.0,,13.0,1.0,44.0,29.0,1.0,7.0,3.0,,,76.0,11.0,8.0,,,2.0,1.0,1.0,172.0,,,,,,,7.0,,,2.0,12.0,1.0,13.0,13.0,1.0,3.0,212.0,72.0,58.0,5.0,,6.0,6.0,4.0,,2.0,2.0,,113.0,103.0,32.0,,,,,,142.0,130.0,,29.0,21.0,72.6,1.0,,,0.0,211.0,,1.0,,,2.0,,8.0,,3.0,193.0,,12.0,241.0,27.0,19.0,12.0,7.0,34.0,27.0,,235.0,4.0,464.0,,,16.0,15.0,64.0,2.0,671.0,,0.0,17.0,11.0,10.0,23.0,1.0,853.0,,10.0,4.0,9.0,10.0,0.0,,,,,,,,,
2011-12,360645,18,2011-12-26 19:45:00,110,Stoke,Home,66.0,2.0,5.0,9.0,4.0,6.0,1.0,88.0,5.0,2.0,2.0,19.0,3.0,24.0,145.0,,,14.0,12.0,15.0,3.0,6.0,,,,,,1.0,,,,,1.0,,,,,,1.0,5.0,5.0,,,27.0,43.0,,,,,3.0,5.0,,7.0,7.0,8.0,,15.0,1.0,53.0,46.0,,18.0,11.0,,,76.0,13.0,11.0,,1.0,2.0,1.0,1.0,132.0,,,,,,,12.0,,1.0,,19.0,1.0,12.0,4.0,,2.0,36.0,78.0,37.0,7.0,,5.0,4.0,1.0,,2.0,3.0,,22.0,64.0,22.0,,,,,,201.0,178.0,2.0,25.0,12.0,39.1,,,,0.0,44.0,1.0,1.0,,,,,6.0,,2.0,48.0,,9.0,81.0,4.0,41.0,11.0,7.0,23.0,16.0,,107.0,19.0,181.0,1.0,2.0,47.0,3.0,48.0,1.0,239.0,,0.0,10.0,17.0,,38.0,3.0,451.0,,11.0,3.0,7.0,15.0,0.0,,,,,,,,,
2011-12,360645,18,2011-12-26 19:45:00,7,Aston Villa,Away,144.0,8.0,1.0,3.0,2.0,6.0,,162.0,4.0,,2.0,9.0,7.0,30.0,303.0,,1.0,19.0,15.0,12.0,6.0,2.0,,1.0,,,1.0,2.0,,,,,5.0,,,,,1.0,,9.0,1.0,,,74.0,52.0,1.0,1.0,,2.0,2.0,3.0,1.0,7.0,10.0,1.0,,8.0,,46.0,53.0,2.0,32.0,21.0,,,71.0,11.0,13.0,,1.0,1.0,,2.0,160.0,,,,,,,7.0,,3.0,,36.0,1.0,18.0,13.0,1.0,2.0,73.0,98.0,43.0,7.0,,6.0,2.0,2.0,,4.0,2.0,,82.0,54.0,13.0,,,,,,189.0,164.0,1.0,19.0,26.0,60.9,1.0,,1.0,0.0,97.0,1.0,,,,2.0,1.0,6.0,,1.0,57.0,,8.0,157.0,26.0,57.0,14.0,5.0,16.0,11.0,1.0,108.0,14.0,263.0,3.0,1.0,39.0,8.0,64.0,1.0,404.0,1.0,0.0,10.0,23.0,2.0,30.0,0.0,630.0,,15.0,5.0,7.0,22.0,0.0,,,,,,,,,
2011-12,360639,18,2011-12-27 15:00:00,3,Arsenal,Home,259.0,13.0,5.0,12.0,7.0,1.0,,331.0,2.0,,1.0,4.0,27.0,23.0,578.0,1.0,4.0,19.0,6.0,13.0,15.0,3.0,,1.0,,,3.0,4.0,,,,,16.0,,,,,,,3.0,3.0,18.0,9.0,98.0,47.0,4.0,3.0,1.0,2.0,9.0,2.0,,13.0,18.0,8.0,,10.0,,28.0,46.0,,4.0,2.0,,,63.0,5.0,12.0,1.0,,5.0,1.0,4.0,205.0,1.0,,1.0,1.0,,1.0,5.0,1.0,,2.0,5.0,,10.0,9.0,,1.0,176.0,88.0,64.0,3.0,,6.0,13.0,11.0,643.0,3.0,1.0,,82.0,77.0,51.0,,,,,,158.0,148.0,4.0,22.0,20.0,73.3,,2.0,,0.0,178.0,,,,,,1.0,7.0,,3.0,160.0,567.0,19.0,273.0,20.0,12.0,16.0,11.0,38.0,27.0,2.0,203.0,4.0,422.0,,,13.0,29.0,34.0,2.0,657.0,2.0,0.0,27.0,12.0,10.0,22.0,2.0,856.0,61.0,20.0,9.0,13.0,12.0,0.0,,,,,,,,,
2011-12,360639,18,2011-12-27 15:00:00,39,Wolves,Away,107.0,7.0,,,,1.0,,63.0,1.0,,,8.0,14.0,20.0,170.0,,2.0,18.0,13.0,6.0,3.0,,,,,,,,,,,,4.0,,,,,,,18.0,9.0,3.0,3.0,45.0,38.0,,,1.0,1.0,3.0,9.0,1.0,3.0,4.0,,,10.0,4.0,46.0,28.0,1.0,20.0,8.0,,,48.0,12.0,3.0,1.0,,,,,111.0,,,,,,,8.0,,2.0,,20.0,,30.0,21.0,6.0,,46.0,61.0,25.0,13.0,,1.0,2.0,1.0,227.0,10.0,,,22.0,34.0,12.0,,,,,,141.0,111.0,1.0,20.0,12.0,26.7,,,1.0,0.0,44.0,6.0,4.0,9.0,,1.0,,2.0,,3.0,33.0,164.0,3.0,122.0,19.0,50.0,4.0,3.0,7.0,4.0,,70.0,5.0,131.0,2.0,,23.0,15.0,49.0,2.0,246.0,,1.0,6.0,17.0,2.0,20.0,3.0,437.0,12.0,12.0,2.0,3.0,10.0,0.0,,,,,,,1.0,,
2011-12,360647,18,2011-12-27 17:00:00,52,QPR,Away,121.0,15.0,5.0,8.0,3.0,3.0,,185.0,5.0,,1.0,11.0,8.0,32.0,298.0,,1.0,18.0,5.0,9.0,9.0,3.0,,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,61.0,50.0,,,1.0,5.0,4.0,6.0,1.0,11.0,10.0,8.0,,10.0,1.0,37.0,46.0,5.0,18.0,3.0,,,66.0,12.0,9.0,,2.0,,,,137.0,,,,,,,7.0,,,,3.0,,11.0,7.0,,1.0,95.0,83.0,47.0,5.0,1.0,6.0,6.0,4.0,,3.0,1.0,,39.0,68.0,17.0,,,,,,153.0,146.0,2.0,21.0,21.0,44.2,,,,0.0,87.0,1.0,1.0,,,,,6.0,,,82.0,,12.0,132.0,25.0,25.0,5.0,10.0,31.0,21.0,,126.0,14.0,279.0,,,29.0,9.0,54.0,1.0,380.0,,0.0,14.0,27.0,1.0,22.0,3.0,580.0,,17.0,1.0,11.0,20.0,0.0,,,,,,,,,
2011-12,360647,18,2011-12-27 17:00:00,80,Swansea,Home,236.0,17.0,3.0,5.0,2.0,3.0,,206.0,5.0,1.0,3.0,1.0,33.0,32.0,437.0,,1.0,17.0,9.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,8.0,6.0,,,106.0,58.0,,,,2.0,2.0,1.0,,5.0,14.0,4.0,,23.0,1.0,46.0,37.0,2.0,18.0,9.0,,,52.0,9.0,12.0,1.0,2.0,,,,159.0,,,,,,,9.0,,1.0,,16.0,,19.0,18.0,1.0,3.0,120.0,86.0,63.0,11.0,,3.0,4.0,3.0,,4.0,1.0,,50.0,87.0,15.0,,,,,,150.0,133.0,2.0,22.0,29.0,55.8,,,1.0,0.0,109.0,1.0,2.0,,,,,3.0,,2.0,67.0,,7.0,251.0,29.0,35.0,10.0,4.0,23.0,19.0,,92.0,4.0,266.0,1.0,1.0,4.0,34.0,42.0,3.0,494.0,,0.0,8.0,14.0,2.0,23.0,1.0,702.0,,15.0,6.0,5.0,9.0,0.0,,,,,,,,,
2011-12,360644,18,2011-12-27 19:30:00,45,Norwich,Home,95.0,16.0,2.0,8.0,6.0,2.0,1.0,208.0,7.0,,4.0,8.0,21.0,30.0,295.0,,,21.0,9.0,9.0,6.0,2.0,,1.0,,1.0,,1.0,,,,,5.0,,,,,,1.0,11.0,9.0,,,66.0,48.0,,,,5.0,3.0,4.0,,3.0,10.0,12.0,,13.0,2.0,41.0,38.0,,15.0,8.0,,1.0,78.0,7.0,6.0,,,2.0,1.0,1.0,159.0,,,,,,,11.0,,1.0,,16.0,,10.0,9.0,,4.0,87.0,86.0,43.0,10.0,,3.0,5.0,2.0,,3.0,1.0,,80.0,65.0,20.0,,,,,,180.0,163.0,5.0,14.0,20.0,40.4,,,,0.0,87.0,2.0,2.0,,,,1.0,4.0,1.0,3.0,92.0,,8.0,116.0,28.0,27.0,11.0,2.0,25.0,23.0,1.0,145.0,7.0,308.0,1.0,,25.0,27.0,53.0,2.0,399.0,,0.0,9.0,20.0,2.0,23.0,1.0,601.0,,12.0,3.0,3.0,14.0,0.0,,,,,,,,,
2011-12,360644,18,2011-12-27 19:30:00,6,Spurs,Away,220.0,18.0,1.0,2.0,2.0,2.0,1.0,300.0,2.0,,10.0,5.0,16.0,44.0,518.0,,,19.0,9.0,9.0,14.0,2.0,,1.0,,1.0,,1.0,,,,,17.0,,,,,,,4.0,5.0,,,99.0,59.0,1.0,1.0,1.0,3.0,3.0,3.0,,10.0,17.0,7.0,,15.0,,38.0,41.0,3.0,15.0,8.0,,,65.0,6.0,7.0,,,2.0,2.0,1.0,182.0,2.0,,1.0,2.0,,,7.0,2.0,1.0,,14.0,,21.0,17.0,,10.0,165.0,76.0,43.0,3.0,2.0,10.0,8.0,6.0,,3.0,4.0,,81.0,103.0,20.0,,,,,,178.0,168.0,1.0,26.0,19.0,59.6,,,1.0,0.0,153.0,,2.0,,,,1.0,11.0,,3.0,166.0,,18.0,246.0,34.0,25.0,9.0,6.0,31.0,26.0,1.0,193.0,5.0,384.0,2.0,,29.0,19.0,70.0,3.0,599.0,,0.0,20.0,21.0,3.0,26.0,1.0,836.0,,19.0,4.0,10.0,17.0,0.0,,,,,,,,,
2011-12,360652,19,2011-12-30 19:45:00,14,Liverpool,Home,183.0,28.0,1.0,5.0,4.0,2.0,,214.0,6.0,1.0,8.0,3.0,26.0,41.0,392.0,,2.0,22.0,1.0,12.0,7.0,1.0,,,1.0,,,1.0,1.0,1.0,,,14.0,,,1.0,,,,2.0,3.0,,,65.0,62.0,1.0,,2.0,2.0,3.0,2.0,1.0,7.0,17.0,9.0,,13.0,,26.0,51.0,2.0,5.0,4.0,,,71.0,7.0,11.0,2.0,,6.0,3.0,1.0,180.0,1.0,,1.0,1.0,,,6.0,2.0,,,5.0,1.0,11.0,8.0,,9.0,122.0,78.0,43.0,,1.0,6.0,3.0,4.0,,1.0,1.0,1.0,66.0,88.0,18.0,,,,,,156.0,153.0,3.0,22.0,27.0,51.4,1.0,,,0.0,117.0,1.0,,,,,,9.0,,2.0,112.0,,9.0,204.0,46.0,8.0,12.0,6.0,35.0,29.0,,156.0,5.0,315.0,,1.0,17.0,27.0,62.0,4.0,484.0,,0.0,16.0,19.0,4.0,24.0,0.0,671.0,,7.0,9.0,7.0,13.0,0.0,,,,,,,,,
2011-12,360652,19,2011-12-30 19:45:00,4,Newcastle,Away,217.0,9.0,,2.0,2.0,3.0,,170.0,5.0,2.0,1.0,8.0,34.0,15.0,385.0,,1.0,17.0,12.0,1.0,3.0,,,,,1.0,,1.0,,,,,3.0,,,,,,,7.0,9.0,,,85.0,58.0,1.0,1.0,,5.0,,9.0,,,5.0,2.0,,11.0,1.0,51.0,26.0,5.0,11.0,4.0,1.0,,63.0,11.0,7.0,,,1.0,,1.0,168.0,,,,,,,11.0,,,,8.0,,19.0,15.0,1.0,2.0,109.0,98.0,48.0,7.0,,2.0,1.0,1.0,,2.0,,,37.0,56.0,16.0,,,,,,162.0,146.0,2.0,38.0,11.0,48.6,,,,0.0,123.0,,1.0,,,1.0,,3.0,,3.0,44.0,,3.0,241.0,31.0,27.0,10.0,,7.0,7.0,,91.0,7.0,251.0,1.0,2.0,37.0,36.0,54.0,2.0,485.0,,0.0,4.0,16.0,2.0,21.0,2.0,648.0,,9.0,2.0,,10.0,0.0,,,,,,,,,
2011-12,360653,19,2011-12-31 12:45:00,1,Man Utd,Home,144.0,15.0,5.0,17.0,12.0,1.0,,313.0,8.0,,2.0,1.0,16.0,34.0,440.0,1.0,,18.0,4.0,8.0,13.0,1.0,,1.0,,,,,,,,,22.0,,,,,,1.0,6.0,5.0,,,53.0,53.0,2.0,1.0,1.0,,9.0,10.0,,17.0,38.0,17.0,,23.0,,55.0,66.0,,11.0,10.0,1.0,,80.0,7.0,10.0,2.0,1.0,5.0,2.0,,138.0,2.0,,1.0,2.0,,,8.0,2.0,,,13.0,,11.0,9.0,,2.0,149.0,46.0,30.0,3.0,,8.0,8.0,5.0,,3.0,2.0,,68.0,80.0,28.0,1.0,1.0,1.0,,,162.0,158.0,7.0,14.0,30.0,62.9,,,1.0,0.0,150.0,,,,,,1.0,13.0,1.0,2.0,187.0,,16.0,149.0,27.0,15.0,26.0,14.0,71.0,57.0,1.0,224.0,2.0,412.0,,,5.0,16.0,44.0,,490.0,1.0,0.0,27.0,33.0,2.0,19.0,2.0,755.0,,16.0,15.0,17.0,26.0,0.0,,,,,,,,,
2011-12,360653,19,2011-12-31 12:45:00,5,Blackburn,Away,151.0,12.0,3.0,3.0,,2.0,,101.0,6.0,1.0,,3.0,11.0,20.0,249.0,,,11.0,8.0,4.0,5.0,1.0,,,,,,,,,,,8.0,1.0,,,,,,15.0,12.0,,,58.0,49.0,,,2.0,7.0,3.0,15.0,,3.0,2.0,1.0,1.0,22.0,3.0,66.0,55.0,7.0,34.0,9.0,1.0,1.0,47.0,10.0,7.0,2.0,1.0,1.0,,,108.0,1.0,1.0,1.0,,1.0,,21.0,1.0,2.0,,22.0,,20.0,18.0,1.0,,75.0,77.0,38.0,17.0,,3.0,4.0,3.0,,8.0,,,50.0,19.0,6.0,,,,,1.0,164.0,124.0,,28.0,14.0,37.1,,,,0.0,69.0,3.0,,,,2.0,,5.0,,3.0,32.0,,7.0,167.0,15.0,74.0,21.0,3.0,6.0,3.0,,57.0,5.0,149.0,2.0,1.0,19.0,14.0,41.0,,310.0,,0.0,11.0,34.0,2.0,16.0,2.0,579.0,,6.0,10.0,3.0,22.0,0.0,,1.0,,,,,,,
2011-12,360649,19,2011-12-31 15:00:00,3,Arsenal,Home,179.0,12.0,1.0,2.0,1.0,2.0,,243.0,2.0,,5.0,3.0,18.0,20.0,420.0,2.0,2.0,17.0,8.0,13.0,12.0,,,2.0,,,,1.0,,,,,13.0,,,,,,1.0,2.0,6.0,,,69.0,60.0,3.0,3.0,1.0,2.0,6.0,4.0,,12.0,9.0,2.0,,11.0,3.0,40.0,52.0,2.0,15.0,10.0,,,65.0,11.0,13.0,1.0,,2.0,,1.0,156.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,,19.0,,13.0,10.0,,6.0,141.0,76.0,44.0,4.0,,6.0,7.0,4.0,,1.0,3.0,,49.0,73.0,28.0,,,,,,159.0,146.0,3.0,20.0,27.0,59.2,,,1.0,0.0,133.0,1.0,3.0,,,,2.0,8.0,,3.0,106.0,,13.0,189.0,22.0,28.0,14.0,8.0,19.0,11.0,2.0,153.0,3.0,329.0,2.0,,18.0,18.0,39.0,6.0,499.0,2.0,0.0,18.0,18.0,4.0,22.0,2.0,696.0,,14.0,8.0,12.0,14.0,0.0,,,,,,,,,
2011-12,360649,19,2011-12-31 15:00:00,52,QPR,Away,118.0,12.0,1.0,2.0,1.0,4.0,,137.0,6.0,,2.0,14.0,5.0,22.0,253.0,,2.0,8.0,13.0,8.0,6.0,,,,,,,,,,,,6.0,,,,,,1.0,12.0,6.0,,,41.0,55.0,,,,3.0,1.0,8.0,1.0,4.0,5.0,3.0,,13.0,1.0,52.0,40.0,3.0,22.0,16.0,1.0,,64.0,13.0,11.0,,,4.0,2.0,,144.0,,,,,,,14.0,,,,23.0,,19.0,15.0,1.0,2.0,72.0,79.0,37.0,12.0,,3.0,3.0,4.0,,7.0,1.0,,33.0,44.0,15.0,,,,,,150.0,141.0,,30.0,15.0,40.8,,,1.0,0.0,79.0,1.0,2.0,,,,,3.0,,3.0,62.0,,6.0,133.0,28.0,31.0,9.0,3.0,13.0,10.0,,110.0,9.0,216.0,,,36.0,6.0,51.0,5.0,336.0,,0.0,8.0,17.0,3.0,10.0,2.0,520.0,,13.0,4.0,4.0,12.0,0.0,,,,,,,,,
2011-12,360650,19,2011-12-31 15:00:00,30,Bolton,Home,87.0,11.0,2.0,4.0,2.0,4.0,,141.0,4.0,1.0,1.0,12.0,13.0,27.0,224.0,,1.0,27.0,8.0,25.0,9.0,2.0,,,,,,,,,,,9.0,,,,,,1.0,4.0,5.0,,,44.0,57.0,,,,3.0,1.0,1.0,,3.0,12.0,4.0,1.0,7.0,1.0,27.0,59.0,3.0,31.0,18.0,,,94.0,12.0,9.0,,,2.0,1.0,,150.0,1.0,,,1.0,,,10.0,1.0,,1.0,27.0,1.0,22.0,20.0,3.0,1.0,85.0,101.0,40.0,6.0,,3.0,9.0,8.0,,1.0,2.0,,35.0,60.0,23.0,,,,,,195.0,174.0,3.0,19.0,24.0,51.4,,,1.0,0.0,70.0,1.0,,,,3.0,,4.0,,2.0,72.0,,12.0,115.0,30.0,52.0,3.0,3.0,20.0,17.0,,148.0,17.0,254.0,,2.0,43.0,13.0,72.0,1.0,349.0,,0.0,13.0,21.0,2.0,29.0,0.0,582.0,,15.0,3.0,3.0,17.0,0.0,,,,,,,,,
2011-12,360650,19,2011-12-31 15:00:00,39,Wolves,Away,99.0,2.0,2.0,8.0,6.0,4.0,1.0,127.0,1.0,,4.0,29.0,24.0,32.0,218.0,,1.0,37.0,25.0,8.0,6.0,1.0,,,,,,,,,,,6.0,,,1.0,,,1.0,7.0,6.0,,,67.0,50.0,1.0,,1.0,1.0,1.0,3.0,,6.0,11.0,4.0,,19.0,2.0,59.0,27.0,1.0,22.0,12.0,,,97.0,10.0,11.0,1.0,,2.0,2.0,,170.0,1.0,1.0,1.0,,1.0,,6.0,,2.0,1.0,24.0,1.0,12.0,11.0,2.0,4.0,49.0,106.0,46.0,3.0,,5.0,3.0,2.0,,1.0,,,52.0,42.0,21.0,,,,,,202.0,174.0,,15.0,18.0,48.6,1.0,,,0.0,41.0,6.0,1.0,,,1.0,,6.0,,3.0,76.0,,8.0,121.0,12.0,50.0,4.0,6.0,23.0,17.0,,143.0,11.0,229.0,2.0,,61.0,24.0,68.0,7.0,327.0,,0.0,9.0,7.0,1.0,43.0,0.0,552.0,,10.0,1.0,6.0,4.0,0.0,,,,,,,,,
2011-12,360651,19,2011-12-31 15:00:00,7,Aston Villa,Away,124.0,12.0,,3.0,3.0,2.0,,113.0,4.0,,3.0,6.0,3.0,20.0,234.0,1.0,,11.0,10.0,9.0,5.0,,,2.0,,,,,,,,,8.0,,,,,,1.0,6.0,12.0,,,48.0,52.0,5.0,3.0,3.0,4.0,1.0,5.0,,2.0,4.0,4.0,,5.0,1.0,40.0,49.0,4.0,27.0,14.0,,,54.0,13.0,7.0,1.0,,2.0,2.0,,129.0,2.0,,2.0,2.0,,,15.0,3.0,,,32.0,,21.0,18.0,3.0,3.0,68.0,84.0,39.0,9.0,2.0,2.0,5.0,7.0,,3.0,1.0,,49.0,23.0,11.0,1.0,1.0,1.0,,,160.0,132.0,1.0,31.0,14.0,38.0,,,2.0,0.0,72.0,,1.0,,,1.0,2.0,2.0,,3.0,53.0,,7.0,153.0,19.0,55.0,19.0,2.0,12.0,10.0,2.0,85.0,10.0,176.0,,,24.0,3.0,45.0,1.0,317.0,1.0,0.0,10.0,21.0,,16.0,1.0,535.0,,10.0,12.0,2.0,17.0,0.0,,,,,,,,,
2011-12,360651,19,2011-12-31 15:00:00,8,Chelsea,Home,167.0,21.0,1.0,4.0,3.0,1.0,1.0,266.0,1.0,1.0,6.0,3.0,14.0,43.0,429.0,,1.0,28.0,9.0,10.0,6.0,2.0,,,,2.0,,3.0,,1.0,,,11.0,1.0,,1.0,,,,8.0,2.0,,,61.0,62.0,,,1.0,1.0,3.0,12.0,1.0,9.0,16.0,13.0,,15.0,2.0,49.0,40.0,1.0,6.0,5.0,1.0,,90.0,7.0,13.0,1.0,,7.0,2.0,3.0,180.0,,,,,,,5.0,,1.0,,9.0,1.0,29.0,21.0,,6.0,133.0,76.0,50.0,2.0,,6.0,2.0,2.0,,2.0,2.0,,86.0,67.0,31.0,,,,,1.0,173.0,167.0,3.0,28.0,24.0,62.0,1.0,,,0.0,141.0,2.0,2.0,,,1.0,,13.0,1.0,3.0,127.0,,8.0,174.0,40.0,12.0,11.0,9.0,40.0,31.0,,181.0,8.0,381.0,1.0,1.0,7.0,14.0,54.0,,515.0,,0.0,18.0,12.0,3.0,30.0,1.0,724.0,,16.0,5.0,9.0,10.0,0.0,,,,,,,,,
2011-12,360654,19,2011-12-31 15:00:00,45,Norwich,Home,159.0,35.0,2.0,5.0,3.0,3.0,,240.0,2.0,1.0,3.0,6.0,6.0,44.0,394.0,1.0,,24.0,3.0,5.0,10.0,4.0,,,,,,,,,,,14.0,,,1.0,,,2.0,5.0,6.0,,,76.0,39.0,2.0,1.0,1.0,1.0,8.0,8.0,1.0,4.0,15.0,12.0,,12.0,,38.0,32.0,1.0,13.0,9.0,,,96.0,10.0,7.0,1.0,,2.0,1.0,,154.0,1.0,,1.0,1.0,,,4.0,1.0,,,13.0,1.0,3.0,2.0,,3.0,132.0,75.0,45.0,3.0,,7.0,8.0,4.0,,4.0,1.0,,82.0,56.0,37.0,,,,,,152.0,145.0,1.0,12.0,22.0,51.4,1.0,,,0.0,112.0,1.0,1.0,,,,,8.0,3.0,3.0,123.0,,15.0,170.0,62.0,20.0,6.0,4.0,32.0,28.0,,174.0,9.0,336.0,,1.0,11.0,6.0,66.0,5.0,474.0,1.0,0.0,20.0,19.0,1.0,25.0,0.0,648.0,,12.0,1.0,4.0,18.0,0.0,,,,,,,,,
2011-12,360654,19,2011-12-31 15:00:00,54,Fulham,Away,221.0,21.0,1.0,3.0,2.0,,,168.0,1.0,1.0,3.0,3.0,16.0,32.0,386.0,,1.0,13.0,5.0,3.0,7.0,1.0,,1.0,,1.0,,2.0,,,,,8.0,,,1.0,,,,11.0,9.0,,,88.0,56.0,1.0,1.0,,5.0,3.0,1.0,,3.0,3.0,1.0,,6.0,2.0,32.0,38.0,5.0,15.0,6.0,,,50.0,7.0,10.0,1.0,,3.0,,2.0,147.0,1.0,,,1.0,,,12.0,1.0,1.0,,13.0,2.0,15.0,13.0,,3.0,127.0,95.0,46.0,4.0,,4.0,5.0,3.0,,8.0,2.0,,47.0,52.0,6.0,,,,,,154.0,133.0,1.0,28.0,12.0,48.6,1.0,,1.0,0.0,101.0,3.0,,,,,1.0,5.0,,3.0,60.0,,9.0,246.0,36.0,36.0,21.0,3.0,7.0,4.0,1.0,90.0,1.0,224.0,1.0,1.0,24.0,17.0,65.0,3.0,463.0,,0.0,11.0,17.0,1.0,17.0,0.0,657.0,,13.0,8.0,3.0,13.0,0.0,,,,,,,,,
2011-12,360655,19,2011-12-31 15:00:00,110,Stoke,Home,75.0,14.0,2.0,10.0,8.0,6.0,2.0,158.0,4.0,2.0,5.0,19.0,9.0,33.0,223.0,,,23.0,7.0,18.0,4.0,5.0,,,,,,,,,,,6.0,1.0,,,1.0,,2.0,3.0,8.0,9.0,4.0,39.0,58.0,1.0,1.0,1.0,1.0,2.0,1.0,,8.0,10.0,14.0,,12.0,4.0,43.0,45.0,1.0,19.0,17.0,,,87.0,14.0,6.0,1.0,,5.0,3.0,,147.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,23.0,1.0,11.0,9.0,,5.0,62.0,79.0,47.0,5.0,,8.0,2.0,2.0,294.0,2.0,2.0,,51.0,46.0,54.0,1.0,1.0,1.0,,1.0,175.0,165.0,3.0,17.0,28.0,49.0,1.0,2.0,,0.0,63.0,,4.0,4.0,,,,9.0,1.0,3.0,80.0,211.0,10.0,87.0,17.0,29.0,10.0,8.0,35.0,27.0,,138.0,15.0,259.0,1.0,3.0,38.0,10.0,50.0,3.0,311.0,,0.0,13.0,20.0,1.0,38.0,2.0,523.0,24.0,11.0,1.0,8.0,12.0,0.0,,,,,,,1.0,,
