season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attObxdRight,attPenMiss,penaltySave,secondYellow,attLgRight,attPenPost
2016-17,855181,1,2016-08-13 15:00:00,20,Southampton,Home,221.0,19.0,,3.0,3.0,,1.0,277.0,1.0,,4.0,1.0,26.0,28.0,495.0,,,21.0,19.0,9.0,15.0,1.0,3.0,,,,2.0,2.0,,,,,,16.0,,,,,,3.0,2.0,1.0,4.0,11.0,13.0,87.0,78.0,,,,3.0,13.0,8.0,8.0,,,6.0,11.0,13.0,,22.0,,60.0,44.0,3.0,19.0,9.0,,,72.0,8.0,11.0,1.0,,4.0,1.0,2.0,183.0,,,,,,,6.0,,,,10.0,,16.0,16.0,,4.0,153.0,86.0,51.0,2.0,,6.0,10.0,6.0,565.0,,3.0,,74.0,84.0,45.0,,,,,156.0,156.0,5.0,27.0,41.0,64.3,,,1.0,,13.0,0.0,160.0,,,,1.0,,10.0,,3.0,122.0,484.0,3.0,16.0,231.0,29.0,21.0,14.0,6.0,31.0,25.0,,171.0,1.0,383.0,,,13.0,26.0,57.0,1.0,583.0,2.0,0.0,24.0,13.0,3.0,25.0,1.0,795.0,29.0,7.0,11.0,6.0,10.0,0.0,,,,,,,
2016-17,855181,1,2016-08-13 15:00:00,57,Watford,Away,104.0,19.0,2.0,2.0,1.0,1.0,,122.0,3.0,,3.0,11.0,12.0,31.0,224.0,,,5.0,9.0,19.0,2.0,1.0,1.0,,,,,,,,,,,4.0,,,,,,,7.0,11.0,13.0,1.0,4.0,46.0,74.0,,,,2.0,13.0,,11.0,,,2.0,9.0,5.0,,12.0,5.0,44.0,60.0,2.0,32.0,13.0,,,58.0,12.0,8.0,,,,,,142.0,1.0,,1.0,1.0,,,12.0,1.0,3.0,1.0,13.0,,18.0,18.0,2.0,3.0,63.0,86.0,36.0,6.0,1.0,3.0,1.0,1.0,297.0,8.0,2.0,,60.0,34.0,21.0,,,,,145.0,145.0,2.0,33.0,23.0,35.7,,2.0,,4.0,13.0,0.0,74.0,1.0,4.0,6.0,1.0,,4.0,,3.0,53.0,211.0,10.0,4.0,129.0,37.0,36.0,9.0,2.0,15.0,14.0,,99.0,10.0,211.0,3.0,,34.0,12.0,80.0,,325.0,,1.0,5.0,25.0,1.0,12.0,2.0,522.0,10.0,9.0,8.0,2.0,17.0,0.0,,,,,,,
2016-17,855179,1,2016-08-13 17:30:00,43,Man City,Home,219.0,19.0,3.0,3.0,,,,369.0,1.0,2.0,1.0,3.0,21.0,28.0,585.0,1.0,1.0,26.0,21.0,16.0,9.0,1.0,2.0,,,,2.0,2.0,,,,2.0,,11.0,1.0,,,,,,6.0,4.0,3.0,8.0,8.0,101.0,49.0,1.0,1.0,1.0,2.0,15.0,4.0,11.0,,,9.0,12.0,4.0,,9.0,2.0,59.0,46.0,2.0,15.0,9.0,,,83.0,11.0,13.0,1.0,,4.0,1.0,2.0,206.0,,,,,,,3.0,,1.0,,15.0,,9.0,9.0,2.0,1.0,191.0,76.0,50.0,6.0,,6.0,4.0,4.0,662.0,2.0,2.0,,109.0,87.0,37.0,,,,1.0,151.0,151.0,5.0,19.0,24.0,76.9,,,,,15.0,0.0,183.0,1.0,1.0,2.0,,,8.0,,3.0,173.0,569.0,3.0,10.0,245.0,32.0,26.0,21.0,7.0,24.0,17.0,,217.0,2.0,460.0,1.0,2.0,23.0,22.0,60.0,1.0,681.0,3.0,0.0,16.0,5.0,1.0,27.0,1.0,864.0,36.0,13.0,13.0,9.0,4.0,0.0,,,,,,,
2016-17,855179,1,2016-08-13 17:30:00,56,Sunderland,Away,56.0,10.0,1.0,3.0,2.0,3.0,,51.0,3.0,,3.0,3.0,3.0,13.0,104.0,,1.0,18.0,16.0,21.0,3.0,,3.0,,,,1.0,1.0,1.0,,,,,2.0,,,,,,1.0,8.0,9.0,8.0,4.0,3.0,23.0,49.0,2.0,1.0,1.0,4.0,15.0,2.0,13.0,,,6.0,9.0,3.0,,3.0,2.0,46.0,59.0,4.0,24.0,13.0,,2.0,43.0,14.0,11.0,1.0,,3.0,3.0,1.0,106.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,16.0,,12.0,12.0,,3.0,32.0,61.0,18.0,9.0,,1.0,3.0,3.0,164.0,4.0,3.0,1.0,18.0,25.0,25.0,1.0,1.0,1.0,,137.0,137.0,3.0,26.0,12.0,23.1,,,,1.0,15.0,0.0,28.0,1.0,2.0,3.0,3.0,,2.0,,3.0,24.0,93.0,12.0,4.0,74.0,23.0,35.0,13.0,5.0,20.0,15.0,,63.0,11.0,135.0,1.0,,25.0,3.0,57.0,2.0,189.0,,0.0,7.0,17.0,2.0,27.0,2.0,395.0,9.0,16.0,11.0,6.0,13.0,0.0,,,,,,,
2016-17,855172,1,2016-08-14 13:30:00,1,Man Utd,Away,284.0,13.0,,2.0,2.0,7.0,,206.0,5.0,,1.0,13.0,24.0,35.0,488.0,1.0,1.0,13.0,8.0,8.0,6.0,,,,,,1.0,1.0,,,,,2.0,10.0,,,,,,,6.0,6.0,3.0,8.0,3.0,102.0,62.0,2.0,2.0,2.0,7.0,19.0,2.0,13.0,,,2.0,3.0,2.0,,8.0,2.0,44.0,50.0,7.0,27.0,11.0,,1.0,42.0,10.0,7.0,1.0,,1.0,,1.0,150.0,2.0,,,2.0,,,7.0,3.0,,,12.0,,13.0,13.0,,1.0,151.0,81.0,49.0,4.0,2.0,2.0,6.0,7.0,543.0,4.0,,,70.0,66.0,13.0,,,,,114.0,114.0,2.0,37.0,21.0,52.6,,,,,19.0,0.0,158.0,2.0,,2.0,,,2.0,,3.0,92.0,474.0,11.0,8.0,304.0,29.0,30.0,15.0,2.0,7.0,5.0,,116.0,9.0,264.0,,,34.0,27.0,70.0,4.0,561.0,1.0,0.0,11.0,27.0,1.0,17.0,1.0,743.0,17.0,13.0,8.0,2.0,18.0,0.0,,,,,,,
2016-17,855172,1,2016-08-14 13:30:00,91,Bournemouth,Home,181.0,25.0,,3.0,3.0,1.0,1.0,234.0,3.0,,5.0,4.0,7.0,37.0,412.0,,,24.0,8.0,8.0,5.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,4.0,8.0,3.0,6.0,3.0,81.0,63.0,,,,1.0,19.0,4.0,8.0,,,4.0,14.0,8.0,1.0,19.0,4.0,50.0,44.0,1.0,5.0,2.0,1.0,,61.0,7.0,10.0,,,2.0,1.0,,146.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,,2.0,,10.0,10.0,,5.0,120.0,59.0,43.0,2.0,,1.0,6.0,3.0,458.0,2.0,3.0,,87.0,89.0,26.0,,,,,146.0,146.0,6.0,22.0,30.0,47.4,,,,,19.0,0.0,136.0,3.0,1.0,4.0,,,2.0,,3.0,115.0,393.0,8.0,7.0,192.0,46.0,7.0,21.0,1.0,24.0,23.0,,156.0,3.0,315.0,2.0,,11.0,7.0,58.0,3.0,483.0,,0.0,9.0,15.0,,26.0,0.0,677.0,14.0,19.0,13.0,4.0,12.0,0.0,,,,,,,
2016-17,855173,1,2016-08-14 16:00:00,14,Liverpool,Away,201.0,14.0,,3.0,3.0,1.0,,182.0,3.0,2.0,5.0,3.0,14.0,24.0,380.0,,,18.0,22.0,17.0,10.0,,,,1.0,,,1.0,,,,,,13.0,,,,,,2.0,10.0,6.0,3.0,12.0,4.0,82.0,52.0,2.0,,2.0,3.0,21.0,6.0,10.0,,,4.0,7.0,2.0,,16.0,1.0,70.0,62.0,3.0,20.0,9.0,,,60.0,17.0,13.0,3.0,,2.0,,1.0,172.0,3.0,,2.0,3.0,,,7.0,3.0,2.0,1.0,12.0,,7.0,7.0,1.0,5.0,106.0,73.0,27.0,5.0,1.0,3.0,10.0,7.0,448.0,1.0,2.0,,46.0,59.0,21.0,,1.0,1.0,,145.0,145.0,,21.0,23.0,49.3,,,3.0,2.0,21.0,0.0,119.0,2.0,,2.0,,,3.0,1.0,3.0,95.0,356.0,13.0,13.0,229.0,34.0,26.0,17.0,1.0,10.0,9.0,,139.0,4.0,260.0,2.0,2.0,27.0,17.0,70.0,3.0,479.0,,0.0,16.0,21.0,1.0,22.0,3.0,674.0,28.0,8.0,11.0,4.0,13.0,0.0,,,,1.0,,,
2016-17,855173,1,2016-08-14 16:00:00,3,Arsenal,Home,209.0,25.0,1.0,6.0,5.0,2.0,1.0,183.0,1.0,,5.0,6.0,18.0,29.0,386.0,,,23.0,17.0,22.0,2.0,1.0,1.0,,,,,1.0,,1.0,,,,5.0,,1.0,,,,1.0,11.0,12.0,4.0,6.0,3.0,69.0,54.0,,1.0,,2.0,21.0,1.0,11.0,,,5.0,8.0,4.0,1.0,17.0,2.0,62.0,70.0,2.0,6.0,5.0,,,53.0,13.0,16.0,,,5.0,2.0,1.0,174.0,3.0,1.0,1.0,2.0,1.0,,4.0,2.0,1.0,,5.0,,17.0,17.0,,5.0,114.0,77.0,43.0,4.0,1.0,2.0,4.0,5.0,457.0,6.0,,,76.0,42.0,35.0,,,,1.0,152.0,152.0,3.0,21.0,22.0,50.7,,3.0,,,21.0,0.0,128.0,2.0,1.0,3.0,,,3.0,,3.0,93.0,367.0,8.0,6.0,233.0,45.0,9.0,14.0,5.0,19.0,14.0,,138.0,7.0,271.0,1.0,,15.0,19.0,56.0,4.0,485.0,1.0,0.0,9.0,22.0,1.0,25.0,3.0,687.0,19.0,13.0,10.0,5.0,12.0,0.0,,,,,,,
2016-17,855175,1,2016-08-15 20:00:00,21,West Ham,Away,164.0,11.0,1.0,1.0,,1.0,,94.0,3.0,1.0,3.0,10.0,12.0,37.0,257.0,,,6.0,24.0,25.0,3.0,1.0,3.0,,,,,1.0,,,,,,3.0,,,,,,,10.0,9.0,7.0,4.0,3.0,45.0,65.0,,,,4.0,13.0,2.0,16.0,,1.0,1.0,3.0,1.0,1.0,10.0,3.0,71.0,68.0,4.0,24.0,17.0,1.0,,47.0,16.0,16.0,,,3.0,2.0,1.0,137.0,,,,,,,8.0,,1.0,2.0,18.0,,19.0,19.0,4.0,3.0,85.0,78.0,35.0,7.0,,1.0,3.0,3.0,318.0,4.0,1.0,,44.0,34.0,10.0,1.0,1.0,1.0,,139.0,139.0,2.0,39.0,16.0,38.3,,,,,13.0,0.0,83.0,3.0,1.0,4.0,,,2.0,1.0,3.0,37.0,235.0,7.0,4.0,189.0,27.0,26.0,11.0,1.0,7.0,6.0,,78.0,9.0,168.0,1.0,1.0,39.0,13.0,85.0,1.0,350.0,,0.0,7.0,25.0,,12.0,2.0,527.0,7.0,14.0,3.0,1.0,19.0,0.0,,,,,,,
2016-17,855175,1,2016-08-15 20:00:00,8,Chelsea,Home,218.0,24.0,4.0,5.0,2.0,4.0,,267.0,,,4.0,4.0,14.0,35.0,480.0,1.0,,23.0,25.0,24.0,7.0,3.0,4.0,,,,1.0,2.0,,,,,,9.0,1.0,,,,,,12.0,4.0,3.0,9.0,7.0,91.0,65.0,,,1.0,2.0,13.0,4.0,3.0,,2.0,7.0,12.0,2.0,,8.0,2.0,68.0,71.0,2.0,16.0,13.0,,,86.0,16.0,14.0,1.0,,6.0,2.0,2.0,195.0,1.0,,,1.0,,,,1.0,,,13.0,,7.0,7.0,2.0,4.0,131.0,70.0,53.0,1.0,1.0,4.0,7.0,6.0,538.0,2.0,3.0,,93.0,71.0,38.0,,,,1.0,146.0,146.0,6.0,17.0,36.0,61.7,,,,,13.0,0.0,139.0,1.0,1.0,2.0,,,6.0,,3.0,133.0,464.0,6.0,11.0,230.0,36.0,17.0,33.0,5.0,20.0,16.0,,185.0,8.0,346.0,,,16.0,14.0,58.0,1.0,556.0,1.0,0.0,16.0,18.0,3.0,29.0,5.0,770.0,33.0,20.0,16.0,7.0,10.0,0.0,,,,,,,
2016-17,855184,2,2016-08-19 20:00:00,1,Man Utd,Home,165.0,12.0,1.0,4.0,3.0,,,179.0,6.0,,3.0,2.0,21.0,28.0,340.0,,,23.0,6.0,13.0,7.0,1.0,1.0,,,,,,,,,,,10.0,1.0,,,,,,5.0,7.0,6.0,7.0,5.0,70.0,58.0,,,1.0,5.0,20.0,1.0,3.0,,,4.0,11.0,3.0,,12.0,,44.0,48.0,5.0,15.0,9.0,,,35.0,11.0,8.0,2.0,1.0,1.0,,,131.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,1.0,10.0,,14.0,14.0,1.0,3.0,104.0,51.0,29.0,,,4.0,5.0,5.0,388.0,3.0,1.0,,72.0,48.0,30.0,,,,1.0,128.0,128.0,4.0,25.0,26.0,43.4,,,,,20.0,0.0,103.0,,1.0,1.0,,,6.0,,3.0,81.0,327.0,12.0,9.0,181.0,22.0,20.0,29.0,4.0,18.0,14.0,,111.0,6.0,245.0,1.0,,12.0,25.0,48.0,2.0,408.0,1.0,0.0,12.0,11.0,1.0,29.0,0.0,609.0,24.0,11.0,16.0,4.0,8.0,0.0,,,,,,,
2016-17,855184,2,2016-08-19 20:00:00,20,Southampton,Away,156.0,23.0,,6.0,6.0,1.0,1.0,303.0,1.0,,4.0,4.0,26.0,37.0,453.0,,,18.0,13.0,6.0,10.0,2.0,,,,,,1.0,,,,,,9.0,,,,,,3.0,7.0,7.0,5.0,7.0,6.0,90.0,56.0,,,,3.0,20.0,3.0,16.0,,,,12.0,10.0,,6.0,1.0,48.0,44.0,3.0,15.0,7.0,,,67.0,8.0,10.0,,,3.0,1.0,1.0,154.0,,,,,,,8.0,,1.0,,8.0,,16.0,16.0,1.0,4.0,150.0,73.0,40.0,4.0,,9.0,3.0,1.0,511.0,1.0,,,118.0,86.0,26.0,1.0,1.0,1.0,,118.0,118.0,2.0,23.0,26.0,56.6,,,,,20.0,0.0,139.0,1.0,2.0,3.0,,,9.0,,3.0,139.0,439.0,8.0,12.0,175.0,34.0,22.0,8.0,,23.0,23.0,,176.0,3.0,381.0,1.0,,19.0,29.0,71.0,2.0,533.0,,0.0,13.0,25.0,1.0,21.0,0.0,716.0,21.0,5.0,3.0,,20.0,0.0,,,,,,,
2016-17,855185,2,2016-08-20 12:30:00,110,Stoke,Home,157.0,11.0,1.0,5.0,4.0,1.0,,111.0,5.0,2.0,5.0,13.0,11.0,32.0,263.0,,1.0,21.0,21.0,21.0,3.0,,,,,,,1.0,,,,,,6.0,1.0,,,,,,7.0,9.0,3.0,5.0,3.0,43.0,60.0,1.0,1.0,1.0,1.0,15.0,2.0,12.0,,,7.0,7.0,3.0,,12.0,2.0,65.0,69.0,1.0,20.0,8.0,,,54.0,12.0,13.0,1.0,,2.0,,1.0,151.0,,,,,,,6.0,,,,8.0,,13.0,13.0,1.0,5.0,90.0,79.0,35.0,7.0,,1.0,2.0,3.0,333.0,4.0,2.0,,57.0,32.0,26.0,1.0,1.0,1.0,1.0,154.0,154.0,2.0,27.0,18.0,42.5,,,,1.0,15.0,0.0,77.0,2.0,,2.0,1.0,,3.0,,2.0,51.0,242.0,6.0,3.0,179.0,26.0,25.0,22.0,6.0,16.0,10.0,,99.0,15.0,198.0,,3.0,37.0,11.0,74.0,3.0,361.0,,0.0,8.0,22.0,3.0,28.0,3.0,571.0,17.0,13.0,14.0,7.0,14.0,0.0,,,,,,,
2016-17,855185,2,2016-08-20 12:30:00,43,Man City,Away,166.0,12.0,3.0,5.0,2.0,2.0,1.0,237.0,2.0,1.0,5.0,6.0,11.0,23.0,398.0,,2.0,16.0,21.0,21.0,6.0,1.0,1.0,,,,,,,,,,,9.0,1.0,,,,,1.0,11.0,5.0,3.0,9.0,3.0,79.0,65.0,2.0,,3.0,2.0,15.0,4.0,14.0,,,7.0,7.0,2.0,,15.0,2.0,69.0,65.0,2.0,22.0,15.0,,,55.0,13.0,12.0,2.0,,5.0,2.0,,177.0,3.0,1.0,3.0,2.0,1.0,,6.0,2.0,1.0,,15.0,,17.0,17.0,2.0,5.0,126.0,76.0,45.0,7.0,,2.0,8.0,6.0,470.0,2.0,2.0,,88.0,82.0,30.0,1.0,1.0,1.0,1.0,153.0,153.0,5.0,26.0,26.0,57.5,,,,,15.0,0.0,111.0,1.0,1.0,2.0,,,2.0,1.0,3.0,103.0,383.0,9.0,10.0,185.0,19.0,28.0,19.0,7.0,18.0,11.0,,149.0,10.0,326.0,1.0,2.0,26.0,11.0,58.0,1.0,493.0,1.0,0.0,12.0,20.0,4.0,19.0,4.0,704.0,46.0,17.0,12.0,7.0,14.0,0.0,,,,,,,
2016-17,855187,2,2016-08-20 15:00:00,80,Swansea,Home,180.0,13.0,3.0,13.0,10.0,2.0,,311.0,2.0,,7.0,1.0,29.0,19.0,478.0,,,14.0,15.0,23.0,17.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,18.0,,,,,,1.0,6.0,9.0,3.0,9.0,14.0,73.0,79.0,,,,,18.0,7.0,4.0,,,8.0,22.0,5.0,,18.0,,53.0,60.0,,15.0,11.0,,,72.0,7.0,10.0,,,5.0,5.0,1.0,191.0,,,,,,,2.0,,,,12.0,1.0,19.0,19.0,,7.0,149.0,76.0,51.0,3.0,,12.0,6.0,3.0,547.0,5.0,5.0,,69.0,126.0,47.0,,,,,160.0,160.0,7.0,15.0,49.0,56.6,,,,,18.0,0.0,150.0,2.0,,2.0,,1.0,13.0,,3.0,156.0,462.0,9.0,18.0,188.0,25.0,17.0,19.0,6.0,38.0,32.0,1.0,206.0,11.0,413.0,,,7.0,31.0,30.0,,563.0,,0.0,23.0,17.0,,16.0,0.0,800.0,39.0,16.0,10.0,8.0,15.0,0.0,,,,,,,
2016-17,855187,2,2016-08-20 15:00:00,88,Hull,Away,257.0,13.0,2.0,2.0,,2.0,,107.0,6.0,,2.0,10.0,20.0,34.0,362.0,1.0,2.0,15.0,23.0,15.0,6.0,2.0,3.0,1.0,,,,1.0,,,,,2.0,8.0,,,,,,,4.0,9.0,14.0,9.0,3.0,90.0,67.0,3.0,1.0,2.0,5.0,18.0,5.0,10.0,,1.0,3.0,1.0,1.0,,14.0,2.0,60.0,53.0,5.0,31.0,13.0,,1.0,44.0,10.0,7.0,1.0,,1.0,,1.0,172.0,2.0,,1.0,1.0,1.0,,17.0,1.0,,,16.0,,25.0,25.0,6.0,2.0,87.0,95.0,42.0,8.0,,3.0,7.0,4.0,432.0,7.0,1.0,,33.0,37.0,12.0,,,,,139.0,139.0,,40.0,20.0,43.4,,,,2.0,18.0,0.0,111.0,,3.0,3.0,3.0,1.0,3.0,,1.0,36.0,349.0,9.0,10.0,283.0,18.0,34.0,7.0,3.0,5.0,2.0,1.0,65.0,14.0,182.0,,,39.0,23.0,81.0,5.0,460.0,1.0,0.0,12.0,27.0,5.0,23.0,0.0,659.0,13.0,7.0,4.0,3.0,18.0,0.0,,,,,,,
2016-17,855188,2,2016-08-20 15:00:00,31,Crystal Palace,Away,96.0,10.0,2.0,3.0,1.0,3.0,,141.0,2.0,1.0,4.0,10.0,20.0,29.0,234.0,1.0,,22.0,13.0,8.0,5.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,8.0,,,,,,,3.0,10.0,10.0,4.0,6.0,62.0,55.0,,,,2.0,14.0,2.0,8.0,,,4.0,7.0,14.0,,23.0,1.0,59.0,68.0,2.0,17.0,9.0,,,75.0,9.0,19.0,,,1.0,3.0,1.0,155.0,,,,,,,11.0,,2.0,,13.0,,27.0,27.0,2.0,4.0,50.0,80.0,34.0,11.0,,3.0,3.0,2.0,291.0,5.0,2.0,,51.0,79.0,35.0,,,,,161.0,161.0,5.0,26.0,16.0,43.1,,,,,14.0,0.0,58.0,3.0,1.0,4.0,1.0,,6.0,,3.0,75.0,217.0,7.0,6.0,115.0,18.0,24.0,19.0,3.0,27.0,24.0,,124.0,6.0,237.0,2.0,1.0,40.0,25.0,75.0,,325.0,1.0,0.0,10.0,28.0,,28.0,3.0,574.0,15.0,9.0,13.0,3.0,21.0,0.0,,,,,,,
2016-17,855188,2,2016-08-20 15:00:00,6,Spurs,Home,165.0,18.0,6.0,6.0,,1.0,,194.0,1.0,,9.0,12.0,13.0,36.0,353.0,,2.0,13.0,8.0,13.0,8.0,5.0,6.0,,,,,1.0,,,,,1.0,13.0,,,,,,,16.0,4.0,6.0,10.0,10.0,63.0,55.0,3.0,4.0,1.0,5.0,14.0,6.0,13.0,,,10.0,9.0,2.0,,13.0,,68.0,59.0,5.0,31.0,18.0,,,66.0,19.0,9.0,,,3.0,,1.0,167.0,1.0,,,,1.0,,7.0,,,,18.0,,8.0,8.0,2.0,9.0,108.0,72.0,40.0,3.0,1.0,7.0,7.0,5.0,425.0,2.0,3.0,,76.0,42.0,29.0,,,,,149.0,149.0,1.0,20.0,23.0,56.9,,,,,14.0,0.0,102.0,1.0,1.0,2.0,,,9.0,1.0,3.0,90.0,345.0,7.0,14.0,186.0,32.0,42.0,23.0,10.0,21.0,11.0,,129.0,4.0,275.0,,,21.0,14.0,59.0,2.0,440.0,,0.0,20.0,29.0,3.0,18.0,3.0,674.0,19.0,9.0,8.0,11.0,22.0,0.0,,,,,,,
2016-17,855189,2,2016-08-20 15:00:00,57,Watford,Home,148.0,17.0,,3.0,3.0,,,106.0,4.0,,11.0,9.0,9.0,26.0,251.0,,,13.0,12.0,9.0,1.0,1.0,,,,,,1.0,,,,,,4.0,,,,,,,10.0,6.0,7.0,3.0,3.0,55.0,56.0,,1.0,,3.0,16.0,2.0,11.0,,,,10.0,2.0,,11.0,1.0,58.0,52.0,3.0,22.0,14.0,,,46.0,20.0,9.0,,,1.0,1.0,1.0,112.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,1.0,16.0,,15.0,15.0,2.0,11.0,89.0,47.0,20.0,5.0,1.0,,3.0,2.0,309.0,3.0,1.0,,49.0,24.0,21.0,,,,,122.0,122.0,2.0,23.0,16.0,37.6,,3.0,,1.0,16.0,0.0,74.0,,2.0,2.0,2.0,,2.0,,3.0,40.0,237.0,8.0,3.0,169.0,31.0,31.0,15.0,,13.0,13.0,,77.0,5.0,174.0,1.0,1.0,30.0,9.0,59.0,1.0,330.0,1.0,0.0,6.0,25.0,2.0,20.0,4.0,530.0,10.0,7.0,9.0,,17.0,0.0,,,,,,,
2016-17,855189,2,2016-08-20 15:00:00,8,Chelsea,Away,224.0,21.0,1.0,3.0,2.0,6.0,,267.0,4.0,,3.0,,13.0,35.0,488.0,,1.0,15.0,9.0,12.0,8.0,,,1.0,,,1.0,2.0,,,,,1.0,11.0,,,1.0,,,,4.0,3.0,3.0,6.0,7.0,76.0,57.0,2.0,1.0,2.0,2.0,16.0,3.0,9.0,,1.0,5.0,12.0,7.0,,11.0,1.0,52.0,58.0,2.0,13.0,11.0,,,65.0,10.0,19.0,1.0,,5.0,2.0,2.0,184.0,1.0,,1.0,1.0,,1.0,4.0,2.0,1.0,1.0,13.0,1.0,15.0,15.0,,3.0,152.0,61.0,47.0,,,5.0,4.0,4.0,536.0,2.0,1.0,,62.0,92.0,43.0,,,,,140.0,140.0,6.0,35.0,13.0,62.4,1.0,,3.0,,16.0,0.0,148.0,1.0,,1.0,,1.0,6.0,,3.0,156.0,465.0,8.0,9.0,243.0,33.0,18.0,25.0,4.0,25.0,21.0,2.0,196.0,10.0,342.0,1.0,,11.0,14.0,55.0,2.0,560.0,1.0,0.0,13.0,17.0,2.0,19.0,3.0,767.0,34.0,14.0,11.0,5.0,11.0,0.0,,,,,,,
2016-17,855190,2,2016-08-20 15:00:00,11,Everton,Away,214.0,13.0,2.0,7.0,5.0,2.0,1.0,279.0,2.0,1.0,6.0,8.0,16.0,44.0,486.0,1.0,,11.0,14.0,13.0,8.0,2.0,3.0,,,1.0,,1.0,,1.0,,,1.0,8.0,,,,,,1.0,5.0,8.0,3.0,10.0,3.0,99.0,56.0,4.0,3.0,1.0,5.0,17.0,1.0,14.0,,,4.0,7.0,4.0,,15.0,2.0,59.0,60.0,5.0,15.0,13.0,,,69.0,10.0,15.0,1.0,,3.0,2.0,1.0,174.0,2.0,,,1.0,1.0,,6.0,1.0,,1.0,15.0,,11.0,11.0,,6.0,155.0,85.0,47.0,7.0,1.0,4.0,8.0,7.0,560.0,2.0,,,95.0,82.0,24.0,,,,,139.0,139.0,3.0,21.0,25.0,66.4,,,3.0,,17.0,0.0,152.0,3.0,,3.0,,,5.0,,3.0,133.0,474.0,11.0,12.0,231.0,27.0,17.0,24.0,4.0,17.0,13.0,,181.0,2.0,366.0,,1.0,39.0,16.0,92.0,1.0,580.0,1.0,0.0,13.0,16.0,,13.0,1.0,766.0,25.0,9.0,16.0,4.0,13.0,0.0,,,,,,,
