season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attObxdLeft,attIboxOwnGoal,attLgRight,attPenTarget,ownGoals,attOboxOwnGoal,attObxdRight,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsFreekick,attPenPost,keeperGoals,subsGoals,winningGoal,rescindedRedCard
2019-20,1059911,21,2020-01-01 17:30:00,21,West Ham,Home,173.0,13.0,4.0,6.0,2.0,2.0,,185.0,1.0,,2.0,6.0,5.0,22.0,352.0,2.0,,12.0,22.0,18.0,5.0,2.0,3.0,,,1.0,,1.0,,,9.0,1.0,,,,,2.0,3.0,,10.0,4.0,88.0,72.0,2.0,1.0,2.0,2.0,19.0,2.0,13.0,,3.0,9.0,12.0,3.0,,7.0,1.0,58.0,62.0,2.0,14.0,9.0,,,52.0,3.0,11.0,2.0,,8.0,2.0,1.0,183.0,3.0,,2.0,3.0,,,2.0,3.0,,,9.0,,9.0,9.0,,3.0,89.0,83.0,46.0,2.0,2.0,4.0,6.0,7.0,425.0,,1.0,72.0,56.0,28.0,,,,,1.0,152.0,152.0,9.0,33.0,22.0,42.6,,,,,19.0,0.0,84.0,2.0,,2.0,,2.0,,5.0,,2.0,80.0,339.0,9.0,10.0,194.0,38.0,14.0,23.0,8.0,25.0,17.0,,117.0,14.0,275.0,,,25.0,5.0,62.0,1.0,444.0,2.0,0.0,14.0,23.0,,16.0,1.0,639.0,28.0,14.0,10.0,9.0,16.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059911,21,2020-01-01 17:30:00,91,Bournemouth,Away,361.0,21.0,,1.0,1.0,2.0,,179.0,8.0,,3.0,4.0,10.0,19.0,539.0,,1.0,18.0,18.0,22.0,3.0,,,1.0,,,,,,,3.0,,,,1.0,,4.0,10.0,4.0,3.0,,93.0,62.0,1.0,1.0,,4.0,17.0,,10.0,,1.0,2.0,5.0,8.0,,16.0,2.0,62.0,58.0,4.0,21.0,12.0,,,57.0,12.0,3.0,,,,,,179.0,,,,,,,8.0,,1.0,1.0,12.0,1.0,6.0,6.0,1.0,3.0,169.0,64.0,40.0,9.0,,1.0,2.0,2.0,600.0,2.0,2.0,67.0,65.0,25.0,1.0,1.0,1.0,,,148.0,148.0,4.0,29.0,25.0,57.4,1.0,,,,17.0,0.0,177.0,3.0,,3.0,,2.0,1.0,1.0,,3.0,83.0,521.0,6.0,3.0,386.0,33.0,21.0,20.0,2.0,15.0,13.0,1.0,120.0,3.0,247.0,1.0,,13.0,11.0,40.0,3.0,618.0,,0.0,3.0,20.0,2.0,19.0,2.0,808.0,14.0,26.0,13.0,2.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059902,21,2020-01-01 20:00:00,1,Man Utd,Away,221.0,15.0,,2.0,2.0,1.0,1.0,243.0,6.0,,5.0,1.0,10.0,11.0,462.0,,2.0,24.0,7.0,9.0,7.0,1.0,,,,1.0,,1.0,,,8.0,,,,,1.0,12.0,8.0,2.0,5.0,5.0,80.0,55.0,1.0,1.0,,2.0,20.0,3.0,13.0,,,4.0,9.0,2.0,,10.0,1.0,54.0,51.0,2.0,7.0,1.0,,1.0,50.0,15.0,11.0,,,3.0,2.0,1.0,168.0,,,,,,,6.0,,,,1.0,,10.0,10.0,1.0,5.0,146.0,58.0,44.0,1.0,,2.0,6.0,4.0,524.0,1.0,6.0,88.0,72.0,23.0,,,,,,135.0,135.0,2.0,19.0,29.0,51.2,,,,1.0,20.0,0.0,148.0,2.0,,2.0,,1.0,,3.0,,3.0,109.0,444.0,6.0,8.0,251.0,34.0,7.0,28.0,3.0,16.0,13.0,,150.0,3.0,307.0,,,8.0,10.0,32.0,,542.0,,0.0,10.0,12.0,2.0,27.0,0.0,729.0,24.0,13.0,19.0,4.0,5.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059902,21,2020-01-01 20:00:00,3,Arsenal,Home,286.0,25.0,1.0,5.0,4.0,1.0,,154.0,4.0,1.0,8.0,3.0,10.0,43.0,435.0,,,20.0,9.0,7.0,7.0,1.0,2.0,2.0,,,,,,,8.0,,,1.0,,,4.0,5.0,5.0,8.0,2.0,104.0,61.0,,,2.0,1.0,21.0,1.0,19.0,,,1.0,12.0,2.0,1.0,6.0,1.0,51.0,54.0,1.0,18.0,8.0,,,45.0,11.0,15.0,,,,,,164.0,,,,,,,8.0,1.0,,,8.0,1.0,15.0,15.0,1.0,8.0,127.0,55.0,33.0,4.0,1.0,5.0,3.0,4.0,488.0,3.0,1.0,66.0,58.0,19.0,,,,,,118.0,118.0,5.0,30.0,15.0,48.8,1.0,,,3.0,21.0,0.0,118.0,2.0,2.0,4.0,,1.0,2.0,5.0,,3.0,80.0,415.0,13.0,8.0,314.0,35.0,18.0,19.0,1.0,15.0,14.0,2.0,109.0,3.0,214.0,,1.0,17.0,11.0,72.0,,513.0,,0.0,10.0,19.0,,20.0,2.0,715.0,29.0,17.0,13.0,1.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059905,21,2020-01-02 20:00:00,14,Liverpool,Home,460.0,27.0,,3.0,3.0,1.0,1.0,419.0,3.0,,8.0,2.0,8.0,53.0,876.0,,1.0,15.0,10.0,18.0,14.0,1.0,2.0,,,,,,,,16.0,,,,,1.0,3.0,2.0,1.0,14.0,5.0,165.0,67.0,3.0,2.0,2.0,,8.0,7.0,6.0,,,8.0,10.0,9.0,,9.0,,35.0,37.0,,9.0,6.0,,1.0,68.0,5.0,5.0,2.0,,2.0,1.0,,222.0,1.0,,1.0,1.0,,,3.0,2.0,1.0,,6.0,1.0,9.0,9.0,1.0,8.0,298.0,99.0,69.0,4.0,,5.0,11.0,7.0,951.0,,1.0,143.0,124.0,43.0,,,,,,137.0,137.0,7.0,25.0,27.0,74.8,,,,,8.0,0.0,284.0,1.0,1.0,2.0,,,,5.0,,3.0,176.0,858.0,2.0,16.0,480.0,56.0,9.0,13.0,4.0,24.0,20.0,,223.0,3.0,513.0,1.0,,11.0,9.0,85.0,1.0,969.0,1.0,0.0,19.0,6.0,2.0,17.0,0.0,1109.0,38.0,5.0,8.0,8.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059905,21,2020-01-02 20:00:00,49,Sheff Utd,Away,139.0,10.0,,3.0,3.0,1.0,,103.0,1.0,1.0,1.0,4.0,3.0,12.0,239.0,,1.0,12.0,18.0,10.0,2.0,,,,,,,,,,3.0,,,,,,2.0,14.0,5.0,2.0,1.0,57.0,68.0,1.0,1.0,,3.0,5.0,,8.0,,,4.0,5.0,2.0,,5.0,5.0,37.0,35.0,3.0,29.0,15.0,1.0,1.0,51.0,8.0,5.0,,,1.0,,,131.0,,,,,,,6.0,,,3.0,15.0,,12.0,12.0,3.0,1.0,64.0,63.0,20.0,8.0,,,2.0,2.0,308.0,6.0,,68.0,26.0,14.0,,,,,,118.0,118.0,2.0,33.0,28.0,25.2,,,,,5.0,0.0,75.0,5.0,,5.0,,1.0,,1.0,,3.0,58.0,230.0,3.0,2.0,162.0,33.0,29.0,7.0,3.0,10.0,7.0,,99.0,5.0,175.0,,1.0,18.0,3.0,56.0,3.0,327.0,,0.0,3.0,14.0,1.0,14.0,0.0,470.0,9.0,12.0,6.0,4.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059919,22,2020-01-10 20:00:00,21,West Ham,Away,195.0,10.0,,5.0,5.0,5.0,2.0,179.0,4.0,,3.0,10.0,11.0,22.0,369.0,,,30.0,40.0,37.0,3.0,1.0,,1.0,,,1.0,1.0,,,5.0,,,,,1.0,2.0,9.0,4.0,5.0,2.0,83.0,67.0,1.0,2.0,,2.0,11.0,,9.0,,1.0,3.0,7.0,6.0,,9.0,,73.0,82.0,2.0,18.0,12.0,2.0,,59.0,6.0,11.0,,,1.0,3.0,1.0,207.0,,,,,,,14.0,,,1.0,12.0,,14.0,14.0,1.0,4.0,103.0,103.0,56.0,7.0,,4.0,,2.0,478.0,4.0,2.0,99.0,54.0,21.0,,,,,,189.0,189.0,1.0,37.0,24.0,53.1,,,,1.0,11.0,0.0,111.0,2.0,,2.0,,2.0,1.0,5.0,,3.0,65.0,358.0,3.0,4.0,241.0,38.0,18.0,28.0,3.0,19.0,16.0,1.0,109.0,22.0,282.0,,,34.0,13.0,76.0,1.0,504.0,,0.0,7.0,16.0,1.0,32.0,0.0,713.0,12.0,15.0,18.0,3.0,12.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059919,22,2020-01-10 20:00:00,49,Sheff Utd,Home,139.0,13.0,2.0,6.0,4.0,5.0,,173.0,2.0,,4.0,9.0,6.0,32.0,306.0,,,19.0,37.0,40.0,7.0,2.0,3.0,1.0,,,,,,,9.0,,,,,1.0,7.0,5.0,2.0,9.0,4.0,67.0,78.0,4.0,3.0,1.0,4.0,9.0,4.0,18.0,,,7.0,7.0,11.0,,10.0,2.0,82.0,73.0,4.0,11.0,6.0,,2.0,72.0,11.0,5.0,1.0,,1.0,1.0,,177.0,1.0,,1.0,1.0,,,5.0,1.0,,,6.0,,8.0,8.0,,4.0,106.0,83.0,34.0,3.0,,5.0,5.0,3.0,422.0,,1.0,66.0,101.0,32.0,,,,,,180.0,180.0,6.0,24.0,40.0,46.9,,,,,9.0,0.0,87.0,1.0,1.0,2.0,,1.0,1.0,6.0,2.0,3.0,88.0,299.0,4.0,10.0,169.0,37.0,11.0,15.0,6.0,25.0,19.0,1.0,148.0,16.0,293.0,,,31.0,7.0,76.0,3.0,437.0,1.0,0.0,13.0,19.0,,22.0,1.0,612.0,16.0,7.0,9.0,7.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059915,22,2020-01-11 12:30:00,3,Arsenal,Away,235.0,26.0,1.0,1.0,,1.0,,147.0,7.0,1.0,8.0,6.0,4.0,38.0,381.0,,,24.0,13.0,11.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,,4.0,,,,,,16.0,4.0,2.0,6.0,1.0,86.0,64.0,1.0,1.0,1.0,,19.0,1.0,8.0,1.0,1.0,4.0,5.0,1.0,,12.0,,68.0,49.0,,19.0,13.0,,,51.0,22.0,14.0,,,1.0,,1.0,174.0,1.0,,1.0,1.0,,,10.0,1.0,,,13.0,1.0,9.0,9.0,,8.0,117.0,63.0,38.0,1.0,1.0,1.0,2.0,4.0,459.0,2.0,3.0,59.0,51.0,16.0,,,,,,175.0,175.0,5.0,22.0,29.0,57.3,,2.0,,,19.0,0.0,110.0,2.0,,1.0,,1.0,,2.0,,3.0,72.0,359.0,4.0,3.0,277.0,49.0,19.0,20.0,4.0,10.0,6.0,,107.0,4.0,220.0,,1.0,22.0,5.0,68.0,1.0,487.0,,1.0,7.0,17.0,,33.0,3.0,691.0,18.0,22.0,7.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059915,22,2020-01-11 12:30:00,31,Crystal Palace,Home,130.0,16.0,,2.0,2.0,,,130.0,1.0,,2.0,9.0,3.0,24.0,258.0,,,15.0,11.0,13.0,2.0,,,,,,,,,,2.0,,,,,4.0,12.0,6.0,1.0,4.0,2.0,68.0,69.0,,,,1.0,18.0,1.0,7.0,,,1.0,9.0,1.0,,8.0,3.0,49.0,68.0,1.0,11.0,3.0,,,55.0,14.0,22.0,1.0,,2.0,2.0,,155.0,1.0,,1.0,,1.0,,4.0,,,,3.0,,14.0,14.0,,2.0,78.0,67.0,33.0,4.0,,1.0,2.0,3.0,334.0,1.0,1.0,94.0,31.0,25.0,,,,,,162.0,162.0,7.0,26.0,32.0,42.7,,,1.0,,18.0,0.0,61.0,3.0,,3.0,,1.0,,2.0,,1.0,63.0,244.0,14.0,3.0,155.0,44.0,11.0,17.0,1.0,13.0,12.0,,110.0,3.0,220.0,,,27.0,4.0,69.0,3.0,362.0,,0.0,6.0,25.0,,21.0,2.0,567.0,19.0,20.0,8.0,1.0,16.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059914,22,2020-01-11 15:00:00,8,Chelsea,Home,244.0,11.0,2.0,7.0,6.0,,,241.0,1.0,,3.0,5.0,6.0,35.0,478.0,1.0,1.0,26.0,20.0,14.0,11.0,1.0,2.0,,,,,1.0,,,14.0,1.0,,,,,3.0,4.0,3.0,13.0,5.0,100.0,50.0,2.0,1.0,2.0,2.0,15.0,6.0,10.0,2.0,1.0,10.0,17.0,7.0,,6.0,1.0,49.0,37.0,2.0,9.0,5.0,,,62.0,7.0,4.0,2.0,,2.0,,1.0,184.0,2.0,,1.0,2.0,,,4.0,2.0,,,5.0,,9.0,9.0,1.0,3.0,140.0,69.0,38.0,3.0,1.0,4.0,10.0,8.0,548.0,4.0,4.0,99.0,80.0,42.0,,,,,1.0,149.0,149.0,1.0,23.0,23.0,65.5,,,,1.0,15.0,0.0,144.0,2.0,1.0,1.0,,1.0,,4.0,1.0,,134.0,463.0,6.0,14.0,269.0,32.0,9.0,13.0,4.0,27.0,24.0,,172.0,4.0,326.0,,,16.0,9.0,66.0,6.0,568.0,4.0,0.0,18.0,13.0,2.0,31.0,0.0,754.0,38.0,11.0,6.0,10.0,8.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059914,22,2020-01-11 15:00:00,90,Burnley,Away,113.0,14.0,1.0,1.0,,1.0,,94.0,2.0,,5.0,8.0,2.0,17.0,206.0,,,16.0,14.0,20.0,1.0,1.0,4.0,,,1.0,1.0,2.0,,,1.0,,,,,,3.0,13.0,5.0,4.0,3.0,50.0,47.0,1.0,1.0,,3.0,14.0,2.0,6.0,,1.0,3.0,4.0,3.0,,12.0,1.0,37.0,49.0,3.0,22.0,9.0,1.0,,36.0,4.0,7.0,,,3.0,1.0,2.0,121.0,,,,,,,10.0,,2.0,,9.0,,9.0,9.0,1.0,5.0,55.0,75.0,30.0,10.0,,1.0,1.0,3.0,275.0,6.0,,47.0,42.0,14.0,1.0,1.0,1.0,,,135.0,135.0,4.0,21.0,13.0,34.5,,,,,14.0,0.0,74.0,4.0,1.0,5.0,,,,2.0,1.0,1.0,35.0,197.0,6.0,2.0,135.0,28.0,22.0,11.0,2.0,10.0,8.0,,70.0,7.0,175.0,2.0,,30.0,3.0,62.0,6.0,300.0,,0.0,7.0,13.0,1.0,17.0,3.0,473.0,7.0,12.0,10.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059916,22,2020-01-11 15:00:00,11,Everton,Home,207.0,14.0,1.0,4.0,3.0,2.0,,187.0,5.0,,5.0,11.0,5.0,34.0,390.0,1.0,1.0,17.0,17.0,17.0,9.0,1.0,2.0,3.0,,,,,,,12.0,,1.0,,,,3.0,7.0,2.0,11.0,3.0,72.0,66.0,2.0,3.0,,2.0,25.0,4.0,11.0,,2.0,4.0,11.0,10.0,,6.0,1.0,47.0,51.0,2.0,22.0,8.0,,,60.0,7.0,6.0,1.0,,1.0,2.0,,165.0,1.0,,1.0,1.0,,,10.0,1.0,,1.0,8.0,2.0,12.0,12.0,1.0,5.0,132.0,79.0,37.0,3.0,,3.0,8.0,6.0,469.0,1.0,3.0,65.0,80.0,42.0,,,,,,156.0,156.0,3.0,23.0,30.0,53.8,1.0,,,,25.0,0.0,122.0,2.0,,2.0,,,3.0,4.0,1.0,3.0,98.0,380.0,16.0,11.0,220.0,28.0,22.0,16.0,4.0,27.0,23.0,3.0,156.0,5.0,298.0,,,26.0,6.0,65.0,2.0,491.0,1.0,0.0,14.0,21.0,2.0,21.0,2.0,705.0,34.0,10.0,9.0,4.0,13.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059916,22,2020-01-11 15:00:00,36,Brighton,Away,182.0,29.0,1.0,2.0,1.0,2.0,,135.0,6.0,1.0,10.0,6.0,6.0,43.0,315.0,1.0,1.0,22.0,17.0,17.0,4.0,1.0,1.0,,,,,,,,7.0,,1.0,,,1.0,2.0,11.0,3.0,7.0,2.0,55.0,80.0,1.0,3.0,,1.0,26.0,1.0,9.0,,,3.0,8.0,3.0,,9.0,2.0,51.0,47.0,1.0,27.0,16.0,,,46.0,7.0,6.0,,,1.0,1.0,,166.0,,,,,,,8.0,,,1.0,16.0,1.0,10.0,10.0,1.0,10.0,104.0,78.0,43.0,4.0,,3.0,2.0,2.0,405.0,4.0,1.0,66.0,40.0,27.0,,,,,,169.0,169.0,1.0,30.0,36.0,46.2,1.0,,,,26.0,0.0,101.0,5.0,,5.0,,1.0,,6.0,,3.0,67.0,300.0,8.0,5.0,222.0,55.0,27.0,23.0,2.0,14.0,12.0,,103.0,6.0,218.0,,1.0,23.0,6.0,85.0,2.0,426.0,2.0,0.0,9.0,13.0,2.0,28.0,1.0,646.0,19.0,16.0,11.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059917,22,2020-01-11 15:00:00,13,Leicester,Home,204.0,11.0,1.0,3.0,2.0,1.0,1.0,130.0,5.0,1.0,4.0,5.0,4.0,17.0,331.0,,,23.0,28.0,21.0,3.0,1.0,1.0,1.0,,,,,,,3.0,,,,,1.0,5.0,10.0,6.0,4.0,1.0,56.0,70.0,1.0,,1.0,2.0,15.0,,9.0,1.0,4.0,2.0,3.0,3.0,,14.0,4.0,67.0,66.0,2.0,21.0,8.0,,2.0,58.0,9.0,17.0,,,3.0,3.0,,180.0,1.0,,1.0,,1.0,,6.0,,,1.0,8.0,,10.0,10.0,,4.0,122.0,74.0,32.0,4.0,1.0,,5.0,5.0,430.0,2.0,2.0,61.0,57.0,23.0,,,,,,192.0,192.0,2.0,40.0,22.0,58.2,,3.0,,,15.0,0.0,97.0,5.0,3.0,7.0,,,1.0,,,3.0,58.0,310.0,9.0,5.0,244.0,37.0,21.0,18.0,2.0,11.0,9.0,1.0,102.0,4.0,222.0,,1.0,29.0,6.0,59.0,3.0,455.0,1.0,0.0,5.0,20.0,2.0,33.0,0.0,686.0,12.0,22.0,9.0,2.0,13.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059917,22,2020-01-11 15:00:00,20,Southampton,Away,61.0,15.0,1.0,5.0,4.0,5.0,1.0,125.0,1.0,,3.0,7.0,3.0,17.0,181.0,,1.0,24.0,21.0,28.0,9.0,1.0,2.0,1.0,,,,1.0,,1.0,12.0,,2.0,,,1.0,9.0,4.0,1.0,10.0,6.0,37.0,67.0,3.0,3.0,1.0,1.0,16.0,1.0,9.0,,1.0,4.0,6.0,2.0,,11.0,3.0,66.0,67.0,1.0,10.0,5.0,,,65.0,17.0,8.0,1.0,,5.0,5.0,1.0,164.0,2.0,,1.0,2.0,,,6.0,2.0,2.0,,5.0,2.0,13.0,13.0,1.0,3.0,58.0,79.0,29.0,2.0,1.0,4.0,8.0,10.0,298.0,,2.0,81.0,52.0,22.0,,,,,,199.0,199.0,8.0,21.0,29.0,41.8,2.0,,3.0,,16.0,0.0,59.0,3.0,1.0,4.0,,1.0,1.0,5.0,,3.0,54.0,174.0,5.0,12.0,97.0,32.0,10.0,18.0,4.0,17.0,13.0,1.0,102.0,14.0,238.0,2.0,,36.0,5.0,66.0,2.0,318.0,,0.0,16.0,23.0,1.0,34.0,3.0,533.0,20.0,16.0,9.0,4.0,16.0,0.0,,1.0,,,,,,,,,,,,,,,,
2019-20,1059918,22,2020-01-11 15:00:00,1,Man Utd,Home,198.0,23.0,,3.0,3.0,,,359.0,3.0,,5.0,1.0,11.0,39.0,554.0,1.0,1.0,21.0,6.0,10.0,7.0,,1.0,,,,,,,,11.0,1.0,,,,,10.0,1.0,7.0,9.0,4.0,108.0,69.0,3.0,1.0,3.0,2.0,24.0,3.0,19.0,,,4.0,9.0,6.0,,12.0,2.0,64.0,55.0,2.0,8.0,4.0,,,70.0,18.0,7.0,1.0,1.0,2.0,,,181.0,2.0,,2.0,1.0,1.0,,3.0,2.0,,1.0,4.0,,14.0,14.0,,5.0,198.0,47.0,34.0,2.0,2.0,4.0,5.0,6.0,633.0,3.0,2.0,98.0,113.0,35.0,,,,,1.0,152.0,152.0,6.0,24.0,34.0,59.6,,,,,24.0,0.0,159.0,1.0,2.0,3.0,,,,4.0,,3.0,206.0,541.0,12.0,9.0,219.0,38.0,8.0,27.0,1.0,16.0,15.0,,258.0,2.0,443.0,,,9.0,11.0,56.0,2.0,646.0,3.0,0.0,13.0,21.0,2.0,23.0,0.0,847.0,42.0,18.0,17.0,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059918,22,2020-01-11 15:00:00,45,Norwich,Away,198.0,12.0,,1.0,1.0,,1.0,150.0,6.0,1.0,4.0,2.0,6.0,17.0,347.0,,,16.0,10.0,6.0,4.0,,2.0,,,1.0,,1.0,,,5.0,,,,,,5.0,9.0,4.0,1.0,7.0,78.0,67.0,,,,3.0,23.0,3.0,17.0,,1.0,2.0,3.0,1.0,,14.0,,55.0,64.0,3.0,20.0,7.0,,1.0,30.0,7.0,17.0,,1.0,3.0,2.0,1.0,142.0,,,,,,,7.0,,,,7.0,,13.0,13.0,2.0,4.0,104.0,57.0,24.0,4.0,,,4.0,3.0,409.0,3.0,2.0,49.0,45.0,15.0,1.0,1.0,1.0,,,146.0,146.0,9.0,30.0,21.0,40.4,,,,,23.0,0.0,116.0,1.0,1.0,2.0,,1.0,,2.0,,3.0,77.0,324.0,9.0,4.0,235.0,33.0,20.0,26.0,2.0,8.0,6.0,,109.0,1.0,213.0,,2.0,22.0,7.0,56.0,,440.0,,0.0,8.0,22.0,2.0,16.0,0.0,652.0,10.0,22.0,19.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059921,22,2020-01-11 15:00:00,39,Wolves,Home,300.0,21.0,,2.0,2.0,2.0,,207.0,1.0,,4.0,,4.0,38.0,505.0,,,21.0,15.0,18.0,4.0,1.0,2.0,1.0,,,,,,,6.0,,,,,1.0,5.0,1.0,4.0,5.0,4.0,84.0,68.0,2.0,3.0,1.0,,15.0,2.0,11.0,,1.0,5.0,13.0,1.0,1.0,5.0,,52.0,58.0,,8.0,8.0,,,69.0,13.0,12.0,,,4.0,3.0,,153.0,,,,,,,5.0,,,1.0,8.0,,14.0,14.0,,4.0,163.0,85.0,57.0,2.0,,2.0,3.0,4.0,574.0,2.0,6.0,106.0,75.0,22.0,,,,,,148.0,148.0,6.0,32.0,26.0,65.7,,,1.0,,15.0,0.0,193.0,,,,,,1.0,3.0,,1.0,93.0,492.0,5.0,5.0,323.0,41.0,8.0,23.0,3.0,20.0,17.0,1.0,135.0,2.0,290.0,,,8.0,4.0,65.0,,593.0,1.0,0.0,9.0,16.0,,22.0,0.0,779.0,19.0,20.0,13.0,5.0,9.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059921,22,2020-01-11 15:00:00,4,Newcastle,Away,103.0,9.0,,2.0,2.0,3.0,,132.0,2.0,,,8.0,5.0,23.0,233.0,,,12.0,18.0,15.0,4.0,,,,,,,,,,5.0,,,,,,6.0,5.0,4.0,1.0,4.0,51.0,54.0,,,,2.0,13.0,2.0,13.0,1.0,,2.0,7.0,3.0,,5.0,2.0,58.0,52.0,2.0,37.0,20.0,,,51.0,12.0,12.0,,,,,,117.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,20.0,,7.0,7.0,,,57.0,56.0,21.0,5.0,1.0,2.0,3.0,1.0,284.0,3.0,4.0,34.0,79.0,13.0,,,,,,131.0,131.0,5.0,28.0,19.0,34.3,,2.0,,,13.0,0.0,86.0,3.0,,2.0,,2.0,,2.0,,3.0,66.0,223.0,8.0,5.0,121.0,25.0,37.0,22.0,1.0,11.0,10.0,,105.0,4.0,201.0,1.0,1.0,23.0,6.0,62.0,1.0,311.0,,0.0,5.0,15.0,,22.0,3.0,496.0,4.0,13.0,11.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2019-20,1059920,22,2020-01-11 17:30:00,14,Liverpool,Away,349.0,24.0,1.0,4.0,3.0,,,338.0,7.0,2.0,5.0,1.0,3.0,19.0,683.0,1.0,,18.0,9.0,15.0,10.0,,1.0,1.0,,,,,,,12.0,,,1.0,,,7.0,9.0,5.0,12.0,1.0,101.0,70.0,2.0,1.0,1.0,,13.0,1.0,15.0,,1.0,3.0,8.0,8.0,,9.0,2.0,45.0,59.0,,9.0,5.0,,2.0,81.0,8.0,4.0,1.0,,2.0,,,182.0,1.0,,1.0,1.0,,,8.0,1.0,,,5.0,1.0,6.0,6.0,1.0,5.0,251.0,97.0,69.0,4.0,,4.0,7.0,7.0,769.0,2.0,1.0,119.0,77.0,44.0,,,,,,151.0,151.0,5.0,20.0,37.0,66.8,1.0,,,,13.0,0.0,252.0,1.0,3.0,4.0,,,1.0,5.0,,3.0,152.0,672.0,2.0,11.0,366.0,57.0,9.0,24.0,2.0,18.0,16.0,1.0,222.0,1.0,438.0,,2.0,12.0,3.0,50.0,2.0,786.0,6.0,0.0,13.0,20.0,3.0,21.0,2.0,961.0,54.0,15.0,20.0,3.0,12.0,0.0,,,,,,,,,,,,,,,,,,
